node_id,sku,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
R1,SKU_A,1220.8500000000001,8422.5,102.788,0.0,9746.138
R1,SKU_B,1976.28,196.2,47.6,0.0,2220.08
R1,SKU_C,4708.314,18.45,75.52,0.0,4802.284
R1,SKU_D,984.816,1056.0,44.602000000000004,0.0,2085.418
R1,SKU_E,389.142,1038.4,31.706,0.0,1459.248
R2,SKU_A,7087.975,0.0,68.46000000000001,0.0,7156.435
R2,SKU_B,4320.8099999999995,0.0,39.122,0.0,4359.932
R2,SKU_C,4845.69,212.85000000000002,37.174,0.0,5095.714
R2,SKU_D,103.936,18783.600000000002,33.084,0.0,18920.620000000003
R2,SKU_E,2993.198,0.0,33.058,0.0,3026.256
R3,SKU_A,4105.075,374.0,133.192,0.0,4612.267
R3,SKU_B,3587.91,0.0,43.066,0.0,3630.976
R3,SKU_C,4309.443,422.55,82.696,0.0,4814.689
R3,SKU_D,3244.444,68.2,66.952,0.0,3379.596
R3,SKU_E,4866.576,0.0,56.42,0.0,4922.996
Supplier,SKU_A,0.0,0.0,0.0,13388.681821807755,13388.681821807755
Supplier,SKU_B,0.0,0.0,0.0,21964.671173565523,21964.671173565523
Supplier,SKU_C,0.0,0.0,0.0,12811.869986353871,12811.869986353871
Supplier,SKU_D,0.0,0.0,0.0,15991.163650250735,15991.163650250735
Supplier,SKU_E,0.0,0.0,0.0,16083.613368022116,16083.613368022116
W1,SKU_A,166.905,0.0,4692.608,6295.448722808099,11154.961722808099
W1,SKU_B,2042.118,0.0,3609.86,13105.021909625444,18756.999909625443
W1,SKU_C,213.696,0.0,4079.254,6009.402084613099,10302.352084613098
W1,SKU_D,0.0,0.0,3621.509,7176.868266397776,10798.377266397776
W1,SKU_E,8026.992,0.0,3200.064,7531.259016555583,18758.31501655558
W2,SKU_A,15544.935,0.0,4540.968,3224.1152967139337,23310.018296713934
W2,SKU_B,1453.464,0.0,3479.33,4146.031384458428,9078.825384458429
W2,SKU_C,6202.496,0.0,3963.471,3008.053725569166,13174.020725569166
W2,SKU_D,429.77700000000004,0.0,3574.283,4041.129186482656,8045.189186482656
W2,SKU_E,4457.744,0.0,3175.272,4086.6704067758164,11719.686406775816
