Date,demand
2011-01-29,18
2011-01-30,17
2011-01-31,10
2011-02-01,15
2011-02-02,7
2011-02-03,13
2011-02-04,24
2011-02-05,30
2011-02-06,30
2011-02-07,23
2011-02-08,16
2011-02-09,12
2011-02-10,16
2011-02-11,24
2011-02-12,36
2011-02-13,32
2011-02-14,16
2011-02-15,15
2011-02-16,19
2011-02-17,12
2011-02-18,23
2011-02-19,34
2011-02-20,37
2011-02-21,18
2011-02-22,18
2011-02-23,24
2011-02-24,10
2011-02-25,19
2011-02-26,21
2011-02-27,18
2011-02-28,10
2011-03-01,13
2011-03-02,15
2011-03-03,34
2011-03-04,30
2011-03-05,28
2011-03-06,25
2011-03-07,27
2011-03-08,22
2011-03-09,9
2011-03-10,9
2011-03-11,17
2011-03-12,19
2011-03-13,19
2011-03-14,26
2011-03-15,11
2011-03-16,14
2011-03-17,15
2011-03-18,12
2011-03-19,16
2011-03-20,17
2011-03-21,15
2011-03-22,3
2011-03-23,10
2011-03-24,13
2011-03-25,12
2011-03-26,13
2011-03-27,13
2011-03-28,9
2011-03-29,14
2011-03-30,16
2011-03-31,15
2011-04-01,34
2011-04-02,27
2011-04-03,39
2011-04-04,30
2011-04-05,25
2011-04-06,16
2011-04-07,19
2011-04-08,17
2011-04-09,30
2011-04-10,29
2011-04-11,21
2011-04-12,14
2011-04-13,20
2011-04-14,5
2011-04-15,27
2011-04-16,30
2011-04-17,35
2011-04-18,18
2011-04-19,18
2011-04-20,20
2011-04-21,16
2011-04-22,20
2011-04-23,31
2011-04-24,33
2011-04-25,19
2011-04-26,21
2011-04-27,18
2011-04-28,15
2011-04-29,24
2011-04-30,31
2011-05-01,46
2011-05-02,39
2011-05-03,24
2011-05-04,30
2011-05-05,31
2011-05-06,42
2011-05-07,39
2011-05-08,32
2011-05-09,23
2011-05-10,17
2011-05-11,26
2011-05-12,28
2011-05-13,21
2011-05-14,22
2011-05-15,22
2011-05-16,15
2011-05-17,9
2011-05-18,14
2011-05-19,16
2011-05-20,26
2011-05-21,20
2011-05-22,15
2011-05-23,16
2011-05-24,12
2011-05-25,15
2011-05-26,8
2011-05-27,17
2011-05-28,16
2011-05-29,19
2011-05-30,13
2011-05-31,9
2011-06-01,19
2011-06-02,21
2011-06-03,21
2011-06-04,31
2011-06-05,30
2011-06-06,22
2011-06-07,21
2011-06-08,22
2011-06-09,17
2011-06-10,26
2011-06-11,32
2011-06-12,43
2011-06-13,21
2011-06-14,38
2011-06-15,28
2011-06-16,21
2011-06-17,25
2011-06-18,32
2011-06-19,33
2011-06-20,27
2011-06-21,31
2011-06-22,19
2011-06-23,31
2011-06-24,19
2011-06-25,38
2011-06-26,37
2011-06-27,16
2011-06-28,10
2011-06-29,16
2011-06-30,19
2011-07-01,51
2011-07-02,49
2011-07-03,36
2011-07-04,28
2011-07-05,44
2011-07-06,49
2011-07-07,35
2011-07-08,29
2011-07-09,33
2011-07-10,24
2011-07-11,19
2011-07-12,11
2011-07-13,11
2011-07-14,24
2011-07-15,26
2011-07-16,29
2011-07-17,24
2011-07-18,21
2011-07-19,8
2011-07-20,43
2011-07-21,28
2011-07-22,36
2011-07-23,31
2011-07-24,39
2011-07-25,22
2011-07-26,16
2011-07-27,15
2011-07-28,17
2011-07-29,37
2011-07-30,27
2011-07-31,32
2011-08-01,31
2011-08-02,26
2011-08-03,20
2011-08-04,25
2011-08-05,29
2011-08-06,27
2011-08-07,17
2011-08-08,36
2011-08-09,27
2011-08-10,22
2011-08-11,21
2011-08-12,35
2011-08-13,38
2011-08-14,63
2011-08-15,37
2011-08-16,25
2011-08-17,26
2011-08-18,35
2011-08-19,29
2011-08-20,52
2011-08-21,41
2011-08-22,31
2011-08-23,34
2011-08-24,48
2011-08-25,37
2011-08-26,24
2011-08-27,34
2011-08-28,44
2011-08-29,16
2011-08-30,19
2011-08-31,19
2011-09-01,24
2011-09-02,30
2011-09-03,41
2011-09-04,29
2011-09-05,36
2011-09-06,35
2011-09-07,37
2011-09-08,24
2011-09-09,23
2011-09-10,31
2011-09-11,39
2011-09-12,26
2011-09-13,25
2011-09-14,16
2011-09-15,25
2011-09-16,22
2011-09-17,33
2011-09-18,40
2011-09-19,42
2011-09-20,40
2011-09-21,29
2011-09-22,17
2011-09-23,39
2011-09-24,30
2011-09-25,24
2011-09-26,21
2011-09-27,17
2011-09-28,23
2011-09-29,24
2011-09-30,25
2011-10-01,33
2011-10-02,30
2011-10-03,16
2011-10-04,15
2011-10-05,19
2011-10-06,20
2011-10-07,24
2011-10-08,28
2011-10-09,24
2011-10-10,24
2011-10-11,27
2011-10-12,18
2011-10-13,23
2011-10-14,28
2011-10-15,19
2011-10-16,14
2011-10-17,19
2011-10-18,18
2011-10-19,13
2011-10-20,13
2011-10-21,18
2011-10-22,29
2011-10-23,37
2011-10-24,15
2011-10-25,13
2011-10-26,11
2011-10-27,16
2011-10-28,12
2011-10-29,43
2011-10-30,26
2011-10-31,17
2011-11-01,18
2011-11-02,25
2011-11-03,17
2011-11-04,17
2011-11-05,26
2011-11-06,39
2011-11-07,19
2011-11-08,21
2011-11-09,16
2011-11-10,12
2011-11-11,27
2011-11-12,19
2011-11-13,28
2011-11-14,14
2011-11-15,14
2011-11-16,11
2011-11-17,10
2011-11-18,27
2011-11-19,38
2011-11-20,32
2011-11-21,25
2011-11-22,25
2011-11-23,30
2011-11-24,30
2011-11-25,33
2011-11-26,34
2011-11-27,18
2011-11-28,12
2011-11-29,7
2011-11-30,11
2011-12-01,24
2011-12-02,18
2011-12-03,31
2011-12-04,43
2011-12-05,26
2011-12-06,22
2011-12-07,11
2011-12-08,12
2011-12-09,25
2011-12-10,29
2011-12-11,24
2011-12-12,14
2011-12-13,14
2011-12-14,15
2011-12-15,15
2011-12-16,19
2011-12-17,23
2011-12-18,29
2011-12-19,25
2011-12-20,17
2011-12-21,26
2011-12-22,17
2011-12-23,36
2011-12-24,24
2011-12-25,0
2011-12-26,25
2011-12-27,20
2011-12-28,11
2011-12-29,14
2011-12-30,14
2011-12-31,20
2012-01-01,13
2012-01-02,23
2012-01-03,14
2012-01-04,17
2012-01-05,13
2012-01-06,15
2012-01-07,22
2012-01-08,26
2012-01-09,15
2012-01-10,17
2012-01-11,13
2012-01-12,17
2012-01-13,13
2012-01-14,5
2012-01-15,12
2012-01-16,15
2012-01-17,8
2012-01-18,12
2012-01-19,15
2012-01-20,10
2012-01-21,23
2012-01-22,15
2012-01-23,11
2012-01-24,9
2012-01-25,9
2012-01-26,10
2012-01-27,14
2012-01-28,16
2012-01-29,21
2012-01-30,9
2012-01-31,18
2012-02-01,15
2012-02-02,19
2012-02-03,24
2012-02-04,24
2012-02-05,23
2012-02-06,10
2012-02-07,7
2012-02-08,10
2012-02-09,18
2012-02-10,20
2012-02-11,24
2012-02-12,22
2012-02-13,22
2012-02-14,12
2012-02-15,18
2012-02-16,19
2012-02-17,25
2012-02-18,20
2012-02-19,18
2012-02-20,19
2012-02-21,9
2012-02-22,9
2012-02-23,11
2012-02-24,20
2012-02-25,21
2012-02-26,20
2012-02-27,11
2012-02-28,10
2012-02-29,15
2012-03-01,20
2012-03-02,21
2012-03-03,32
2012-03-04,24
2012-03-05,17
2012-03-06,24
2012-03-07,10
2012-03-08,10
2012-03-09,24
2012-03-10,21
2012-03-11,27
2012-03-12,11
2012-03-13,17
2012-03-14,6
2012-03-15,14
2012-03-16,12
2012-03-17,19
2012-03-18,15
2012-03-19,20
2012-03-20,11
2012-03-21,20
2012-03-22,21
2012-03-23,17
2012-03-24,13
2012-03-25,20
2012-03-26,8
2012-03-27,8
2012-03-28,15
2012-03-29,13
2012-03-30,30
2012-03-31,29
2012-04-01,35
2012-04-02,21
2012-04-03,22
2012-04-04,22
2012-04-05,15
2012-04-06,33
2012-04-07,47
2012-04-08,26
2012-04-09,19
2012-04-10,19
2012-04-11,18
2012-04-12,25
2012-04-13,15
2012-04-14,37
2012-04-15,24
2012-04-16,19
2012-04-17,19
2012-04-18,15
2012-04-19,13
2012-04-20,32
2012-04-21,41
2012-04-22,44
2012-04-23,12
2012-04-24,18
2012-04-25,13
2012-04-26,14
2012-04-27,25
2012-04-28,15
2012-04-29,27
2012-04-30,18
2012-05-01,21
2012-05-02,14
2012-05-03,15
2012-05-04,19
2012-05-05,12
2012-05-06,25
2012-05-07,35
2012-05-08,26
2012-05-09,28
2012-05-10,27
2012-05-11,44
2012-05-12,57
2012-05-13,39
2012-05-14,18
2012-05-15,22
2012-05-16,21
2012-05-17,17
2012-05-18,28
2012-05-19,49
2012-05-20,38
2012-05-21,21
2012-05-22,18
2012-05-23,22
2012-05-24,27
2012-05-25,21
2012-05-26,30
2012-05-27,16
2012-05-28,16
2012-05-29,16
2012-05-30,22
2012-05-31,24
2012-06-01,52
2012-06-02,39
2012-06-03,36
2012-06-04,22
2012-06-05,18
2012-06-06,22
2012-06-07,29
2012-06-08,22
2012-06-09,40
2012-06-10,33
2012-06-11,30
2012-06-12,24
2012-06-13,27
2012-06-14,27
2012-06-15,29
2012-06-16,51
2012-06-17,52
2012-06-18,31
2012-06-19,23
2012-06-20,39
2012-06-21,17
2012-06-22,28
2012-06-23,32
2012-06-24,35
2012-06-25,21
2012-06-26,16
2012-06-27,22
2012-06-28,25
2012-06-29,31
2012-06-30,42
2012-07-01,35
2012-07-02,35
2012-07-03,31
2012-07-04,32
2012-07-05,22
2012-07-06,31
2012-07-07,38
2012-07-08,39
2012-07-09,34
2012-07-10,47
2012-07-11,41
2012-07-12,28
2012-07-13,28
2012-07-14,44
2012-07-15,35
2012-07-16,16
2012-07-17,19
2012-07-18,22
2012-07-19,23
2012-07-20,27
2012-07-21,48
2012-07-22,40
2012-07-23,28
2012-07-24,21
2012-07-25,23
2012-07-26,27
2012-07-27,36
2012-07-28,27
2012-07-29,30
2012-07-30,30
2012-07-31,28
2012-08-01,30
2012-08-02,28
2012-08-03,41
2012-08-04,39
2012-08-05,41
2012-08-06,37
2012-08-07,42
2012-08-08,41
2012-08-09,34
2012-08-10,54
2012-08-11,55
2012-08-12,44
2012-08-13,43
2012-08-14,35
2012-08-15,35
2012-08-16,38
2012-08-17,32
2012-08-18,40
2012-08-19,56
2012-08-20,30
2012-08-21,29
2012-08-22,28
2012-08-23,21
2012-08-24,28
2012-08-25,47
2012-08-26,33
2012-08-27,19
2012-08-28,37
2012-08-29,35
2012-08-30,28
2012-08-31,23
2012-09-01,49
2012-09-02,49
2012-09-03,64
2012-09-04,28
2012-09-05,21
2012-09-06,28
2012-09-07,37
2012-09-08,35
2012-09-09,46
2012-09-10,30
2012-09-11,33
2012-09-12,18
2012-09-13,26
2012-09-14,23
2012-09-15,41
2012-09-16,39
2012-09-17,22
2012-09-18,24
2012-09-19,15
2012-09-20,23
2012-09-21,27
2012-09-22,38
2012-09-23,38
2012-09-24,32
2012-09-25,25
2012-09-26,23
2012-09-27,26
2012-09-28,34
2012-09-29,33
2012-09-30,55
2012-10-01,54
2012-10-02,38
2012-10-03,39
2012-10-04,22
2012-10-05,23
2012-10-06,28
2012-10-07,38
2012-10-08,35
2012-10-09,13
2012-10-10,28
2012-10-11,24
2012-10-12,19
2012-10-13,32
2012-10-14,28
2012-10-15,19
2012-10-16,31
2012-10-17,23
2012-10-18,26
2012-10-19,28
2012-10-20,29
2012-10-21,34
2012-10-22,19
2012-10-23,26
2012-10-24,15
2012-10-25,17
2012-10-26,16
2012-10-27,34
2012-10-28,37
2012-10-29,26
2012-10-30,27
2012-10-31,16
2012-11-01,17
2012-11-02,24
2012-11-03,37
2012-11-04,49
2012-11-05,28
2012-11-06,29
2012-11-07,15
2012-11-08,14
2012-11-09,25
2012-11-10,35
2012-11-11,37
2012-11-12,22
2012-11-13,21
2012-11-14,19
2012-11-15,26
2012-11-16,27
2012-11-17,32
2012-11-18,22
2012-11-19,30
2012-11-20,26
2012-11-21,29
2012-11-22,58
2012-11-23,41
2012-11-24,36
2012-11-25,24
2012-11-26,21
2012-11-27,24
2012-11-28,9
2012-11-29,22
2012-11-30,17
2012-12-01,37
2012-12-02,35
2012-12-03,32
2012-12-04,20
2012-12-05,21
2012-12-06,31
2012-12-07,41
2012-12-08,44
2012-12-09,49
2012-12-10,25
2012-12-11,32
2012-12-12,19
2012-12-13,24
2012-12-14,19
2012-12-15,18
2012-12-16,23
2012-12-17,19
2012-12-18,24
2012-12-19,18
2012-12-20,19
2012-12-21,31
2012-12-22,39
2012-12-23,30
2012-12-24,32
2012-12-25,0
2012-12-26,30
2012-12-27,17
2012-12-28,23
2012-12-29,22
2012-12-30,22
2012-12-31,19
2013-01-01,17
2013-01-02,16
2013-01-03,24
2013-01-04,26
2013-01-05,21
2013-01-06,21
2013-01-07,16
2013-01-08,19
2013-01-09,18
2013-01-10,12
2013-01-11,19
2013-01-12,18
2013-01-13,24
2013-01-14,7
2013-01-15,21
2013-01-16,18
2013-01-17,21
2013-01-18,18
2013-01-19,23
2013-01-20,23
2013-01-21,22
2013-01-22,23
2013-01-23,13
2013-01-24,17
2013-01-25,23
2013-01-26,16
2013-01-27,23
2013-01-28,13
2013-01-29,11
2013-01-30,18
2013-01-31,15
2013-02-01,25
2013-02-02,24
2013-02-03,25
2013-02-04,19
2013-02-05,21
2013-02-06,15
2013-02-07,20
2013-02-08,24
2013-02-09,33
2013-02-10,30
2013-02-11,16
2013-02-12,25
2013-02-13,32
2013-02-14,22
2013-02-15,39
2013-02-16,38
2013-02-17,32
2013-02-18,18
2013-02-19,9
2013-02-20,12
2013-02-21,26
2013-02-22,27
2013-02-23,43
2013-02-24,43
2013-02-25,20
2013-02-26,30
2013-02-27,30
2013-02-28,25
2013-03-01,20
2013-03-02,40
2013-03-03,40
2013-03-04,33
2013-03-05,26
2013-03-06,20
2013-03-07,24
2013-03-08,38
2013-03-09,45
2013-03-10,35
2013-03-11,27
2013-03-12,26
2013-03-13,30
2013-03-14,25
2013-03-15,30
2013-03-16,28
2013-03-17,30
2013-03-18,23
2013-03-19,20
2013-03-20,17
2013-03-21,26
2013-03-22,22
2013-03-23,32
2013-03-24,42
2013-03-25,28
2013-03-26,25
2013-03-27,23
2013-03-28,32
2013-03-29,26
2013-03-30,40
2013-03-31,16
2013-04-01,20
2013-04-02,28
2013-04-03,36
2013-04-04,26
2013-04-05,29
2013-04-06,29
2013-04-07,34
2013-04-08,23
2013-04-09,29
2013-04-10,29
2013-04-11,27
2013-04-12,38
2013-04-13,27
2013-04-14,34
2013-04-15,10
2013-04-16,19
2013-04-17,23
2013-04-18,20
2013-04-19,48
2013-04-20,38
2013-04-21,46
2013-04-22,35
2013-04-23,39
2013-04-24,18
2013-04-25,28
2013-04-26,26
2013-04-27,26
2013-04-28,39
2013-04-29,36
2013-04-30,17
2013-05-01,34
2013-05-02,30
2013-05-03,48
2013-05-04,47
2013-05-05,26
2013-05-06,29
2013-05-07,21
2013-05-08,21
2013-05-09,17
2013-05-10,32
2013-05-11,52
2013-05-12,33
2013-05-13,26
2013-05-14,37
2013-05-15,23
2013-05-16,14
2013-05-17,21
2013-05-18,38
2013-05-19,35
2013-05-20,36
2013-05-21,26
2013-05-22,20
2013-05-23,13
2013-05-24,24
2013-05-25,22
2013-05-26,31
2013-05-27,21
2013-05-28,15
2013-05-29,8
2013-05-30,22
2013-05-31,21
2013-06-01,56
2013-06-02,44
2013-06-03,19
2013-06-04,22
2013-06-05,32
2013-06-06,24
2013-06-07,27
2013-06-08,48
2013-06-09,36
2013-06-10,35
2013-06-11,19
2013-06-12,25
2013-06-13,21
2013-06-14,42
2013-06-15,40
2013-06-16,32
2013-06-17,34
2013-06-18,19
2013-06-19,20
2013-06-20,29
2013-06-21,24
2013-06-22,34
2013-06-23,27
2013-06-24,9
2013-06-25,27
2013-06-26,19
2013-06-27,35
2013-06-28,43
2013-06-29,63
2013-06-30,43
2013-07-01,34
2013-07-02,58
2013-07-03,56
2013-07-04,63
2013-07-05,41
2013-07-06,38
2013-07-07,37
2013-07-08,26
2013-07-09,26
2013-07-10,29
2013-07-11,21
2013-07-12,30
2013-07-13,45
2013-07-14,41
2013-07-15,24
2013-07-16,12
2013-07-17,20
2013-07-18,35
2013-07-19,27
2013-07-20,36
2013-07-21,38
2013-07-22,21
2013-07-23,31
2013-07-24,21
2013-07-25,32
2013-07-26,23
2013-07-27,30
2013-07-28,44
2013-07-29,22
2013-07-30,23
2013-07-31,16
2013-08-01,22
2013-08-02,24
2013-08-03,40
2013-08-04,39
2013-08-05,28
2013-08-06,27
2013-08-07,19
2013-08-08,32
2013-08-09,20
2013-08-10,45
2013-08-11,35
2013-08-12,44
2013-08-13,37
2013-08-14,31
2013-08-15,34
2013-08-16,56
2013-08-17,38
2013-08-18,69
2013-08-19,28
2013-08-20,22
2013-08-21,22
2013-08-22,17
2013-08-23,27
2013-08-24,44
2013-08-25,57
2013-08-26,23
2013-08-27,27
2013-08-28,24
2013-08-29,17
2013-08-30,37
2013-08-31,38
2013-09-01,50
2013-09-02,47
2013-09-03,29
2013-09-04,16
2013-09-05,31
2013-09-06,29
2013-09-07,53
2013-09-08,54
