node_id,sku,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
R1,SKU_A,537.0,6573.0,102.788,0.0,7212.7880000000005
R1,SKU_B,515.13,3202.7999999999997,47.6,0.0,3765.5299999999997
R1,SKU_C,763.047,3775.05,75.52,0.0,4613.617
R1,SKU_D,289.82800000000003,2926.0000000000005,44.602000000000004,0.0,3260.4300000000003
R1,SKU_E,192.894,1781.6000000000001,31.706,0.0,2006.2
R2,SKU_A,342.725,6108.0,68.46000000000001,0.0,6519.185
R2,SKU_B,467.34,6185.4,39.122,0.0,6691.862
R2,SKU_C,433.998,4092.75,37.174,0.0,4563.9220000000005
R2,SKU_D,219.94,2358.4,33.084,0.0,2611.424
R2,SKU_E,205.01,1931.2,33.058,0.0,2169.268
R3,SKU_A,936.975,11137.5,133.192,0.0,12207.667
R3,SKU_B,530.8199999999999,5750.4,43.066,0.0,6324.286
R3,SKU_C,1235.979,9162.45,82.696,0.0,10481.125
R3,SKU_D,532.7280000000001,4928.000000000001,66.952,0.0,5527.68
R3,SKU_E,343.382,3814.4,56.42,0.0,4214.202
Supplier,SKU_A,0.0,0.0,0.0,15597.337731298763,15597.337731298763
Supplier,SKU_B,0.0,0.0,0.0,25217.02027275357,25217.02027275357
Supplier,SKU_C,0.0,0.0,0.0,14751.682272504375,14751.682272504375
Supplier,SKU_D,0.0,0.0,0.0,18669.819550297805,18669.819550297805
Supplier,SKU_E,0.0,0.0,0.0,18894.14017314549,18894.14017314549
W1,SKU_A,741.3299999999999,0.0,4692.608,6794.6778321563415,12228.615832156342
W1,SKU_B,804.366,0.0,3609.86,13901.717829082714,18315.943829082713
W1,SKU_C,991.376,0.0,4079.254,6452.75556487322,11523.385564873219
W1,SKU_D,382.228,0.0,3621.509,7790.762049319613,11794.499049319613
W1,SKU_E,292.56,0.0,3200.064,8068.086724568112,11560.71072456811
W2,SKU_A,765.84,0.0,4540.968,3593.22355339065,8900.03155339065
W2,SKU_B,421.28999999999996,0.0,3479.33,4623.070363827012,8523.690363827012
W2,SKU_C,964.784,0.0,3963.471,3300.055112399462,8228.310112399462
W2,SKU_D,428.07700000000006,0.0,3574.283,4502.034504144977,8504.394504144977
W2,SKU_E,284.112,0.0,3175.272,4596.616466237899,8056.000466237899
