node_id,sku,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
R1,SKU_A,5289.900000000001,0.0,102.788,0.0,5392.688
R1,SKU_B,1723.8,231.0,47.6,0.0,2002.3999999999999
R1,SKU_C,5205.0599999999995,0.0,75.52,0.0,5280.58
R1,SKU_D,3290.952,0.0,44.602000000000004,0.0,3335.554
R1,SKU_E,1011.8679999999999,15.600000000000001,31.706,0.0,1059.174
R2,SKU_A,7325.925,0.0,68.46000000000001,0.0,7394.385
R2,SKU_B,2566.17,13.799999999999999,39.122,0.0,2619.092
R2,SKU_C,1018.278,610.2,37.174,0.0,1665.652
R2,SKU_D,1431.248,0.0,33.084,0.0,1464.332
R2,SKU_E,653.77,322.8,33.058,0.0,1009.628
R3,SKU_A,5864.450000000001,14.5,133.192,0.0,6012.142000000001
R3,SKU_B,5599.469999999999,0.0,43.066,0.0,5642.536
R3,SKU_C,8642.916,90.45,82.696,0.0,8816.062
R3,SKU_D,3228.26,37.400000000000006,66.952,0.0,3332.612
R3,SKU_E,5918.822,0.0,56.42,0.0,5975.242
Supplier,SKU_A,0.0,0.0,0.0,13648.917148298466,13648.917148298466
Supplier,SKU_B,0.0,0.0,0.0,22316.343514141343,22316.343514141343
Supplier,SKU_C,0.0,0.0,0.0,13077.325676153352,13077.325676153352
Supplier,SKU_D,0.0,0.0,0.0,16307.90264054111,16307.90264054111
Supplier,SKU_E,0.0,0.0,0.0,16419.511020865728,16419.511020865728
W1,SKU_A,973.545,0.0,4692.608,6245.19477976216,11911.34777976216
W1,SKU_B,2881.008,0.0,3609.86,12946.959216517216,19437.827216517217
W1,SKU_C,5221.152,0.0,4079.254,5961.5716255990465,15261.977625599047
W1,SKU_D,509.84700000000004,0.0,3621.509,7156.0254942711335,11287.381494271134
W1,SKU_E,6075.952,0.0,3200.064,7448.248883850444,16724.264883850443
W2,SKU_A,4586.88,0.0,4540.968,3152.844674156329,12280.69267415633
W2,SKU_B,2453.922,0.0,3479.33,4058.2159358836147,9991.467935883615
W2,SKU_C,0.9760000000000001,0.0,3963.471,2955.9507155829665,6920.397715582966
W2,SKU_D,6446.723000000001,0.0,3574.283,3950.4862354937736,13971.492235493773
W2,SKU_E,1.776,0.0,3175.272,3970.5024388833162,7147.550438883317
