node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,51394,51394,1.0
R1,SKU_B,23800,23796,0.9998319327731092
R1,SKU_C,37760,37760,1.0
R1,SKU_D,22301,22301,1.0
R1,SKU_E,15853,15001,0.9462562291049013
R2,SKU_A,34230,34230,1.0
R2,SKU_B,19561,18868,0.9645723633761055
R2,SKU_C,18587,12027,0.6470651530639694
R2,SKU_D,16542,13599,0.8220892274211099
R2,SKU_E,16529,16529,1.0
R3,SKU_A,66596,66596,1.0
R3,SKU_B,21533,20615,0.9573677611108531
R3,SKU_C,41348,41348,1.0
R3,SKU_D,33476,33476,1.0
R3,SKU_E,28210,27314,0.9682382133995037
