node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,51394,50958,0.9915165194380667
R1,SKU_B,23800,23754,0.9980672268907563
R1,SKU_C,37760,37760,1.0
R1,SKU_D,22301,22301,1.0
R1,SKU_E,15853,14820,0.934838831766858
R2,SKU_A,34230,34230,1.0
R2,SKU_B,19561,19561,1.0
R2,SKU_C,18587,18368,0.9882175714208855
R2,SKU_D,16542,14615,0.8835086446620724
R2,SKU_E,16529,16529,1.0
R3,SKU_A,66596,64998,0.9760045648387291
R3,SKU_B,21533,21533,1.0
R3,SKU_C,41348,41348,1.0
R3,SKU_D,33476,32983,0.9852730314254988
R3,SKU_E,28210,28210,1.0
