node_id,sku,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
R1,SKU_A,395.90999999999997,42.0,0.0,0.0,437.90999999999997
R1,SKU_B,395.90999999999997,42.0,0.0,0.0,437.90999999999997
R2,SKU_A,321.0,40.5,0.0,0.0,361.5
R2,SKU_B,321.0,40.5,0.0,0.0,361.5
R3,SKU_A,507.27,76.5,0.0,0.0,583.77
R3,SKU_B,507.27,76.5,0.0,0.0,583.77
Supplier,SKU_A,0.0,0.0,0.0,0.0,0.0
Supplier,SKU_B,0.0,0.0,0.0,0.0,0.0
W1,SKU_A,644.38,0.0,1547.8,0.0,2192.18
W1,SKU_B,644.38,0.0,1547.8,0.0,2192.18
W2,SKU_A,459.14,0.0,1547.0,0.0,2006.14
W2,SKU_B,459.14,0.0,1547.0,0.0,2006.14
_OVERALL_,_ALL_,4655.400000000001,318.0,6189.6,0.0,11162.999999999998
