date,quantity
2024-04-12,29
2024-04-13,9
2024-04-14,0
2024-04-15,0
2024-04-16,13
2024-04-17,13
2024-04-18,37
2024-04-19,10
2024-04-20,2
2024-04-21,1
2024-04-22,0
2024-04-23,0
2024-04-24,31
2024-04-25,18
2024-04-26,22
2024-04-27,35
2024-04-28,2
2024-04-29,0
2024-04-30,0
2024-05-01,0
2024-05-02,3
2024-05-03,1
2024-05-04,0
2024-05-05,0
2024-05-06,0
2024-05-07,0
2024-05-08,0
2024-05-09,0
2024-05-10,0
2024-05-11,0
2024-05-12,0
2024-05-13,14
2024-05-14,35
2024-05-15,41
2024-05-16,29
2024-05-17,3
2024-05-18,0
2024-05-19,0
2024-05-20,0
2024-05-21,0
2024-05-22,29
2024-05-23,16
2024-05-24,21
2024-05-25,19
2024-05-26,0
2024-05-27,0
2024-05-28,0
2024-05-29,1
2024-05-30,45
2024-05-31,12
2024-06-01,8
2024-06-02,18
2024-06-03,0
2024-06-04,10
2024-06-05,21
2024-06-06,23
2024-06-07,0
2024-06-08,0
2024-06-09,14
2024-06-10,47
2024-06-11,7
2024-06-12,0
2024-06-13,43
2024-06-14,3
2024-06-15,0
2024-06-16,3
2024-06-17,6
2024-06-18,26
2024-06-19,16
2024-06-20,9
2024-06-21,5
2024-06-22,0
2024-06-23,0
2024-06-24,1
2024-06-25,2
2024-06-26,2
2024-06-27,7
2024-06-28,2
2024-06-29,0
2024-06-30,0
2024-07-01,22
2024-07-02,41
2024-07-03,15
2024-07-04,43
2024-07-05,58
2024-07-06,7
2024-07-07,10
2024-07-08,46
2024-07-09,4
2024-07-10,33
2024-07-11,46
2024-07-12,26
2024-07-13,34
2024-07-14,41
2024-07-15,31
2024-07-16,33
2024-07-17,61
2024-07-18,36
2024-07-19,54
2024-07-20,3
2024-07-21,0
2024-07-22,34
2024-07-23,24
2024-07-24,44
2024-07-25,27
2024-07-26,52
2024-07-27,0
2024-07-28,20
2024-07-29,31
2024-07-30,46
2024-07-31,54
2024-08-01,41
2024-08-02,43
2024-08-03,25
2024-08-04,19
2024-08-05,16
2024-08-06,54
2024-08-07,68
2024-08-08,8
2024-08-09,72
2024-08-10,7
2024-08-11,20
2024-08-12,59
2024-08-13,47
2024-08-14,26
2024-08-15,47
2024-08-16,69
2024-08-17,7
2024-08-18,10
2024-08-19,12
2024-08-20,21
2024-08-21,23
2024-08-22,90
2024-08-23,60
2024-08-24,11
2024-08-25,6
2024-08-26,34
2024-08-27,24
2024-08-28,84
2024-08-29,57
2024-08-30,54
2024-08-31,16
2024-09-01,24
2024-09-02,68
2024-09-03,21
2024-09-04,8
2024-09-05,37
2024-09-06,26
2024-09-07,35
2024-09-08,44
2024-09-09,21
2024-09-10,57
2024-09-11,9
2024-09-12,34
2024-09-13,58
2024-09-14,24
2024-09-15,28
2024-09-16,9
2024-09-17,70
2024-09-18,14
2024-09-19,53
2024-09-20,10
2024-09-21,9
2024-09-22,27
2024-09-23,56
2024-09-24,5
2024-09-25,9
2024-09-26,12
