date,quantity
2024-04-12,4
2024-04-13,2
2024-04-14,15
2024-04-15,15
2024-04-16,18
2024-04-17,17
2024-04-18,31
2024-04-19,24
2024-04-20,15
2024-04-21,15
2024-04-22,25
2024-04-23,16
2024-04-24,31
2024-04-25,37
2024-04-26,6
2024-04-27,17
2024-04-28,14
2024-04-29,8
2024-04-30,16
2024-05-01,18
2024-05-02,39
2024-05-03,17
2024-05-04,18
2024-05-05,11
2024-05-06,12
2024-05-07,17
2024-05-08,25
2024-05-09,24
2024-05-10,25
2024-05-11,17
2024-05-12,19
2024-05-13,30
2024-05-14,33
2024-05-15,21
2024-05-16,35
2024-05-17,26
2024-05-18,23
2024-05-19,1
2024-05-20,13
2024-05-21,40
2024-05-22,14
2024-05-23,25
2024-05-24,40
2024-05-25,18
2024-05-26,23
2024-05-27,22
2024-05-28,57
2024-05-29,26
2024-05-30,34
2024-05-31,27
2024-06-01,15
2024-06-02,19
2024-06-03,24
2024-06-04,21
2024-06-05,30
2024-06-06,20
2024-06-07,27
2024-06-08,14
2024-06-09,12
2024-06-10,18
2024-06-11,17
2024-06-12,16
2024-06-13,31
2024-06-14,33
2024-06-15,21
2024-06-16,15
2024-06-17,43
2024-06-18,29
2024-06-19,19
2024-06-20,28
2024-06-21,65
2024-06-22,0
2024-06-23,2
2024-06-24,0
2024-06-25,15
2024-06-26,32
2024-06-27,51
2024-06-28,31
2024-06-29,21
2024-06-30,29
2024-07-01,29
2024-07-02,35
2024-07-03,43
2024-07-04,35
2024-07-05,32
2024-07-06,34
2024-07-07,12
2024-07-08,29
2024-07-09,15
2024-07-10,25
2024-07-11,44
2024-07-12,46
2024-07-13,21
2024-07-14,19
2024-07-15,30
2024-07-16,32
2024-07-17,39
2024-07-18,46
2024-07-19,40
2024-07-20,23
2024-07-21,11
2024-07-22,27
2024-07-23,41
2024-07-24,58
2024-07-25,40
2024-07-26,43
2024-07-27,20
2024-07-28,23
2024-07-29,43
2024-07-30,41
2024-07-31,42
2024-08-01,41
2024-08-02,39
2024-08-03,32
2024-08-04,24
2024-08-05,44
2024-08-06,32
2024-08-07,37
2024-08-08,39
2024-08-09,51
2024-08-10,7
2024-08-11,12
2024-08-12,58
2024-08-13,35
2024-08-14,20
2024-08-15,22
2024-08-16,40
2024-08-17,29
2024-08-18,36
2024-08-19,36
2024-08-20,39
2024-08-21,31
2024-08-22,44
2024-08-23,49
2024-08-24,29
2024-08-25,16
2024-08-26,65
2024-08-27,40
2024-08-28,37
2024-08-29,50
2024-08-30,33
2024-08-31,25
2024-09-01,21
2024-09-02,51
2024-09-03,46
2024-09-04,60
2024-09-05,43
2024-09-06,33
2024-09-07,37
2024-09-08,25
2024-09-09,43
2024-09-10,56
2024-09-11,36
2024-09-12,37
2024-09-13,55
2024-09-14,28
2024-09-15,39
2024-09-16,52
2024-09-17,17
2024-09-18,42
2024-09-19,47
2024-09-20,58
2024-09-21,23
2024-09-22,19
2024-09-23,50
2024-09-24,50
2024-09-25,40
2024-09-26,26
