date,quantity
0,87
1,65
2,47
3,40
4,22
5,64
6,68
7,91
8,62
9,62
10,34
11,53
12,40
13,74
14,88
15,121
16,60
17,40
18,42
19,49
20,80
21,79
22,58
23,45
24,52
25,52
26,55
27,70
28,80
29,81
30,58
31,58
32,63
33,50
34,68
35,70
36,82
37,48
38,71
39,40
40,59
41,49
42,88
43,68
44,57
45,56
46,51
47,55
48,53
49,95
50,69
51,44
52,48
53,45
54,36
55,50
56,57
57,76
58,59
59,43
60,50
61,70
62,74
63,86
64,82
65,65
66,49
67,56
68,49
69,64
70,75
71,89
72,65
73,57
74,38
75,54
76,56
77,78
78,72
79,61
80,56
81,60
82,55
83,72
84,100
85,75
86,67
87,42
88,40
89,47
90,69
91,94
92,80
93,45
94,62
95,45
96,58
97,57
98,80
99,84
100,56
101,53
102,46
103,54
104,79
105,79
106,71
107,50
108,43
109,46
110,64
111,53
112,87
113,71
114,47
115,54
116,45
117,68
118,45
119,86
120,83
121,59
122,45
123,61
124,57
125,76
126,67
127,77
128,68
129,50
130,51
131,63
132,48
133,66
134,85
135,67
136,58
137,65
138,58
139,54
140,80
141,60
142,36
143,54
144,40
145,35
146,73
147,80
148,67
149,49
150,57
151,55
152,58
153,77
154,88
155,88
156,76
157,47
158,63
159,73
160,70
161,75
162,81
163,59
164,52
165,48
166,66
167,65
168,82
169,99
170,63
171,64
172,68
173,68
174,82
175,74
176,76
177,30
178,51
179,56
180,46
181,55
182,83
183,75
184,63
185,79
186,90
187,69
188,83
189,105
190,104
191,65
192,64
193,66
194,61
195,72
196,92
197,95
198,80
199,79
200,68
201,76
202,87
203,111
204,92
205,72
206,73
207,51
208,64
209,59
210,77
211,94
212,60
213,53
214,48
215,86
216,81
217,89
218,73
219,80
220,42
221,48
222,53
223,59
224,74
225,88
226,53
227,45
228,48
229,61
230,72
231,73
232,49
233,50
234,41
235,37
236,57
237,66
238,59
239,66
240,34
241,46
242,39
243,44
244,61
245,57
246,68
247,43
248,28
249,48
250,66
251,47
252,62
253,45
254,50
255,43
256,46
257,48
258,71
259,55
260,67
261,30
262,53
263,49
264,32
265,60
266,57
267,62
268,53
269,41
270,38
271,45
272,55
273,64
274,63
275,44
276,47
277,44
278,70
279,47
280,64
281,72
282,60
283,36
284,50
285,42
286,60
287,74
288,78
289,39
290,42
291,53
292,43
293,51
294,80
295,86
296,48
297,52
298,51
299,68
300,162
301,95
302,63
303,40
304,30
305,42
306,81
307,70
308,103
309,72
310,63
311,48
312,67
313,47
314,59
315,83
316,80
317,65
318,45
319,61
320,74
321,58
322,86
323,88
324,54
325,61
326,63
327,78
328,100
329,90
330,0
331,88
332,54
333,49
334,47
335,50
336,48
337,56
338,52
339,48
340,45
341,54
342,47
343,67
344,63
345,41
346,27
347,44
348,40
349,45
350,45
351,54
352,57
353,26
354,36
355,33
356,53
357,68
358,57
359,29
360,25
361,38
362,43
363,40
364,41
365,49
366,40
367,37
