date,quantity
0,87
1,90
2,76
3,83
4,73
5,106
6,91
7,149
8,96
9,113
10,106
11,98
12,93
13,118
14,142
15,155
16,93
17,83
18,77
19,77
20,87
21,100
22,108
23,89
24,83
25,66
26,71
27,99
28,98
29,77
30,70
31,83
32,81
33,102
34,92
35,138
36,125
37,85
38,108
39,84
40,91
41,82
42,100
43,84
44,94
45,77
46,67
47,97
48,84
49,81
50,98
51,69
52,77
53,60
54,65
55,65
56,90
57,83
58,84
59,69
60,88
61,82
62,107
63,121
64,120
65,129
66,83
67,83
68,63
69,67
70,101
71,118
72,97
73,91
74,72
75,65
76,86
77,146
78,124
79,82
80,78
81,84
82,70
83,82
84,121
85,113
86,72
87,67
88,74
89,62
90,107
91,112
92,115
93,113
94,95
95,83
96,115
97,90
98,95
99,86
100,98
101,95
102,92
103,93
104,99
105,80
106,92
107,65
108,66
109,98
110,83
111,89
112,98
113,88
114,105
115,95
116,75
117,71
118,83
119,89
120,91
121,101
122,65
123,98
124,83
125,93
126,107
127,120
128,95
129,127
130,103
131,103
132,109
133,107
134,92
135,86
136,89
137,117
138,74
139,100
140,102
141,94
142,114
143,99
144,86
145,80
146,78
147,96
148,96
149,63
150,60
151,69
152,73
153,145
154,116
155,99
156,117
157,107
158,90
159,98
160,102
161,145
162,104
163,77
164,75
165,74
166,89
167,96
168,121
169,119
170,95
171,99
172,107
173,108
174,101
175,116
176,102
177,91
178,93
179,73
180,80
181,69
182,119
183,118
184,103
185,95
186,106
187,102
188,97
189,137
190,138
191,126
192,128
193,120
194,98
195,130
196,146
197,142
198,133
199,118
200,99
201,86
202,117
203,128
204,112
205,124
206,109
207,94
208,77
209,103
210,131
211,114
212,83
213,89
214,88
215,126
216,139
217,137
218,106
219,133
220,127
221,102
222,111
223,156
224,155
225,144
226,87
227,88
228,89
229,75
230,111
231,115
232,143
233,117
234,131
235,93
236,101
237,104
238,124
239,111
240,113
241,114
242,111
243,91
244,112
245,147
246,157
247,110
248,122
249,124
250,101
251,137
252,118
253,158
254,113
255,127
256,145
257,117
258,150
259,113
260,132
261,115
262,96
263,88
264,65
265,102
266,115
267,132
268,82
269,89
270,96
271,92
272,115
273,148
274,119
275,91
276,133
277,115
278,102
279,108
280,106
281,117
282,96
283,92
284,88
285,108
286,118
287,126
288,118
289,86
290,106
291,90
292,93
293,114
294,126
295,119
296,101
297,107
298,86
299,124
300,244
301,102
302,104
303,95
