node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,51394,39286,0.7644082966883293
R1,SKU_B,23800,19092,0.8021848739495798
R1,SKU_C,37760,30663,0.8120497881355933
R1,SKU_D,22301,17396,0.7800547060669926
R1,SKU_E,15853,11924,0.7521604743581657
R2,SKU_A,34230,24640,0.7198364008179959
R2,SKU_B,19561,13402,0.6851387965850416
R2,SKU_C,18587,13470,0.7247000591811481
R2,SKU_D,16542,12706,0.7681054286059726
R2,SKU_E,16529,12311,0.7448121483453325
R3,SKU_A,66596,49474,0.7428974713195988
R3,SKU_B,21533,14878,0.690939488227372
R3,SKU_C,41348,30502,0.7376898519880043
R3,SKU_D,33476,26099,0.779633170032262
R3,SKU_E,28210,20332,0.7207373271889401
