node_id,sku,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
R1,SKU_A,1273.875,257815.5,591.36,0.0,259680.735
R1,SKU_B,1290.99,139863.0,298.778,0.0,141452.76799999998
R1,SKU_C,1472.337,131227.2,377.18600000000004,0.0,133076.723
R1,SKU_D,999.74,124387.45000000001,276.776,0.0,125663.96600000001
R1,SKU_E,596.934,71971.6,213.71,0.0,72782.244
R2,SKU_A,430.57500000000005,336065.5,391.05,0.0,336887.125
R2,SKU_B,831.27,203090.4,211.64600000000002,0.0,204133.316
R2,SKU_C,727.434,150444.45,209.746,0.0,151381.63
R2,SKU_D,387.296,157828.0,176.576,0.0,158391.872
R2,SKU_E,481.05199999999996,132358.0,203.388,0.0,133042.44
R3,SKU_A,3356.775,466499.0,858.0740000000001,0.0,470713.849
R3,SKU_B,2335.23,181769.4,281.92,0.0,184386.55
R3,SKU_C,3031.128,219029.4,476.012,0.0,222536.54
R3,SKU_D,3280.116,275884.95,466.276,0.0,279631.342
R3,SKU_E,933.9459999999999,132724.80000000002,307.214,0.0,133965.96000000002
Supplier,SKU_A,0.0,0.0,0.0,30957.389948183467,30957.389948183467
Supplier,SKU_B,0.0,0.0,0.0,51892.1353530566,51892.1353530566
Supplier,SKU_C,0.0,0.0,0.0,26631.247517593154,26631.247517593154
Supplier,SKU_D,0.0,0.0,0.0,38859.24150703576,38859.24150703576
Supplier,SKU_E,0.0,0.0,0.0,36319.98567413102,36319.98567413102
W1,SKU_A,1547.7749999999999,0.0,26859.376,12368.340160398839,40775.49116039884
W1,SKU_B,1769.7779999999998,0.0,20610.366,25604.15091711421,47984.29491711421
W1,SKU_C,1990.416,0.0,23052.051,10958.770105443395,36001.2371054434
W1,SKU_D,1203.209,0.0,20685.745,14222.379954350541,36111.33395435054
W1,SKU_E,916.96,0.0,18422.562,16066.358862693014,35405.88086269302
W2,SKU_A,2581.815,0.0,26314.968,9782.698409347697,38679.481409347696
W2,SKU_B,1888.704,0.0,19925.436,12855.775491212848,34669.91549121284
W2,SKU_C,2316.1440000000002,0.0,22653.342,8144.929059498115,33114.41505949812
W2,SKU_D,2813.806,0.0,20721.399,13360.738222414911,36895.94322241491
W2,SKU_E,719.8240000000001,0.0,18084.126,10404.85881752643,29208.80881752643
