node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,295680,89390,0.30232007575757575
R1,SKU_B,149389,52004,0.34811130672271723
R1,SKU_C,188593,65768,0.3487298043935883
R1,SKU_D,138388,46309,0.3346316154579877
R1,SKU_E,106855,34324,0.32122034532778065
R2,SKU_A,195525,31149,0.15930955120828538
R2,SKU_B,105823,23456,0.22165313778668153
R2,SKU_C,104873,24001,0.22885776129222965
R2,SKU_D,88288,17706,0.20054820587169264
R2,SKU_E,101694,20086,0.19751411096033197
R3,SKU_A,429037,133691,0.311607157424651
R3,SKU_B,140960,52061,0.3693317253121453
R3,SKU_C,238006,85754,0.36030184113005553
R3,SKU_D,233138,82406,0.3534644716862974
R3,SKU_E,153607,46043,0.2997454543087229
