node_id,sku,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
R1,SKU_A,4129.0,0.0,102.788,0.0,4231.7880000000005
R1,SKU_B,582.78,1569.6,47.6,0.0,2199.98
R1,SKU_C,5184.081,0.0,75.52,0.0,5259.601
R1,SKU_D,1140.468,0.0,44.602000000000004,0.0,1185.07
R1,SKU_E,9665.188,0.0,32.344,0.0,9697.532
R2,SKU_A,8464.25,0.0,68.46000000000001,0.0,8532.710000000001
R2,SKU_B,2567.49,0.0,39.122,0.0,2606.612
R2,SKU_C,1764.9089999999999,0.0,37.174,0.0,1802.083
R2,SKU_D,1413.5240000000001,0.0,33.084,0.0,1446.608
R2,SKU_E,8419.034,162.4,30.616,0.0,8612.05
R3,SKU_A,30473.075,1066.0,126.108,0.0,31665.183
R3,SKU_B,6932.82,0.0,42.656,0.0,6975.476
R3,SKU_C,4126.977,27.450000000000003,82.696,0.0,4237.123
R3,SKU_D,13299.16,0.0,66.83800000000001,0.0,13365.998
R3,SKU_E,5827.067999999999,0.0,56.42,0.0,5883.487999999999
Supplier,SKU_A,0.0,0.0,0.0,26844.84604706688,26844.84604706688
Supplier,SKU_B,0.0,0.0,0.0,55963.246860237945,55963.246860237945
Supplier,SKU_C,0.0,0.0,0.0,35732.83329118712,35732.83329118712
Supplier,SKU_D,0.0,0.0,0.0,39629.94963706501,39629.94963706501
Supplier,SKU_E,0.0,0.0,0.0,41154.12416444305,41154.12416444305
W1,SKU_A,872.685,0.0,4632.992,15390.221764934196,20895.898764934198
W1,SKU_B,4400.621999999999,0.0,3610.142,31161.74414786918,39172.50814786918
W1,SKU_C,5449.808,0.0,4079.429,14316.476456377999,23845.713456378
W1,SKU_D,4941.424,0.0,3621.901,17795.08440403354,26358.40940403354
W1,SKU_E,0.0,0.0,1443.804,9506.473226785087,10950.277226785087
W2,SKU_A,0.0,0.0,1477.728,4579.963224140177,6057.691224140177
W2,SKU_B,547.4699999999999,0.0,2967.968,10787.439010013093,14302.877010013093
W2,SKU_C,5489.664,0.0,3963.436,8313.852319895253,17766.952319895256
W2,SKU_D,915.6370000000001,0.0,2253.933,9253.156043867968,12422.72604386797
W2,SKU_E,1536.768,0.0,3175.26,11620.589402083506,16332.617402083506
