node_id,sku,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
R1,SKU_A,1630.325,4128.5,101.858,0.0,5860.683
R1,SKU_B,5552.79,0.0,47.6,0.0,5600.389999999999
R1,SKU_C,783.972,4653.9,75.668,0.0,5513.54
R1,SKU_D,3112.844,38.5,44.344,0.0,3195.688
R1,SKU_E,1692.652,0.0,31.896,0.0,1724.548
R2,SKU_A,3773.8,55.0,68.998,0.0,3897.7980000000002
R2,SKU_B,1258.77,2339.4,38.862,0.0,3637.0319999999997
R2,SKU_C,3048.354,0.0,36.824,0.0,3085.178
R2,SKU_D,275.324,711.1500000000001,33.154,0.0,1019.628
R2,SKU_E,2998.086,0.0,33.106,0.0,3031.192
R3,SKU_A,9326.7,0.0,135.06,0.0,9461.76
R3,SKU_B,989.16,2839.2,43.066,0.0,3871.426
R3,SKU_C,5716.008,453.6,81.504,0.0,6251.112
R3,SKU_D,11588.444,0.0,66.982,0.0,11655.426
R3,SKU_E,6302.4259999999995,0.0,56.06,0.0,6358.486
Supplier,SKU_A,0.0,0.0,0.0,28516.11514068372,28516.11514068372
Supplier,SKU_B,0.0,0.0,0.0,20784.828886381918,20784.828886381918
Supplier,SKU_C,0.0,0.0,0.0,17547.769786398923,17547.769786398923
Supplier,SKU_D,0.0,0.0,0.0,27056.2422937314,27056.2422937314
Supplier,SKU_E,0.0,0.0,0.0,16865.04389280404,16865.04389280404
W1,SKU_A,2537.265,0.0,2051.424,11594.32353042298,16183.01253042298
W1,SKU_B,6423.516,0.0,577.052,16798.54827323798,23799.116273237978
W1,SKU_C,7358.432,0.0,1001.3050000000001,12304.02542728021,20663.76242728021
W1,SKU_D,1945.3950000000002,0.0,1261.558,24031.395333242144,27238.348333242146
W1,SKU_E,4243.104,0.0,510.24,10311.707435816686,15065.051435816686
W2,SKU_A,9224.295,0.0,828.696,4574.148820758483,14627.139820758483
W2,SKU_B,4977.2339999999995,0.0,265.844,6886.223137932768,12129.301137932767
W2,SKU_C,7177.952,0.0,475.781,3887.5892218304884,11541.322221830489
W2,SKU_D,9789.875,0.0,414.437,4111.067990352446,14315.379990352447
W2,SKU_E,3422.736,0.0,404.238,7691.970829125815,11518.944829125816
