node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,51394,43947,0.8550998170992723
R1,SKU_B,23800,23800,1.0
R1,SKU_C,37760,29018,0.7684851694915255
R1,SKU_D,22301,22231,0.9968611273037083
R1,SKU_E,15853,15853,1.0
R2,SKU_A,34230,34120,0.9967864446392054
R2,SKU_B,19561,16566,0.8468892183426205
R2,SKU_C,18587,18587,1.0
R2,SKU_D,16542,15263,0.922681658807883
R2,SKU_E,16529,16529,1.0
R3,SKU_A,66596,66596,1.0
R3,SKU_B,21533,17682,0.8211582222635025
R3,SKU_C,41348,40478,0.978959079036471
R3,SKU_D,33476,33476,1.0
R3,SKU_E,28210,28210,1.0
