Date,demand
2011-01-29,51
2011-01-30,45
2011-01-31,25
2011-02-01,39
2011-02-02,23
2011-02-03,56
2011-02-04,46
2011-02-05,52
2011-02-06,61
2011-02-07,39
2011-02-08,46
2011-02-09,22
2011-02-10,39
2011-02-11,45
2011-02-12,51
2011-02-13,41
2011-02-14,32
2011-02-15,35
2011-02-16,47
2011-02-17,47
2011-02-18,37
2011-02-19,53
2011-02-20,51
2011-02-21,24
2011-02-22,32
2011-02-23,25
2011-02-24,26
2011-02-25,41
2011-02-26,57
2011-02-27,59
2011-02-28,36
2011-03-01,47
2011-03-02,44
2011-03-03,33
2011-03-04,32
2011-03-05,48
2011-03-06,28
2011-03-07,29
2011-03-08,32
2011-03-09,44
2011-03-10,35
2011-03-11,34
2011-03-12,48
2011-03-13,48
2011-03-14,32
2011-03-15,37
2011-03-16,38
2011-03-17,40
2011-03-18,32
2011-03-19,50
2011-03-20,38
2011-03-21,33
2011-03-22,23
2011-03-23,28
2011-03-24,23
2011-03-25,22
2011-03-26,40
2011-03-27,29
2011-03-28,33
2011-03-29,30
2011-03-30,22
2011-03-31,33
2011-04-01,38
2011-04-02,68
2011-04-03,45
2011-04-04,35
2011-04-05,17
2011-04-06,24
2011-04-07,15
2011-04-08,28
2011-04-09,41
2011-04-10,43
2011-04-11,36
2011-04-12,32
2011-04-13,40
2011-04-14,31
2011-04-15,35
2011-04-16,42
2011-04-17,45
2011-04-18,30
2011-04-19,17
2011-04-20,29
2011-04-21,31
2011-04-22,42
2011-04-23,42
2011-04-24,30
2011-04-25,22
2011-04-26,22
2011-04-27,36
2011-04-28,30
2011-04-29,35
2011-04-30,53
2011-05-01,17
2011-05-02,33
2011-05-03,18
2011-05-04,20
2011-05-05,25
2011-05-06,67
2011-05-07,61
2011-05-08,46
2011-05-09,29
2011-05-10,42
2011-05-11,36
2011-05-12,89
2011-05-13,40
2011-05-14,50
2011-05-15,50
2011-05-16,27
2011-05-17,41
2011-05-18,33
2011-05-19,35
2011-05-20,48
2011-05-21,52
2011-05-22,60
2011-05-23,37
2011-05-24,19
2011-05-25,16
2011-05-26,28
2011-05-27,40
2011-05-28,57
2011-05-29,39
2011-05-30,52
2011-05-31,35
2011-06-01,44
2011-06-02,30
2011-06-03,72
2011-06-04,57
2011-06-05,55
2011-06-06,42
2011-06-07,73
2011-06-08,47
2011-06-09,49
2011-06-10,36
2011-06-11,53
2011-06-12,38
2011-06-13,33
2011-06-14,42
2011-06-15,51
2011-06-16,46
2011-06-17,55
2011-06-18,59
2011-06-19,31
2011-06-20,14
2011-06-21,40
2011-06-22,32
2011-06-23,31
2011-06-24,61
2011-06-25,38
2011-06-26,37
2011-06-27,34
2011-06-28,28
