Date,demand
2011-01-29,63
2011-01-30,49
2011-01-31,43
2011-02-01,26
2011-02-02,26
2011-02-03,28
2011-02-04,35
2011-02-05,69
2011-02-06,56
2011-02-07,52
2011-02-08,41
2011-02-09,33
2011-02-10,29
2011-02-11,50
2011-02-12,74
2011-02-13,63
2011-02-14,28
2011-02-15,48
2011-02-16,34
2011-02-17,47
2011-02-18,67
2011-02-19,53
2011-02-20,34
2011-02-21,36
2011-02-22,47
2011-02-23,40
2011-02-24,28
2011-02-25,45
2011-02-26,56
2011-02-27,45
2011-02-28,6
2011-03-01,43
2011-03-02,27
2011-03-03,52
2011-03-04,69
2011-03-05,67
2011-03-06,69
2011-03-07,41
2011-03-08,40
2011-03-09,51
2011-03-10,56
2011-03-11,68
2011-03-12,77
2011-03-13,62
2011-03-14,46
2011-03-15,50
2011-03-16,46
2011-03-17,67
2011-03-18,77
2011-03-19,73
2011-03-20,70
2011-03-21,41
2011-03-22,47
2011-03-23,46
2011-03-24,47
2011-03-25,46
2011-03-26,73
2011-03-27,58
2011-03-28,30
2011-03-29,39
2011-03-30,46
2011-03-31,35
2011-04-01,63
2011-04-02,65
2011-04-03,51
2011-04-04,43
2011-04-05,59
2011-04-06,55
2011-04-07,44
2011-04-08,52
2011-04-09,64
2011-04-10,44
2011-04-11,38
2011-04-12,54
2011-04-13,46
2011-04-14,49
2011-04-15,61
2011-04-16,59
2011-04-17,73
2011-04-18,46
2011-04-19,39
2011-04-20,55
2011-04-21,45
2011-04-22,88
2011-04-23,86
2011-04-24,69
2011-04-25,42
2011-04-26,27
2011-04-27,31
2011-04-28,47
2011-04-29,51
2011-04-30,70
2011-05-01,60
2011-05-02,41
2011-05-03,38
2011-05-04,42
2011-05-05,40
2011-05-06,79
2011-05-07,58
2011-05-08,38
2011-05-09,35
2011-05-10,40
2011-05-11,44
2011-05-12,17
2011-05-13,54
2011-05-14,58
2011-05-15,54
2011-05-16,39
2011-05-17,33
2011-05-18,31
2011-05-19,51
2011-05-20,61
2011-05-21,65
2011-05-22,64
2011-05-23,43
2011-05-24,50
2011-05-25,55
2011-05-26,61
2011-05-27,58
2011-05-28,58
2011-05-29,54
2011-05-30,46
2011-05-31,40
2011-06-01,48
2011-06-02,45
2011-06-03,58
2011-06-04,82
2011-06-05,86
2011-06-06,58
2011-06-07,44
2011-06-08,34
2011-06-09,44
2011-06-10,47
2011-06-11,68
2011-06-12,69
2011-06-13,38
2011-06-14,45
2011-06-15,52
2011-06-16,44
2011-06-17,69
2011-06-18,86
2011-06-19,78
2011-06-20,41
2011-06-21,38
2011-06-22,32
2011-06-23,45
2011-06-24,63
2011-06-25,76
2011-06-26,44
2011-06-27,52
2011-06-28,46
2011-06-29,46
2011-06-30,62
2011-07-01,68
2011-07-02,80
2011-07-03,70
2011-07-04,59
2011-07-05,57
2011-07-06,37
2011-07-07,47
2011-07-08,50
2011-07-09,74
2011-07-10,69
2011-07-11,40
2011-07-12,57
2011-07-13,52
2011-07-14,54
2011-07-15,44
2011-07-16,71
2011-07-17,67
2011-07-18,48
2011-07-19,43
2011-07-20,49
2011-07-21,52
2011-07-22,59
2011-07-23,91
2011-07-24,56
2011-07-25,42
2011-07-26,51
2011-07-27,40
2011-07-28,36
2011-07-29,74
2011-07-30,100
2011-07-31,80
2011-08-01,53
2011-08-02,49
2011-08-03,57
2011-08-04,54
2011-08-05,65
2011-08-06,93
2011-08-07,85
2011-08-08,63
2011-08-09,74
2011-08-10,59
2011-08-11,57
2011-08-12,76
2011-08-13,109
2011-08-14,96
2011-08-15,99
2011-08-16,74
2011-08-17,66
2011-08-18,70
2011-08-19,100
2011-08-20,128
