Date,demand
2011-01-29,23
2011-01-30,16
2011-01-31,14
2011-02-01,10
2011-02-02,17
2011-02-03,21
2011-02-04,9
2011-02-05,27
2011-02-06,26
2011-02-07,24
2011-02-08,8
2011-02-09,6
2011-02-10,21
2011-02-11,23
2011-02-12,30
2011-02-13,29
2011-02-14,15
2011-02-15,18
2011-02-16,7
2011-02-17,7
2011-02-18,22
2011-02-19,28
2011-02-20,20
2011-02-21,12
2011-02-22,12
2011-02-23,16
2011-02-24,10
2011-02-25,10
2011-02-26,21
2011-02-27,21
2011-02-28,12
2011-03-01,17
2011-03-02,17
2011-03-03,21
2011-03-04,21
2011-03-05,29
2011-03-06,25
2011-03-07,19
2011-03-08,12
2011-03-09,16
2011-03-10,12
2011-03-11,20
2011-03-12,27
2011-03-13,26
2011-03-14,9
2011-03-15,11
2011-03-16,11
2011-03-17,12
2011-03-18,10
2011-03-19,26
2011-03-20,21
2011-03-21,12
2011-03-22,14
2011-03-23,12
2011-03-24,7
2011-03-25,11
2011-03-26,26
2011-03-27,26
2011-03-28,12
2011-03-29,10
2011-03-30,13
2011-03-31,15
2011-04-01,18
2011-04-02,16
2011-04-03,34
2011-04-04,22
2011-04-05,12
2011-04-06,18
2011-04-07,15
2011-04-08,25
2011-04-09,19
2011-04-10,28
2011-04-11,17
2011-04-12,11
2011-04-13,9
2011-04-14,14
2011-04-15,11
2011-04-16,13
2011-04-17,22
2011-04-18,22
2011-04-19,13
2011-04-20,12
2011-04-21,24
2011-04-22,22
2011-04-23,19
2011-04-24,27
2011-04-25,9
2011-04-26,11
2011-04-27,11
2011-04-28,9
2011-04-29,15
2011-04-30,29
2011-05-01,25
2011-05-02,12
2011-05-03,20
2011-05-04,20
2011-05-05,23
2011-05-06,20
2011-05-07,23
2011-05-08,19
2011-05-09,19
2011-05-10,15
2011-05-11,16
2011-05-12,28
2011-05-13,30
2011-05-14,27
2011-05-15,26
2011-05-16,6
2011-05-17,19
2011-05-18,12
2011-05-19,8
2011-05-20,19
2011-05-21,19
2011-05-22,27
2011-05-23,23
2011-05-24,15
2011-05-25,9
2011-05-26,18
2011-05-27,19
