Date,demand
2011-01-29,31
2011-01-30,29
2011-01-31,26
2011-02-01,28
2011-02-02,10
2011-02-03,21
2011-02-04,15
2011-02-05,41
2011-02-06,35
2011-02-07,21
2011-02-08,30
2011-02-09,22
2011-02-10,37
2011-02-11,45
2011-02-12,53
2011-02-13,44
2011-02-14,51
2011-02-15,46
2011-02-16,38
2011-02-17,29
2011-02-18,47
2011-02-19,41
2011-02-20,39
2011-02-21,22
2011-02-22,31
2011-02-23,15
2011-02-24,18
2011-02-25,47
2011-02-26,30
2011-02-27,55
2011-02-28,39
2011-03-01,39
2011-03-02,31
2011-03-03,34
2011-03-04,39
2011-03-05,62
2011-03-06,54
2011-03-07,27
2011-03-08,23
2011-03-09,37
2011-03-10,31
2011-03-11,43
2011-03-12,53
2011-03-13,62
2011-03-14,31
2011-03-15,54
2011-03-16,46
2011-03-17,37
2011-03-18,59
2011-03-19,38
2011-03-20,34
2011-03-21,33
2011-03-22,34
2011-03-23,27
2011-03-24,38
2011-03-25,30
2011-03-26,52
2011-03-27,35
2011-03-28,28
2011-03-29,24
2011-03-30,25
2011-03-31,32
2011-04-01,63
2011-04-02,56
2011-04-03,51
2011-04-04,35
2011-04-05,44
2011-04-06,43
2011-04-07,48
2011-04-08,52
2011-04-09,60
2011-04-10,52
2011-04-11,64
2011-04-12,50
2011-04-13,39
2011-04-14,40
2011-04-15,56
2011-04-16,59
2011-04-17,48
2011-04-18,59
2011-04-19,42
2011-04-20,46
2011-04-21,51
2011-04-22,65
2011-04-23,48
2011-04-24,71
2011-04-25,47
2011-04-26,33
2011-04-27,37
2011-04-28,33
2011-04-29,49
2011-04-30,64
2011-05-01,75
2011-05-02,35
2011-05-03,44
2011-05-04,15
2011-05-05,31
2011-05-06,53
2011-05-07,86
2011-05-08,71
2011-05-09,43
2011-05-10,53
2011-05-11,23
2011-05-12,41
2011-05-13,67
2011-05-14,57
2011-05-15,63
2011-05-16,49
2011-05-17,51
2011-05-18,42
2011-05-19,40
2011-05-20,50
2011-05-21,62
2011-05-22,73
2011-05-23,47
2011-05-24,46
2011-05-25,59
2011-05-26,76
2011-05-27,42
2011-05-28,67
2011-05-29,66
2011-05-30,44
2011-05-31,37
2011-06-01,56
2011-06-02,63
2011-06-03,88
2011-06-04,80
2011-06-05,59
2011-06-06,39
2011-06-07,50
2011-06-08,50
2011-06-09,45
2011-06-10,47
2011-06-11,72
2011-06-12,80
2011-06-13,69
2011-06-14,45
2011-06-15,50
2011-06-16,58
2011-06-17,60
2011-06-18,66
2011-06-19,56
2011-06-20,56
2011-06-21,49
2011-06-22,34
2011-06-23,39
2011-06-24,45
2011-06-25,51
2011-06-26,49
2011-06-27,42
2011-06-28,33
2011-06-29,55
2011-06-30,52
2011-07-01,72
2011-07-02,62
2011-07-03,76
2011-07-04,49
2011-07-05,61
2011-07-06,40
2011-07-07,50
2011-07-08,47
2011-07-09,95
2011-07-10,54
2011-07-11,66
2011-07-12,57
2011-07-13,57
2011-07-14,37
2011-07-15,67
2011-07-16,56
2011-07-17,78
2011-07-18,57
2011-07-19,39
2011-07-20,52
2011-07-21,57
2011-07-22,66
2011-07-23,81
2011-07-24,55
2011-07-25,61
2011-07-26,56
2011-07-27,54
2011-07-28,66
2011-07-29,52
2011-07-30,51
2011-07-31,63
2011-08-01,73
2011-08-02,63
2011-08-03,71
2011-08-04,69
2011-08-05,86
2011-08-06,97
2011-08-07,87
2011-08-08,65
2011-08-09,61
2011-08-10,57
2011-08-11,88
2011-08-12,56
2011-08-13,119
2011-08-14,93
2011-08-15,85
2011-08-16,85
2011-08-17,79
2011-08-18,77
2011-08-19,127
2011-08-20,135
2011-08-21,135
2011-08-22,85
2011-08-23,66
2011-08-24,60
2011-08-25,40
2011-08-26,63
2011-08-27,88
2011-08-28,92
2011-08-29,54
2011-08-30,50
2011-08-31,49
2011-09-01,88
2011-09-02,59
2011-09-03,81
2011-09-04,49
2011-09-05,55
2011-09-06,45
2011-09-07,50
2011-09-08,47
2011-09-09,61
2011-09-10,83
2011-09-11,72
2011-09-12,63
2011-09-13,55
2011-09-14,48
2011-09-15,68
2011-09-16,66
2011-09-17,73
2011-09-18,71
2011-09-19,54
2011-09-20,53
2011-09-21,52
2011-09-22,47
2011-09-23,55
2011-09-24,67
2011-09-25,65
2011-09-26,40
2011-09-27,37
2011-09-28,31
2011-09-29,44
2011-09-30,65
2011-10-01,82
2011-10-02,66
2011-10-03,46
2011-10-04,50
2011-10-05,48
2011-10-06,63
2011-10-07,48
2011-10-08,54
2011-10-09,50
2011-10-10,39
2011-10-11,49
2011-10-12,64
2011-10-13,71
2011-10-14,40
2011-10-15,87
2011-10-16,58
2011-10-17,38
2011-10-18,31
2011-10-19,44
2011-10-20,44
2011-10-21,51
2011-10-22,40
2011-10-23,53
2011-10-24,36
2011-10-25,15
2011-10-26,32
2011-10-27,46
2011-10-28,39
2011-10-29,54
2011-10-30,43
2011-10-31,48
2011-11-01,79
2011-11-02,40
2011-11-03,41
2011-11-04,40
2011-11-05,59
2011-11-06,59
2011-11-07,49
2011-11-08,35
2011-11-09,37
2011-11-10,44
2011-11-11,49
2011-11-12,58
2011-11-13,94
2011-11-14,32
2011-11-15,53
2011-11-16,48
2011-11-17,31
2011-11-18,44
2011-11-19,51
2011-11-20,51
2011-11-21,52
2011-11-22,37
2011-11-23,44
2011-11-24,65
2011-11-25,69
2011-11-26,35
2011-11-27,30
2011-11-28,34
2011-11-29,22
2011-11-30,27
2011-12-01,45
2011-12-02,37
2011-12-03,58
2011-12-04,39
2011-12-05,29
2011-12-06,19
2011-12-07,37
2011-12-08,29
2011-12-09,58
2011-12-10,58
2011-12-11,56
2011-12-12,35
2011-12-13,48
2011-12-14,46
2011-12-15,50
2011-12-16,55
2011-12-17,52
2011-12-18,43
2011-12-19,57
2011-12-20,45
2011-12-21,46
2011-12-22,58
2011-12-23,65
2011-12-24,67
2011-12-25,0
2011-12-26,23
2011-12-27,40
2011-12-28,33
2011-12-29,40
2011-12-30,27
2011-12-31,37
2012-01-01,33
2012-01-02,30
2012-01-03,38
2012-01-04,36
2012-01-05,35
2012-01-06,39
2012-01-07,45
2012-01-08,37
2012-01-09,34
2012-01-10,24
2012-01-11,34
2012-01-12,25
2012-01-13,46
2012-01-14,39
2012-01-15,45
2012-01-16,47
2012-01-17,20
2012-01-18,33
2012-01-19,30
2012-01-20,39
2012-01-21,44
2012-01-22,50
2012-01-23,41
2012-01-24,24
2012-01-25,23
2012-01-26,36
2012-01-27,34
2012-01-28,44
2012-01-29,40
2012-01-30,31
2012-01-31,30
2012-02-01,59
2012-02-02,48
2012-02-03,45
2012-02-04,58
2012-02-05,57
2012-02-06,40
2012-02-07,43
2012-02-08,43
2012-02-09,46
2012-02-10,47
2012-02-11,54
2012-02-12,67
2012-02-13,66
2012-02-14,58
2012-02-15,44
2012-02-16,19
2012-02-17,0
2012-02-18,56
2012-02-19,55
2012-02-20,46
2012-02-21,45
2012-02-22,41
2012-02-23,34
2012-02-24,38
2012-02-25,28
2012-02-26,15
2012-02-27,27
2012-02-28,34
2012-02-29,24
2012-03-01,35
2012-03-02,38
2012-03-03,41
2012-03-04,60
2012-03-05,49
2012-03-06,35
2012-03-07,38
2012-03-08,43
2012-03-09,41
2012-03-10,41
2012-03-11,48
2012-03-12,55
2012-03-13,55
2012-03-14,41
2012-03-15,38
2012-03-16,48
2012-03-17,47
2012-03-18,69
2012-03-19,42
2012-03-20,28
2012-03-21,35
2012-03-22,51
2012-03-23,54
2012-03-24,62
2012-03-25,74
2012-03-26,51
2012-03-27,48
2012-03-28,38
2012-03-29,42
2012-03-30,60
2012-03-31,64
2012-04-01,86
2012-04-02,47
2012-04-03,60
2012-04-04,57
2012-04-05,58
2012-04-06,87
2012-04-07,79
2012-04-08,109
2012-04-09,45
2012-04-10,36
2012-04-11,67
2012-04-12,54
2012-04-13,64
2012-04-14,63
2012-04-15,63
2012-04-16,46
2012-04-17,55
2012-04-18,37
2012-04-19,50
2012-04-20,24
2012-04-21,57
2012-04-22,67
2012-04-23,48
2012-04-24,49
2012-04-25,30
2012-04-26,39
2012-04-27,21
2012-04-28,59
2012-04-29,48
2012-04-30,49
2012-05-01,40
2012-05-02,55
2012-05-03,65
2012-05-04,52
2012-05-05,73
2012-05-06,61
2012-05-07,43
2012-05-08,44
2012-05-09,56
2012-05-10,56
2012-05-11,56
2012-05-12,93
2012-05-13,82
2012-05-14,38
2012-05-15,38
2012-05-16,39
2012-05-17,41
2012-05-18,34
2012-05-19,72
2012-05-20,80
2012-05-21,46
2012-05-22,49
2012-05-23,33
2012-05-24,41
2012-05-25,56
2012-05-26,78
2012-05-27,76
2012-05-28,64
2012-05-29,50
2012-05-30,44
2012-05-31,56
2012-06-01,47
2012-06-02,72
2012-06-03,58
2012-06-04,56
2012-06-05,50
2012-06-06,49
2012-06-07,46
2012-06-08,41
2012-06-09,72
2012-06-10,66
2012-06-11,40
2012-06-12,55
2012-06-13,48
2012-06-14,53
2012-06-15,79
2012-06-16,53
2012-06-17,67
2012-06-18,53
2012-06-19,41
2012-06-20,29
2012-06-21,46
2012-06-22,61
2012-06-23,74
2012-06-24,84
2012-06-25,76
2012-06-26,47
2012-06-27,70
2012-06-28,35
2012-06-29,56
2012-06-30,53
2012-07-01,61
2012-07-02,43
2012-07-03,61
2012-07-04,67
2012-07-05,52
2012-07-06,52
2012-07-07,89
2012-07-08,63
2012-07-09,52
2012-07-10,46
2012-07-11,70
2012-07-12,48
2012-07-13,71
2012-07-14,69
2012-07-15,70
2012-07-16,45
2012-07-17,44
2012-07-18,44
2012-07-19,50
2012-07-20,71
2012-07-21,58
2012-07-22,65
2012-07-23,53
2012-07-24,45
2012-07-25,45
2012-07-26,64
2012-07-27,59
2012-07-28,66
2012-07-29,53
2012-07-30,64
2012-07-31,56
2012-08-01,62
2012-08-02,45
2012-08-03,58
2012-08-04,96
2012-08-05,62
2012-08-06,70
2012-08-07,71
2012-08-08,51
2012-08-09,77
2012-08-10,65
2012-08-11,86
2012-08-12,91
2012-08-13,56
2012-08-14,78
2012-08-15,70
2012-08-16,80
2012-08-17,76
2012-08-18,82
2012-08-19,85
2012-08-20,63
2012-08-21,69
2012-08-22,55
2012-08-23,55
2012-08-24,65
2012-08-25,80
2012-08-26,111
2012-08-27,72
2012-08-28,75
2012-08-29,52
2012-08-30,74
2012-08-31,80
2012-09-01,67
2012-09-02,78
2012-09-03,73
2012-09-04,52
2012-09-05,41
2012-09-06,67
2012-09-07,62
2012-09-08,50
2012-09-09,61
2012-09-10,42
2012-09-11,46
2012-09-12,37
2012-09-13,53
2012-09-14,35
2012-09-15,91
2012-09-16,75
2012-09-17,56
2012-09-18,34
2012-09-19,43
