node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,51394,49504,0.9632252792154726
R1,SKU_B,23800,22441,0.9428991596638655
R1,SKU_C,37760,35200,0.9322033898305084
R1,SKU_D,22301,21447,0.9617057531052419
R1,SKU_E,15853,15345,0.9679555920015139
R2,SKU_A,34230,32029,0.9356996786444639
R2,SKU_B,19561,15638,0.7994478809876796
R2,SKU_C,18587,15841,0.8522623338892774
R2,SKU_D,16542,15899,0.9611292467658082
R2,SKU_E,16529,15910,0.9625506685219917
R3,SKU_A,66596,59947,0.9001591687188419
R3,SKU_B,21533,17805,0.8268703849904797
R3,SKU_C,41348,33865,0.8190238947470252
R3,SKU_D,33476,31819,0.950501852073127
R3,SKU_E,28210,27366,0.9700815313718539
