node_id,sku,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
R1,SKU_A,7294.25,0.0,102.788,0.0,7397.0380000000005
R1,SKU_B,4061.04,0.0,47.6,0.0,4108.639999999999
R1,SKU_C,4643.892,4.5,75.52,0.0,4723.912
R1,SKU_D,2288.86,0.0,44.602000000000004,0.0,2333.462
R1,SKU_E,2193.048,0.0,31.706,0.0,2224.754
R2,SKU_A,1322.0500000000002,594.5,68.46000000000001,0.0,1985.0100000000002
R2,SKU_B,2746.5299999999997,3.0,39.122,0.0,2788.652
R2,SKU_C,2664.036,0.0,37.174,0.0,2701.21
R2,SKU_D,3921.652,0.0,33.084,0.0,3954.736
R2,SKU_E,4184.284,0.0,33.058,0.0,4217.342
R3,SKU_A,3616.275,801.5,133.192,0.0,4550.967000000001
R3,SKU_B,6849.54,0.0,43.066,0.0,6892.606
R3,SKU_C,4715.847,195.75,82.696,0.0,4994.293
R3,SKU_D,4622.492,0.0,66.952,0.0,4689.444
R3,SKU_E,3833.232,0.0,56.42,0.0,3889.652
Supplier,SKU_A,0.0,0.0,0.0,13881.22550481238,13881.22550481238
Supplier,SKU_B,0.0,0.0,0.0,22615.220674707583,22615.220674707583
Supplier,SKU_C,0.0,0.0,0.0,13236.530245090704,13236.530245090704
Supplier,SKU_D,0.0,0.0,0.0,16579.202419994523,16579.202419994523
Supplier,SKU_E,0.0,0.0,0.0,16717.82115539481,16717.82115539481
W1,SKU_A,7475.04,0.0,4692.608,6287.271296799574,18454.919296799573
W1,SKU_B,5445.954,0.0,3609.86,13055.404346011677,22111.218346011676
W1,SKU_C,3891.28,0.0,4079.254,6002.629637151877,13973.163637151878
W1,SKU_D,1483.9640000000002,0.0,3621.509,7202.558732371175,12308.031732371175
W1,SKU_E,95.456,0.0,3200.064,7508.135987665696,10803.655987665696
W2,SKU_A,9960.404999999999,0.0,4540.968,3161.6126262638477,17662.985626263846
W2,SKU_B,8339.13,0.0,3479.33,4102.006871023424,15920.466871023424
W2,SKU_C,9158.416,0.0,3963.471,2941.162682138527,16063.049682138528
W2,SKU_D,0.0,0.0,3574.283,3984.8690913893497,7559.15209138935
W2,SKU_E,1964.4,0.0,3175.272,4012.348729184852,9152.020729184853
