node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,51394,49504,0.9632252792154726
R1,SKU_B,23800,22441,0.9428991596638655
R1,SKU_C,37760,35200,0.9322033898305084
R1,SKU_D,22301,21447,0.9617057531052419
R1,SKU_E,15853,15343,0.9678294329149056
R2,SKU_A,34230,25412,0.7423897166228455
R2,SKU_B,19561,13654,0.6980215735391851
R2,SKU_C,18587,13837,0.7444450422338194
R2,SKU_D,16542,13053,0.789082335872325
R2,SKU_E,16529,12755,0.7716740274668764
R3,SKU_A,66596,59193,0.8888371673974413
R3,SKU_B,21533,17657,0.8199972135791576
R3,SKU_C,41348,33630,0.81334042759021
R3,SKU_D,33476,31529,0.941838929382244
R3,SKU_E,28210,26852,0.9518610421836228
