node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,51394,51394,1.0
R1,SKU_B,23800,23711,0.9962605042016807
R1,SKU_C,37760,36721,0.9724841101694915
R1,SKU_D,22301,21243,0.9525581812474777
R1,SKU_E,15853,15824,0.998170693244181
R2,SKU_A,34230,34230,1.0
R2,SKU_B,19561,19561,1.0
R2,SKU_C,18587,15724,0.8459676117716683
R2,SKU_D,16542,16542,1.0
R2,SKU_E,16529,16367,0.9901990441043015
R3,SKU_A,66596,66596,1.0
R3,SKU_B,21533,21533,1.0
R3,SKU_C,41348,39677,0.9595869207700494
R3,SKU_D,33476,33476,1.0
R3,SKU_E,28210,28210,1.0
