node_id,sku,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
R1,SKU_A,6549.1,0.0,102.788,0.0,6651.888
R1,SKU_B,3629.85,0.0,47.6,0.0,3677.45
R1,SKU_C,4031.478,0.0,75.52,0.0,4106.998
R1,SKU_D,2697.5480000000002,0.0,44.602000000000004,0.0,2742.15
R1,SKU_E,324.038,261.6,31.706,0.0,617.344
R2,SKU_A,1934.825,28.5,68.46000000000001,0.0,2031.785
R2,SKU_B,76.64999999999999,9478.199999999999,39.122,0.0,9593.972
R2,SKU_C,1094.364,432.0,37.174,0.0,1563.538
R2,SKU_D,1075.844,0.0,33.084,0.0,1108.928
R2,SKU_E,79.17,2584.8,33.058,0.0,2697.0280000000002
R3,SKU_A,3279.3500000000004,42.0,133.192,0.0,3454.5420000000004
R3,SKU_B,6146.639999999999,0.0,43.066,0.0,6189.706
R3,SKU_C,7771.545,84.15,82.696,0.0,7938.391
R3,SKU_D,499.184,2443.65,66.952,0.0,3009.786
R3,SKU_E,5548.348,0.0,56.42,0.0,5604.768
Supplier,SKU_A,0.0,0.0,0.0,33447.09317901098,33447.09317901098
Supplier,SKU_B,0.0,0.0,0.0,53818.813023417024,53818.813023417024
Supplier,SKU_C,0.0,0.0,0.0,31157.986366698147,31157.986366698147
Supplier,SKU_D,0.0,0.0,0.0,40212.70737831201,40212.70737831201
Supplier,SKU_E,0.0,0.0,0.0,40688.40005256185,40688.40005256185
W1,SKU_A,1742.22,0.0,4692.608,14075.903216447927,20510.731216447926
W1,SKU_B,7641.8279999999995,0.0,3609.86,28146.317598249425,39398.00559824942
W1,SKU_C,2151.648,0.0,4079.254,12993.13541404287,19224.037414042872
W1,SKU_D,5377.899,0.0,3621.509,15985.039861102608,24984.44786110261
W1,SKU_E,2696.0480000000002,0.0,3200.064,16569.60391015717,22465.715910157167
W2,SKU_A,4066.2599999999998,0.0,4540.968,7748.10237923937,16355.330379239369
W2,SKU_B,6295.284,0.0,3479.33,9947.492601009599,19722.106601009596
W2,SKU_C,62.32,0.0,3963.471,7221.7882500446085,11247.57925004461
W2,SKU_D,7423.679,0.0,3574.283,9723.926225831568,20721.888225831568
W2,SKU_E,2709.792,0.0,3175.272,9913.690543874856,15798.754543874855
