node_id,sku,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
R1,SKU_A,6302.75,6978.5,591.36,0.0,13872.61
R1,SKU_B,5159.429999999999,5881.8,298.778,0.0,11340.008
R1,SKU_C,5963.3009999999995,6726.6,377.18600000000004,0.0,13067.087
R1,SKU_D,4119.304,5315.200000000001,276.776,0.0,9711.28
R1,SKU_E,2705.716,2198.8,213.71,0.0,5118.226
R2,SKU_A,3395.125,20867.0,391.05,0.0,24653.175
R2,SKU_B,3764.91,28888.2,211.64600000000002,0.0,32864.756
R2,SKU_C,3428.406,24274.350000000002,209.746,0.0,27912.502
R2,SKU_D,2239.888,13215.400000000001,176.576,0.0,15631.864000000001
R2,SKU_E,2540.5119999999997,11423.6,203.388,0.0,14167.5
R3,SKU_A,12084.725,48238.0,858.0740000000001,0.0,61180.799
R3,SKU_B,6670.7699999999995,37031.4,281.92,0.0,43984.09
R3,SKU_C,9219.015,30207.15,476.012,0.0,39902.177
R3,SKU_D,9723.392,55058.3,466.276,0.0,65247.96800000001
R3,SKU_E,3700.216,5015.200000000001,307.214,0.0,9022.63
Supplier,SKU_A,0.0,0.0,0.0,193408.3151624718,193408.3151624718
Supplier,SKU_B,0.0,0.0,0.0,311973.6686191189,311973.6686191189
Supplier,SKU_C,0.0,0.0,0.0,162742.46038689083,162742.46038689083
Supplier,SKU_D,0.0,0.0,0.0,242500.1800782011,242500.1800782011
Supplier,SKU_E,0.0,0.0,0.0,225790.37575331735,225790.37575331735
W1,SKU_A,6356.82,0.0,26859.376,79420.7813903209,112636.97739032091
W1,SKU_B,5737.248,0.0,20610.366,159127.86935328782,185475.48335328783
W1,SKU_C,6212.144,0.0,23052.051,67627.62395381699,96891.81895381698
W1,SKU_D,4228.818,0.0,20685.745,90196.26309101866,115110.82609101865
W1,SKU_E,3381.072,0.0,18422.562,104571.46221155563,126375.09621155563
W2,SKU_A,9063.465,0.0,26314.968,45866.188958365354,81244.62195836536
W2,SKU_B,4998.023999999999,0.0,19925.436,59381.492464580835,84304.95246458083
W2,SKU_C,6762.16,0.0,22653.342,37432.05948154991,66847.56148154991
W2,SKU_D,7459.243,0.0,20721.399,61158.61309322638,89339.25509322638
W2,SKU_E,2824.0480000000002,0.0,18084.126,50191.64600227751,71099.82000227751
