time,node_id,on_hand,backlog_external,backlog_children,pipeline_in,placed_orders
0,Supplier,0.0,0.0,0.0,0.0,0.0
0,W1,1736.0,0.0,0.0,0.0,0.0
0,W2,1849.0,0.0,0.0,0.0,0.0
0,R1,433.0,0.0,0.0,0.0,155.0
0,R2,394.0,0.0,0.0,0.0,87.0
0,R3,1083.0,0.0,0.0,0.0,274.0
1,Supplier,0.0,0.0,0.0,0.0,0.0
1,W1,1499.0,0.0,5.0,0.0,242.0
1,W2,1575.0,0.0,0.0,0.0,274.0
1,R1,312.0,0.0,0.0,150.0,126.0
1,R2,304.0,0.0,0.0,87.0,90.0
1,R3,815.0,0.0,0.0,274.0,268.0
2,Supplier,0.0,0.0,0.0,0.0,0.0
2,W1,1284.0,0.0,1.0,242.0,211.0
2,W2,1307.0,0.0,0.0,274.0,268.0
2,R1,213.0,0.0,0.0,275.0,100.0
2,R2,228.0,0.0,0.0,177.0,76.0
2,R3,662.0,0.0,0.0,542.0,153.0
3,Supplier,0.0,0.0,11.0,0.0,0.0
3,W1,1109.0,0.0,1.0,442.0,186.0
3,W2,1157.0,0.0,3.0,542.0,153.0
3,R1,258.0,0.0,0.0,225.0,105.0
3,R2,145.0,0.0,0.0,252.0,84.0
3,R3,474.0,0.0,0.0,692.0,191.0
4,Supplier,0.0,0.0,3.0,0.0,0.0
4,W1,925.0,0.0,5.0,628.0,188.0
4,W2,966.0,0.0,0.0,692.0,191.0
4,R1,291.0,0.0,0.0,200.0,97.0
4,R2,159.0,0.0,0.0,249.0,73.0
4,R3,320.0,0.0,0.0,883.0,154.0
5,Supplier,0.0,0.0,0.0,0.0,0.0
5,W1,755.0,0.0,0.0,816.0,165.0
5,W2,816.0,0.0,4.0,883.0,154.0
5,R1,278.0,0.0,0.0,197.0,113.0
5,R2,143.0,0.0,0.0,232.0,106.0
5,R3,383.0,0.0,0.0,759.0,215.0
6,Supplier,0.0,0.0,4.0,0.0,0.0
6,W1,542.0,0.0,6.0,981.0,219.0
6,W2,601.0,0.0,0.0,1033.0,215.0
6,R1,268.0,0.0,0.0,210.0,110.0
6,R2,127.0,0.0,0.0,257.0,97.0
6,R3,447.0,0.0,0.0,706.0,204.0
7,Supplier,0.0,0.0,0.0,0.0,0.0
7,W1,577.0,0.0,0.0,958.0,201.0
7,W2,401.0,0.0,4.0,1248.0,204.0
7,R1,189.0,0.0,0.0,223.0,176.0
7,R2,62.0,0.0,0.0,270.0,149.0
7,R3,298.0,0.0,0.0,756.0,303.0
8,Supplier,0.0,0.0,5.0,0.0,0.0
8,W1,453.0,0.0,1.0,958.0,326.0
8,W2,375.0,0.0,3.0,1174.0,303.0
8,R1,137.0,0.0,0.0,285.0,166.0
8,R2,39.0,0.0,0.0,346.0,96.0
8,R3,213.0,0.0,0.0,865.0,279.0
9,Supplier,0.0,0.0,3.0,0.0,0.0
9,W1,377.0,0.0,0.0,1098.0,261.0
9,W2,368.0,0.0,4.0,1206.0,279.0
9,R1,152.0,0.0,0.0,341.0,95.0
9,R2,26.0,0.0,0.0,342.0,113.0
9,R3,139.0,0.0,0.0,990.0,228.0
10,Supplier,0.0,0.0,11.0,0.0,0.0
10,W1,357.0,0.0,0.0,1160.0,219.0
10,W2,293.0,0.0,3.0,1335.0,224.0
10,R1,231.0,0.0,0.0,261.0,96.0
10,R2,17.0,0.0,0.0,358.0,106.0
10,R3,170.0,0.0,0.0,1000.0,187.0
11,Supplier,0.0,0.0,0.0,0.0,0.0
11,W1,326.0,0.0,6.0,1214.0,202.0
11,W2,297.0,0.0,0.0,1368.0,184.0
11,R1,290.0,0.0,0.0,191.0,107.0
11,R2,68.0,0.0,0.0,309.0,104.0
11,R3,184.0,0.0,0.0,987.0,186.0
12,Supplier,0.0,0.0,2.0,0.0,0.0
12,W1,338.0,0.0,4.0,1195.0,207.0
12,W2,261.0,0.0,0.0,1402.0,186.0
12,R1,266.0,0.0,0.0,203.0,119.0
12,R2,71.0,0.0,0.0,313.0,97.0
12,R3,327.0,0.0,0.0,873.0,157.0
13,Supplier,0.0,0.0,7.0,0.0,0.0
13,W1,322.0,0.0,0.0,1195.0,219.0
13,W2,319.0,0.0,0.0,1373.0,157.0
13,R1,202.0,0.0,0.0,226.0,160.0
13,R2,66.0,0.0,0.0,297.0,118.0
13,R3,351.0,0.0,0.0,755.0,251.0
14,Supplier,0.0,0.0,7.0,0.0,0.0
14,W1,370.0,0.0,0.0,1088.0,278.0
14,W2,269.0,0.0,1.0,1323.0,258.0
14,R1,85.0,0.0,0.0,279.0,224.0
