date,quantity
0,81
1,62
2,50
3,50
4,31
5,50
6,42
7,102
8,83
9,61
10,52
11,41
12,68
13,79
14,112
15,97
16,77
17,74
18,54
19,53
20,81
21,95
22,78
23,45
24,48
25,41
26,43
27,73
28,67
29,93
30,57
31,69
32,58
33,71
34,78
35,116
36,90
37,63
38,42
39,62
40,55
41,82
42,111
43,109
44,54
45,76
46,75
47,62
48,89
49,82
50,75
51,54
52,58
53,49
54,55
55,56
56,103
57,88
58,48
59,45
60,50
61,61
62,104
63,88
64,115
65,71
66,67
67,76
68,74
69,93
70,95
71,99
72,96
73,77
74,57
75,73
76,84
77,93
78,85
79,92
80,67
81,70
82,91
83,107
84,86
85,122
86,64
87,51
88,65
89,49
90,79
91,112
92,127
93,57
94,72
95,48
96,72
97,90
98,127
99,108
100,74
101,79
102,48
103,83
104,115
105,97
106,114
107,60
108,80
109,65
110,59
111,83
112,91
113,123
114,81
115,70
116,75
117,111
118,73
119,103
120,107
121,86
122,55
123,91
124,97
125,127
126,115
127,123
128,68
129,81
130,83
131,73
132,95
133,112
134,123
135,117
136,80
137,92
138,91
139,88
140,114
141,116
142,81
143,83
144,53
145,67
146,91
147,95
148,104
149,69
150,52
151,75
152,89
153,118
154,114
155,147
156,80
157,85
158,70
159,79
160,71
161,137
162,101
163,89
164,80
165,83
166,60
167,95
168,110
169,130
170,102
171,60
172,81
173,88
174,91
175,130
176,119
177,97
178,81
179,77
180,101
181,82
182,89
183,113
184,106
185,99
186,113
187,93
188,134
189,145
190,146
191,101
192,92
193,92
194,115
195,88
196,182
197,171
198,122
199,122
200,108
201,100
202,159
203,178
204,185
205,120
206,94
207,85
208,71
209,88
210,135
211,139
212,77
213,81
214,66
215,119
216,102
217,125
218,88
219,92
220,69
221,74
222,83
223,88
224,133
225,120
226,84
227,79
228,73
229,88
230,104
231,116
232,115
233,82
234,82
235,78
236,67
237,82
238,114
239,112
240,79
241,55
242,61
243,59
244,99
245,121
246,124
247,73
248,79
249,76
250,81
251,81
252,102
253,101
254,76
255,86
256,96
257,98
258,74
259,138
260,114
261,81
262,75
263,69
264,69
265,79
266,98
267,97
268,63
269,41
270,53
271,72
272,78
273,109
274,106
275,71
276,118
277,74
278,72
279,78
280,116
281,130
282,85
283,58
284,69
285,76
286,83
287,101
288,140
289,70
290,71
291,73
292,60
293,78
294,97
295,101
296,88
297,77
298,89
299,118
300,148
301,76
302,66
303,59
304,39
305,45
306,78
307,70
308,101
309,87
310,50
311,43
312,50
313,65
314,107
315,122
316,106
317,64
318,80
319,78
320,85
321,91
322,109
323,109
324,94
325,109
326,86
327,107
328,145
329,130
330,0
331,80
332,77
333,59
334,74
335,74
336,70
337,60
338,59
339,63
340,65
341,71
342,78
343,88
344,65
345,56
346,50
347,57
348,48
349,79
350,76
351,79
352,81
353,39
354,51
355,54
356,64
357,83
358,79
359,65
360,49
361,48
362,62
363,57
364,77
365,78
366,52
367,48
368,87
369,76
370,87
371,112
372,103
373,67
374,72
375,66
376,71
377,80
378,103
379,127
380,108
381,78
382,66
383,27
384,0
385,102
386,106
387,76
388,70
389,65
390,63
391,77
392,84
393,66
394,58
395,55
396,48
397,61
398,84
399,85
400,116
401,91
402,56
403,75
404,72
405,74
406,92
407,108
408,86
409,85
410,64
411,60
412,79
413,94
414,121
415,79
416,62
417,66
418,71
419,85
420,104
421,114
422,62
423,66
424,54
425,68
426,98
427,104
428,132
429,78
430,93
431,95
432,89
433,128
434,151
435,157
436,90
437,50
438,95
439,81
440,93
441,109
442,117
443,70
444,80
445,58
446,82
447,64
448,109
449,113
450,68
451,74
452,52
453,61
454,51
455,97
456,100
457,75
458,80
459,81
460,108
461,79
462,117
463,112
464,87
465,80
466,83
467,93
468,110
469,142
470,134
471,74
472,66
473,75
474,64
475,72
476,114
477,136
478,74
479,75
480,51
481,72
482,94
483,118
484,112
485,87
486,76
487,89
488,84
489,86
490,126
491,127
492,92
493,83
494,77
495,70
496,66
497,129
498,115
499,84
500,91
501,76
502,78
503,124
504,137
505,120
506,75
507,73
508,61
509,74
510,88
511,114
512,125
513,101
514,67
515,105
516,67
517,92
518,108
519,111
520,70
521,90
522,104
523,89
524,82
525,122
526,102
527,84
528,72
529,93
530,78
531,96
532,104
533,122
534,77
535,75
536,69
537,70
538,118
539,101
540,106
541,79
542,71
543,60
544,87
545,83
546,97
547,94
548,87
549,70
550,92
551,79
552,100
553,138
554,124
555,120
556,116
557,100
558,118
559,112
560,144
561,140
562,92
563,112
564,104
565,118
566,122
567,134
568,124
569,94
570,108
571,84
572,86
573,88
574,132
575,165
576,98
577,99
578,87
579,102
580,113
581,112
582,138
583,118
584,82
585,72
586,90
587,108
588,97
589,109
590,75
591,71
592,59
593,78
594,73
595,140
596,119
597,78
598,60
599,73
600,63
601,95
602,108
603,115
604,63
605,58
606,71
607,70
608,75
609,80
610,107
611,89
612,74
613,81
614,94
615,94
616,106
617,123
618,84
619,63
620,70
621,67
622,116
623,143
624,106
625,88
626,61
627,88
628,72
629,100
630,126
631,104
632,72
633,69
634,70
635,56
636,79
637,124
638,102
639,52
640,71
641,69
642,92
643,83
644,133
645,124
646,85
647,50
648,57
649,70
650,94
651,88
652,100
653,77
654,55
655,66
656,81
657,77
658,123
659,103
660,82
661,85
662,115
663,188
664,162
665,105
666,95
667,50
668,49
669,55
670,68
671,63
672,123
673,112
674,95
675,55
676,69
677,80
678,96
679,95
680,114
681,66
682,73
683,79
684,70
685,87
686,124
687,117
688,76
689,74
690,87
691,96
692,100
693,155
694,129
695,98
696,1
697,73
698,64
699,89
700,67
701,87
702,78
703,54
704,65
705,68
706,88
707,74
708,83
709,66
710,42
711,55
712,55
713,81
714,91
715,79
716,50
717,44
718,53
719,63
720,73
721,96
722,85
723,68
724,40
725,54
726,47
727,77
728,84
729,72
730,45
731,48
732,51
733,71
734,83
735,88
736,94
737,48
738,65
739,73
740,70
741,82
742,89
743,110
744,76
745,78
746,72
747,81
748,86
749,115
750,104
751,64
752,65
753,54
754,81
755,41
756,83
757,96
758,62
759,59
760,57
761,48
762,87
763,101
764,99
765,24
766,24
767,20
768,27
769,26
770,35
771,27
772,25
773,17
774,38
775,24
776,39
777,30
778,40
779,22
780,17
781,43
782,55
783,77
784,90
785,92
786,64
787,44
788,55
789,77
790,103
791,101
792,86
793,34
794,29
795,36
796,35
797,24
798,36
799,39
800,58
801,59
802,61
803,58
804,84
805,99
806,83
807,61
808,46
809,50
810,43
811,57
812,71
813,83
814,61
815,53
816,36
817,72
818,61
819,72
820,85
821,38
822,51
823,79
824,45
825,62
826,93
827,82
828,77
829,50
830,68
831,63
832,73
833,102
834,89
835,66
836,60
837,60
838,49
839,71
840,100
841,91
842,61
843,59
844,48
845,72
846,51
847,80
848,77
849,62
850,50
851,46
852,49
853,74
854,99
855,87
856,73
857,55
858,96
859,71
860,80
861,103
862,90
863,63
864,88
865,71
866,85
867,80
868,97
869,95
870,65
871,56
872,62
873,78
874,83
875,119
876,91
877,63
878,55
879,64
880,69
881,78
882,116
883,113
884,77
885,70
886,78
887,90
888,89
889,99
890,91
891,50
892,75
893,47
894,58
895,93
896,102
897,84
898,65
899,52
900,55
901,57
902,61
903,78
904,79
905,58
906,67
907,56
908,62
909,72
910,96
911,119
912,75
913,51
914,65
915,75
916,80
917,103
918,92
919,55
920,53
921,52
922,57
923,105
924,110
925,112
926,65
927,74
928,71
929,101
930,72
931,117
932,125
933,76
934,48
935,51
936,37
937,78
938,91
939,111
940,49
941,46
942,69
943,51
944,61
945,96
946,96
947,85
948,50
949,42
950,48
951,69
952,94
953,89
954,45
955,39
956,28
957,41
958,59
959,76
960,58
961,38
962,44
963,33
964,42
965,45
966,74
967,91
968,45
969,64
970,37
971,40
972,50
973,81
