node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,51394,45457,0.8844806786784449
R1,SKU_B,23800,20770,0.8726890756302521
R1,SKU_C,37760,32902,0.8713453389830509
R1,SKU_D,22301,19895,0.8921124613246043
R1,SKU_E,15853,14278,0.9006497192960323
R2,SKU_A,34230,25574,0.7471224072451066
R2,SKU_B,19561,13605,0.695516589131435
R2,SKU_C,18587,13696,0.7368590950664443
R2,SKU_D,16542,13068,0.7899891186071817
R2,SKU_E,16529,12656,0.7656845544195051
R3,SKU_A,66596,50143,0.7529431197068893
R3,SKU_B,21533,14759,0.6854130868898899
R3,SKU_C,41348,30164,0.7295153332688401
R3,SKU_D,33476,26584,0.7941211614290835
R3,SKU_E,28210,20594,0.7300248138957817
