node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,295680,256159,0.8663386093073593
R1,SKU_B,149389,130551,0.8738996847157421
R1,SKU_C,188593,161346,0.8555248604136951
R1,SKU_D,138388,117954,0.8523426886724282
R1,SKU_E,106855,93128,0.8715361939076318
R2,SKU_A,195525,154420,0.7897711290116354
R2,SKU_B,105823,76612,0.723963599595551
R2,SKU_C,104873,76766,0.7319901213849132
R2,SKU_D,88288,69970,0.7925199347589706
R2,SKU_E,101694,76035,0.7476842291580624
R3,SKU_A,429037,360768,0.8408785256283258
R3,SKU_B,140960,109414,0.7762060158910329
R3,SKU_C,238006,198440,0.8337604934329387
R3,SKU_D,233138,172885,0.7415565030153815
R3,SKU_E,153607,141390,0.920465864185877
