node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,295680,295680,1.0
R1,SKU_B,149389,149389,1.0
R1,SKU_C,188593,172994,0.9172874921126447
R1,SKU_D,138388,138388,1.0
R1,SKU_E,106855,106166,0.9935520097328155
R2,SKU_A,195525,193847,0.9914179772407621
R2,SKU_B,105823,105823,1.0
R2,SKU_C,104873,72860,0.694745072611635
R2,SKU_D,88288,88034,0.9971230518303733
R2,SKU_E,101694,92060,0.9052648140499931
R3,SKU_A,429037,425111,0.9908492740719332
R3,SKU_B,140960,128694,0.9129824063564131
R3,SKU_C,238006,236275,0.9927270741073755
R3,SKU_D,233138,228515,0.9801705427686607
R3,SKU_E,153607,151464,0.9860488128796213
