node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,295680,295680,1.0
R1,SKU_B,149389,149389,1.0
R1,SKU_C,188593,188593,1.0
R1,SKU_D,138388,138388,1.0
R1,SKU_E,106855,106822,0.9996911702774788
R2,SKU_A,195525,195525,1.0
R2,SKU_B,105823,97804,0.9242225225140093
R2,SKU_C,104873,103007,0.9822070504324278
R2,SKU_D,88288,87012,0.9855472997462849
R2,SKU_E,101694,92375,0.908362341927744
R3,SKU_A,429037,398901,0.9297589718369278
R3,SKU_B,140960,140960,1.0
R3,SKU_C,238006,236166,0.9922691024596019
R3,SKU_D,233138,214302,0.9192066501385445
R3,SKU_E,153607,153607,1.0
