date,quantity
0,102
1,90
2,47
3,53
4,33
5,61
6,71
7,118
8,92
9,60
10,51
11,55
12,71
13,82
14,135
15,129
16,77
17,70
18,53
19,47
20,78
21,112
22,104
23,91
24,53
25,68
26,56
27,83
28,97
29,122
30,53
31,64
32,59
33,61
34,99
35,129
36,91
37,61
38,74
39,48
40,70
41,94
42,139
43,108
44,65
45,62
46,66
47,59
48,65
49,120
50,94
51,48
52,44
53,53
54,37
55,77
56,112
57,104
58,56
59,62
60,67
61,81
62,109
63,111
64,118
65,91
66,82
67,65
68,67
69,69
70,128
71,112
72,73
73,66
74,57
75,62
76,92
77,128
78,92
79,65
80,78
81,55
82,62
83,89
84,137
85,118
86,58
87,51
88,60
89,51
90,80
91,135
92,120
93,86
94,64
95,85
96,70
97,106
98,126
99,91
100,68
101,72
102,65
103,79
104,110
105,110
106,99
107,54
108,53
109,44
110,73
111,90
112,100
113,108
114,50
115,67
116,42
117,85
118,84
119,102
120,101
121,102
122,73
123,67
124,64
125,87
126,129
127,98
128,74
129,87
130,70
131,88
132,103
133,110
134,107
135,87
136,88
137,99
138,91
139,100
140,117
141,102
142,71
143,81
144,62
145,55
146,55
147,81
148,102
149,66
150,58
151,79
152,74
153,145
154,184
155,111
156,99
157,106
158,70
159,95
160,137
161,116
162,108
163,85
164,63
165,66
166,72
167,96
168,116
169,118
170,100
171,67
172,99
173,101
174,103
175,159
176,112
177,82
178,67
179,64
180,75
181,90
182,130
183,137
184,90
185,96
186,75
187,79
188,118
189,155
190,121
191,103
192,86
193,72
194,80
195,111
196,158
197,127
198,108
199,111
200,63
201,95
202,137
203,160
204,143
205,92
206,76
207,83
208,77
209,96
210,140
211,121
212,77
213,67
214,69
215,86
216,109
217,111
218,107
219,93
220,70
221,76
222,74
223,92
224,114
225,117
226,67
227,66
228,56
229,70
230,93
231,95
232,124
233,65
234,64
235,55
236,64
237,101
238,97
239,106
240,83
241,81
242,49
243,58
244,64
245,111
246,101
247,74
248,53
249,55
250,41
251,90
252,91
253,117
254,50
255,61
256,57
257,69
258,73
259,118
260,86
261,49
262,52
263,51
264,55
265,67
266,122
267,111
268,82
269,59
270,70
271,74
272,65
273,86
274,98
275,58
276,46
277,53
278,66
279,72
280,117
281,102
282,65
283,57
284,52
285,72
286,82
287,103
288,125
289,44
290,47
291,57
292,50
293,69
294,97
295,88
296,68
297,78
298,93
299,132
300,224
301,110
