time,node_id,on_hand,backlog_external,backlog_children,pipeline_in,placed_orders
0,Supplier,0.0,0.0,0.0,0.0,0.0
0,W1,1736.0,0.0,0.0,0.0,0.0
0,W2,1849.0,0.0,0.0,0.0,0.0
0,R1,433.0,0.0,0.0,0.0,155.0
0,R2,394.0,0.0,0.0,0.0,87.0
0,R3,1083.0,0.0,0.0,0.0,274.0
1,Supplier,0.0,0.0,0.0,0.0,0.0
1,W1,1494.0,0.0,0.0,0.0,242.0
1,W2,1575.0,0.0,0.0,0.0,274.0
1,R1,312.0,0.0,0.0,155.0,121.0
1,R2,304.0,0.0,0.0,87.0,90.0
1,R3,815.0,0.0,0.0,274.0,268.0
2,Supplier,0.0,0.0,42.0,0.0,0.0
2,W1,1283.0,0.0,0.0,200.0,253.0
2,W2,1307.0,0.0,0.0,274.0,268.0
2,R1,213.0,0.0,0.0,276.0,99.0
2,R2,228.0,0.0,0.0,177.0,76.0
2,R3,662.0,0.0,0.0,542.0,153.0
3,Supplier,0.0,0.0,0.0,0.0,0.0
3,W1,1108.0,0.0,0.0,453.0,175.0
3,W2,1154.0,0.0,0.0,542.0,153.0
3,R1,263.0,0.0,0.0,220.0,105.0
3,R2,145.0,0.0,0.0,253.0,83.0
3,R3,474.0,0.0,0.0,695.0,188.0
4,Supplier,0.0,0.0,0.0,0.0,0.0
4,W1,920.0,0.0,0.0,628.0,188.0
4,W2,966.0,0.0,0.0,695.0,188.0
4,R1,292.0,0.0,0.0,204.0,92.0
4,R2,159.0,0.0,0.0,249.0,73.0
4,R3,320.0,0.0,0.0,883.0,154.0
5,Supplier,0.0,0.0,0.0,0.0,0.0
5,W1,755.0,0.0,0.0,816.0,165.0
5,W2,812.0,0.0,0.0,883.0,154.0
5,R1,278.0,0.0,0.0,197.0,113.0
5,R2,143.0,0.0,0.0,232.0,106.0
5,R3,383.0,0.0,0.0,763.0,211.0
6,Supplier,0.0,0.0,0.0,0.0,0.0
6,W1,536.0,0.0,0.0,981.0,219.0
6,W2,612.0,0.0,11.0,1037.0,211.0
6,R1,273.0,0.0,0.0,205.0,110.0
6,R2,128.0,0.0,0.0,262.0,91.0
6,R3,447.0,0.0,0.0,695.0,215.0
7,Supplier,0.0,0.0,30.0,0.0,0.0
7,W1,535.0,0.0,0.0,981.0,220.0
7,W2,412.0,0.0,15.0,1237.0,215.0
7,R1,189.0,0.0,0.0,223.0,176.0
7,R2,62.0,0.0,0.0,270.0,149.0
7,R3,301.0,0.0,0.0,742.0,314.0
8,Supplier,0.0,0.0,35.0,0.0,0.0
8,W1,463.0,0.0,0.0,928.0,345.0
8,W2,372.0,0.0,0.0,1163.0,314.0
8,R1,137.0,0.0,0.0,286.0,165.0
8,R2,39.0,0.0,0.0,346.0,96.0
8,R3,213.0,0.0,0.0,868.0,276.0
9,Supplier,0.0,0.0,0.0,0.0,0.0
9,W1,377.0,0.0,0.0,1098.0,261.0
9,W2,364.0,0.0,0.0,1209.0,276.0
9,R1,152.0,0.0,0.0,341.0,95.0
9,R2,32.0,0.0,0.0,336.0,113.0
9,R3,143.0,0.0,0.0,990.0,224.0
10,Supplier,0.0,0.0,0.0,0.0,0.0
10,W1,357.0,0.0,0.0,1171.0,208.0
10,W2,317.0,0.0,24.0,1332.0,224.0
10,R1,232.0,0.0,0.0,260.0,96.0
10,R2,17.0,0.0,0.0,358.0,106.0
10,R3,159.0,0.0,0.0,990.0,208.0
11,Supplier,0.0,0.0,32.0,0.0,0.0
11,W1,320.0,0.0,0.0,1206.0,210.0
11,W2,305.0,0.0,8.0,1344.0,208.0
11,R1,290.0,0.0,0.0,191.0,107.0
11,R2,68.0,0.0,0.0,315.0,98.0
11,R3,173.0,0.0,0.0,990.0,194.0
12,Supplier,0.0,0.0,18.0,0.0,0.0
12,W1,315.0,0.0,0.0,1206.0,215.0
12,W2,265.0,0.0,0.0,1390.0,194.0
12,R1,266.0,0.0,0.0,203.0,119.0
12,R2,71.0,0.0,0.0,317.0,93.0
12,R3,330.0,0.0,0.0,870.0,157.0
13,Supplier,0.0,0.0,15.0,0.0,0.0
13,W1,303.0,0.0,0.0,1206.0,227.0
13,W2,308.0,0.0,0.0,1384.0,157.0
13,R1,202.0,0.0,0.0,226.0,160.0
13,R2,66.0,0.0,0.0,297.0,118.0
13,R3,355.0,0.0,0.0,751.0,251.0
14,Supplier,0.0,0.0,27.0,0.0,0.0
14,W1,370.0,0.0,0.0,1061.0,305.0
14,W2,257.0,0.0,0.0,1341.0,251.0
14,R1,85.0,0.0,0.0,279.0,224.0
