date,quantity
2011-01-29,90
2011-01-30,82
2011-01-31,61
2011-02-01,52
2011-02-02,43
2011-02-03,54
2011-02-04,50
2011-02-05,90
2011-02-06,63
2011-02-07,56
2011-02-08,48
2011-02-09,46
2011-02-10,54
2011-02-11,79
2011-02-12,127
2011-02-13,124
2011-02-14,78
2011-02-15,77
2011-02-16,50
2011-02-17,64
2011-02-18,59
2011-02-19,86
2011-02-20,56
2011-02-21,46
2011-02-22,69
2011-02-23,48
2011-02-24,59
2011-02-25,91
2011-02-26,86
2011-02-27,75
2011-02-28,74
2011-03-01,63
2011-03-02,64
2011-03-03,70
2011-03-04,75
2011-03-05,119
2011-03-06,123
2011-03-07,52
2011-03-08,53
2011-03-09,62
2011-03-10,60
2011-03-11,73
2011-03-12,94
2011-03-13,90
2011-03-14,69
2011-03-15,60
2011-03-16,71
2011-03-17,80
2011-03-18,72
2011-03-19,83
2011-03-20,74
2011-03-21,71
2011-03-22,69
2011-03-23,49
2011-03-24,55
2011-03-25,76
2011-03-26,86
2011-03-27,85
2011-03-28,49
2011-03-29,68
2011-03-30,37
2011-03-31,67
2011-04-01,101
2011-04-02,123
2011-04-03,101
2011-04-04,60
2011-04-05,64
2011-04-06,65
2011-04-07,41
2011-04-08,85
2011-04-09,113
2011-04-10,159
2011-04-11,72
2011-04-12,73
2011-04-13,72
2011-04-14,79
2011-04-15,113
2011-04-16,129
2011-04-17,133
2011-04-18,63
2011-04-19,79
2011-04-20,112
2011-04-21,80
2011-04-22,110
2011-04-23,159
2011-04-24,96
2011-04-25,67
2011-04-26,65
2011-04-27,57
2011-04-28,64
2011-04-29,89
2011-04-30,157
2011-05-01,123
2011-05-02,91
2011-05-03,79
2011-05-04,75
2011-05-05,101
2011-05-06,114
2011-05-07,154
2011-05-08,138
2011-05-09,110
2011-05-10,89
2011-05-11,63
2011-05-12,96
2011-05-13,106
2011-05-14,105
2011-05-15,121
2011-05-16,73
2011-05-17,71
2011-05-18,58
2011-05-19,88
2011-05-20,94
2011-05-21,117
2011-05-22,165
2011-05-23,98
2011-05-24,87
2011-05-25,85
2011-05-26,75
2011-05-27,93
2011-05-28,137
2011-05-29,99
2011-05-30,125
2011-05-31,91
2011-06-01,112
2011-06-02,103
2011-06-03,147
2011-06-04,190
2011-06-05,163
2011-06-06,112
2011-06-07,85
2011-06-08,128
2011-06-09,86
2011-06-10,120
2011-06-11,111
2011-06-12,142
2011-06-13,100
2011-06-14,105
2011-06-15,115
2011-06-16,109
2011-06-17,149
2011-06-18,171
2011-06-19,162
2011-06-20,118
2011-06-21,62
2011-06-22,46
2011-06-23,87
2011-06-24,92
2011-06-25,165
2011-06-26,144
2011-06-27,122
2011-06-28,78
2011-06-29,100
2011-06-30,103
2011-07-01,210
2011-07-02,259
2011-07-03,194
2011-07-04,134
2011-07-05,120
2011-07-06,91
2011-07-07,108
