date,quantity
2011-01-29,102
2011-01-30,90
2011-01-31,47
2011-02-01,53
2011-02-02,33
2011-02-03,61
2011-02-04,71
2011-02-05,118
2011-02-06,92
2011-02-07,60
2011-02-08,51
2011-02-09,55
2011-02-10,71
2011-02-11,82
2011-02-12,135
2011-02-13,129
2011-02-14,77
2011-02-15,70
2011-02-16,53
2011-02-17,47
2011-02-18,78
2011-02-19,112
2011-02-20,104
2011-02-21,91
2011-02-22,53
2011-02-23,68
2011-02-24,56
2011-02-25,83
2011-02-26,97
2011-02-27,122
2011-02-28,53
2011-03-01,64
2011-03-02,59
2011-03-03,61
2011-03-04,99
2011-03-05,129
2011-03-06,91
2011-03-07,61
2011-03-08,74
2011-03-09,48
2011-03-10,70
2011-03-11,94
2011-03-12,139
2011-03-13,108
2011-03-14,65
2011-03-15,62
2011-03-16,66
2011-03-17,59
2011-03-18,65
2011-03-19,120
2011-03-20,94
2011-03-21,48
2011-03-22,44
2011-03-23,53
2011-03-24,37
2011-03-25,77
2011-03-26,112
2011-03-27,104
2011-03-28,56
2011-03-29,62
2011-03-30,67
2011-03-31,81
2011-04-01,109
2011-04-02,111
2011-04-03,118
2011-04-04,91
2011-04-05,82
2011-04-06,65
2011-04-07,67
2011-04-08,69
2011-04-09,128
2011-04-10,112
2011-04-11,73
2011-04-12,66
2011-04-13,57
2011-04-14,62
2011-04-15,92
2011-04-16,128
2011-04-17,92
2011-04-18,65
2011-04-19,78
2011-04-20,55
2011-04-21,62
2011-04-22,89
2011-04-23,137
2011-04-24,118
2011-04-25,58
2011-04-26,51
2011-04-27,60
2011-04-28,51
2011-04-29,80
2011-04-30,135
2011-05-01,120
2011-05-02,86
2011-05-03,64
2011-05-04,85
2011-05-05,70
2011-05-06,106
2011-05-07,126
2011-05-08,91
2011-05-09,68
2011-05-10,72
2011-05-11,65
2011-05-12,79
2011-05-13,110
2011-05-14,110
2011-05-15,99
2011-05-16,54
2011-05-17,53
2011-05-18,44
2011-05-19,73
2011-05-20,90
2011-05-21,100
2011-05-22,108
2011-05-23,50
2011-05-24,67
2011-05-25,42
2011-05-26,85
2011-05-27,84
2011-05-28,102
2011-05-29,101
2011-05-30,102
2011-05-31,73
2011-06-01,67
2011-06-02,64
2011-06-03,87
2011-06-04,129
2011-06-05,98
2011-06-06,74
2011-06-07,87
2011-06-08,70
2011-06-09,88
2011-06-10,103
2011-06-11,110
2011-06-12,107
2011-06-13,87
2011-06-14,88
2011-06-15,99
2011-06-16,91
2011-06-17,100
2011-06-18,117
2011-06-19,102
2011-06-20,71
2011-06-21,81
2011-06-22,62
2011-06-23,55
2011-06-24,55
2011-06-25,81
2011-06-26,102
2011-06-27,66
2011-06-28,58
2011-06-29,79
2011-06-30,74
2011-07-01,145
2011-07-02,184
2011-07-03,111
2011-07-04,99
2011-07-05,106
2011-07-06,70
2011-07-07,95
2011-07-08,137
2011-07-09,116
2011-07-10,108
2011-07-11,85
2011-07-12,63
2011-07-13,66
2011-07-14,72
2011-07-15,96
2011-07-16,116
2011-07-17,118
2011-07-18,100
2011-07-19,67
2011-07-20,99
2011-07-21,101
2011-07-22,103
2011-07-23,159
2011-07-24,112
2011-07-25,82
2011-07-26,67
2011-07-27,64
2011-07-28,75
2011-07-29,90
2011-07-30,130
2011-07-31,137
2011-08-01,90
2011-08-02,96
2011-08-03,75
2011-08-04,79
2011-08-05,118
2011-08-06,155
2011-08-07,121
2011-08-08,103
2011-08-09,86
2011-08-10,72
2011-08-11,80
2011-08-12,111
2011-08-13,158
2011-08-14,127
