node_id,sku,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
R1,SKU_A,1717.15,392833.0,107.636,0.0,394657.786
R1,SKU_B,938.76,187308.6,48.938,0.0,188296.29799999998
R1,SKU_C,1557.09,235662.75,79.108,0.0,237298.948
R1,SKU_D,801.724,192290.45,46.082,0.0,193138.25600000002
R1,SKU_E,515.424,98273.20000000001,32.552,0.0,98821.176
R2,SKU_A,854.6,320023.0,70.354,0.0,320947.954
R2,SKU_B,302.64,191354.4,39.122,0.0,191696.16199999998
R2,SKU_C,348.192,129062.25,37.174,0.0,129447.61600000001
R2,SKU_D,273.56,180993.45,33.084,0.0,181300.094
R2,SKU_E,225.316,128362.8,33.058,0.0,128621.17400000001
R3,SKU_A,1582.9750000000001,3767.5,133.192,0.0,5483.667
R3,SKU_B,760.86,2626.2,43.066,0.0,3430.1259999999997
R3,SKU_C,1688.877,5769.0,82.696,0.0,7540.573
R3,SKU_D,919.1,947.6500000000001,66.952,0.0,1933.7020000000002
R3,SKU_E,613.574,346.8,56.42,0.0,1016.794
Supplier,SKU_A,0.0,0.0,0.0,30345.1948858568,30345.1948858568
Supplier,SKU_B,0.0,0.0,0.0,49179.54565707627,49179.54565707627
Supplier,SKU_C,0.0,0.0,0.0,28440.813090580265,28440.813090580265
Supplier,SKU_D,0.0,0.0,0.0,36509.514333066094,36509.514333066094
Supplier,SKU_E,0.0,0.0,0.0,37809.93203342058,37809.93203342058
W1,SKU_A,52418.07,0.0,3137.84,11183.653721101444,66739.56372110144
W1,SKU_B,27397.565999999995,0.0,2434.39,22931.647126839667,52763.60312683966
W1,SKU_C,33977.328,0.0,2695.687,10482.728413674342,47155.74341367434
W1,SKU_D,26734.387000000002,0.0,2377.305,12511.029506617146,41622.72150661715
W1,SKU_E,20482.448,0.0,2150.016,13296.941231767405,35929.40523176741
W2,SKU_A,1170.825,0.0,4540.968,7785.061634706419,13496.854634706418
W2,SKU_B,566.568,0.0,3479.33,9974.61526209799,14020.51326209799
W2,SKU_C,1234.576,0.0,3963.471,7046.757690166514,12244.804690166515
W2,SKU_D,675.75,0.0,3574.283,9778.59946369086,14028.63246369086
W2,SKU_E,454.048,0.0,3175.272,9969.965949338219,13599.285949338218
