Date,demand
2011-01-29,62
2011-01-30,64
2011-01-31,44
2011-02-01,45
2011-02-02,23
2011-02-03,45
2011-02-04,30
2011-02-05,38
2011-02-06,47
2011-02-07,18
2011-02-08,34
2011-02-09,18
2011-02-10,48
2011-02-11,32
2011-02-12,107
2011-02-13,98
2011-02-14,66
2011-02-15,57
2011-02-16,38
2011-02-17,59
2011-02-18,73
2011-02-19,86
2011-02-20,65
2011-02-21,70
2011-02-22,39
2011-02-23,40
2011-02-24,45
2011-02-25,57
2011-02-26,64
2011-02-27,84
2011-02-28,64
2011-03-01,64
2011-03-02,78
2011-03-03,51
2011-03-04,62
2011-03-05,55
2011-03-06,77
2011-03-07,46
2011-03-08,49
2011-03-09,42
2011-03-10,44
2011-03-11,53
2011-03-12,104
2011-03-13,60
2011-03-14,32
2011-03-15,47
2011-03-16,54
2011-03-17,55
2011-03-18,55
2011-03-19,82
2011-03-20,72
2011-03-21,51
2011-03-22,46
2011-03-23,56
2011-03-24,50
2011-03-25,56
2011-03-26,67
2011-03-27,73
2011-03-28,44
2011-03-29,40
2011-03-30,45
2011-03-31,50
2011-04-01,81
2011-04-02,86
2011-04-03,72
2011-04-04,50
2011-04-05,64
2011-04-06,39
2011-04-07,45
2011-04-08,62
2011-04-09,82
2011-04-10,62
2011-04-11,51
2011-04-12,52
2011-04-13,44
2011-04-14,43
2011-04-15,55
2011-04-16,78
2011-04-17,96
2011-04-18,71
2011-04-19,81
2011-04-20,51
2011-04-21,48
2011-04-22,69
2011-04-23,96
2011-04-24,89
2011-04-25,47
2011-04-26,38
2011-04-27,45
2011-04-28,56
2011-04-29,72
2011-04-30,92
2011-05-01,82
2011-05-02,31
2011-05-03,52
2011-05-04,53
2011-05-05,39
2011-05-06,55
2011-05-07,102
2011-05-08,103
2011-05-09,73
2011-05-10,60
2011-05-11,45
2011-05-12,30
2011-05-13,84
2011-05-14,70
2011-05-15,70
2011-05-16,56
2011-05-17,39
2011-05-18,33
2011-05-19,35
2011-05-20,57
2011-05-21,91
2011-05-22,82
2011-05-23,49
2011-05-24,51
2011-05-25,58
2011-05-26,74
2011-05-27,66
2011-05-28,89
2011-05-29,62
2011-05-30,79
2011-05-31,59
2011-06-01,69
2011-06-02,76
2011-06-03,96
2011-06-04,92
2011-06-05,99
2011-06-06,65
2011-06-07,52
2011-06-08,44
2011-06-09,56
2011-06-10,78
2011-06-11,97
2011-06-12,92
2011-06-13,62
2011-06-14,72
2011-06-15,78
2011-06-16,53
2011-06-17,73
2011-06-18,109
2011-06-19,66
2011-06-20,38
2011-06-21,41
2011-06-22,29
2011-06-23,48
2011-06-24,79
2011-06-25,87
2011-06-26,96
2011-06-27,55
2011-06-28,52
2011-06-29,57
2011-06-30,56
2011-07-01,98
2011-07-02,141
2011-07-03,93
2011-07-04,66
2011-07-05,52
2011-07-06,40
2011-07-07,86
2011-07-08,79
2011-07-09,82
2011-07-10,82
2011-07-11,69
2011-07-12,44
2011-07-13,68
2011-07-14,67
2011-07-15,63
2011-07-16,94
2011-07-17,82
2011-07-18,46
2011-07-19,30
2011-07-20,60
2011-07-21,67
2011-07-22,56
2011-07-23,85
2011-07-24,77
2011-07-25,64
2011-07-26,49
2011-07-27,46
2011-07-28,60
2011-07-29,34
2011-07-30,90
2011-07-31,103
2011-08-01,91
2011-08-02,93
2011-08-03,52
2011-08-04,66
2011-08-05,90
2011-08-06,147
2011-08-07,98
2011-08-08,90
2011-08-09,66
2011-08-10,56
2011-08-11,66
2011-08-12,93
2011-08-13,116
2011-08-14,89
2011-08-15,75
2011-08-16,78
2011-08-17,68
2011-08-18,61
2011-08-19,117
2011-08-20,135
2011-08-21,114
2011-08-22,95
2011-08-23,73
2011-08-24,42
2011-08-25,41
2011-08-26,65
2011-08-27,86
2011-08-28,121
2011-08-29,60
2011-08-30,51
2011-08-31,51
2011-09-01,59
2011-09-02,47
2011-09-03,68
2011-09-04,52
2011-09-05,48
2011-09-06,50
2011-09-07,42
2011-09-08,40
2011-09-09,40
2011-09-10,69
2011-09-11,74
2011-09-12,60
2011-09-13,64
2011-09-14,57
2011-09-15,35
2011-09-16,51
2011-09-17,46
2011-09-18,49
2011-09-19,48
2011-09-20,50
2011-09-21,47
2011-09-22,26
2011-09-23,49
2011-09-24,68
2011-09-25,66
2011-09-26,55
2011-09-27,33
2011-09-28,55
2011-09-29,41
2011-09-30,65
2011-10-01,62
2011-10-02,52
2011-10-03,30
2011-10-04,38
2011-10-05,37
2011-10-06,54
2011-10-07,55
2011-10-08,49
2011-10-09,32
2011-10-10,32
2011-10-11,33
2011-10-12,50
2011-10-13,46
2011-10-14,44
2011-10-15,57
2011-10-16,64
2011-10-17,55
2011-10-18,45
2011-10-19,36
2011-10-20,43
2011-10-21,52
2011-10-22,64
2011-10-23,70
2011-10-24,36
2011-10-25,46
2011-10-26,39
2011-10-27,34
2011-10-28,28
2011-10-29,50
2011-10-30,54
2011-10-31,32
2011-11-01,46
2011-11-02,50
2011-11-03,32
2011-11-04,34
2011-11-05,67
2011-11-06,71
2011-11-07,43
2011-11-08,32
2011-11-09,36
2011-11-10,47
2011-11-11,37
2011-11-12,51
2011-11-13,56
2011-11-14,45
2011-11-15,31
2011-11-16,32
2011-11-17,32
2011-11-18,54
2011-11-19,60
2011-11-20,76
2011-11-21,35
2011-11-22,20
2011-11-23,70
2011-11-24,51
2011-11-25,76
2011-11-26,38
2011-11-27,51
2011-11-28,23
2011-11-29,26
2011-11-30,21
2011-12-01,28
2011-12-02,43
2011-12-03,53
2011-12-04,40
2011-12-05,27
2011-12-06,20
2011-12-07,21
2011-12-08,27
2011-12-09,38
2011-12-10,61
2011-12-11,58
2011-12-12,29
2011-12-13,26
2011-12-14,39
2011-12-15,28
2011-12-16,37
2011-12-17,81
2011-12-18,60
2011-12-19,49
2011-12-20,39
2011-12-21,48
2011-12-22,42
2011-12-23,67
2011-12-24,42
2011-12-25,0
2011-12-26,39
2011-12-27,44
2011-12-28,30
2011-12-29,37
2011-12-30,56
2011-12-31,48
2012-01-01,28
2012-01-02,32
2012-01-03,36
2012-01-04,49
2012-01-05,43
2012-01-06,37
2012-01-07,53
2012-01-08,39
2012-01-09,30
2012-01-10,21
2012-01-11,28
2012-01-12,24
2012-01-13,31
2012-01-14,41
2012-01-15,47
2012-01-16,31
2012-01-17,43
2012-01-18,30
2012-01-19,20
2012-01-20,46
2012-01-21,54
2012-01-22,41
2012-01-23,42
2012-01-24,29
2012-01-25,22
2012-01-26,35
2012-01-27,53
2012-01-28,47
2012-01-29,39
2012-01-30,33
2012-01-31,41
2012-02-01,49
2012-02-02,26
2012-02-03,40
2012-02-04,63
2012-02-05,44
2012-02-06,49
2012-02-07,40
2012-02-08,34
2012-02-09,46
2012-02-10,41
2012-02-11,41
2012-02-12,73
2012-02-13,52
2012-02-14,49
2012-02-15,31
2012-02-16,46
2012-02-17,29
2012-02-18,46
2012-02-19,64
2012-02-20,50
2012-02-21,30
2012-02-22,48
2012-02-23,46
2012-02-24,34
2012-02-25,51
2012-02-26,59
2012-02-27,50
2012-02-28,45
2012-02-29,41
2012-03-01,42
2012-03-02,54
2012-03-03,65
2012-03-04,69
2012-03-05,47
2012-03-06,43
2012-03-07,51
2012-03-08,38
2012-03-09,29
2012-03-10,29
2012-03-11,48
2012-03-12,48
2012-03-13,49
2012-03-14,53
2012-03-15,38
2012-03-16,62
2012-03-17,43
2012-03-18,73
2012-03-19,33
2012-03-20,32
2012-03-21,36
2012-03-22,48
2012-03-23,59
2012-03-24,81
2012-03-25,82
2012-03-26,52
2012-03-27,60
2012-03-28,38
2012-03-29,29
2012-03-30,44
2012-03-31,23
2012-04-01,5
2012-04-02,25
2012-04-03,16
2012-04-04,21
2012-04-05,30
2012-04-06,15
2012-04-07,3
2012-04-08,1
2012-04-09,6
2012-04-10,31
2012-04-11,46
2012-04-12,54
