Date,demand
2011-01-29,39
2011-01-30,38
2011-01-31,18
2011-02-01,37
2011-02-02,40
2011-02-03,46
2011-02-04,27
2011-02-05,69
2011-02-06,60
2011-02-07,41
2011-02-08,29
2011-02-09,37
2011-02-10,47
2011-02-11,51
2011-02-12,62
2011-02-13,64
2011-02-14,21
2011-02-15,25
2011-02-16,35
2011-02-17,21
2011-02-18,24
2011-02-19,48
2011-02-20,41
2011-02-21,38
2011-02-22,33
2011-02-23,27
2011-02-24,30
2011-02-25,26
2011-02-26,42
2011-02-27,49
2011-02-28,32
2011-03-01,30
2011-03-02,23
2011-03-03,46
2011-03-04,38
2011-03-05,57
2011-03-06,41
2011-03-07,30
2011-03-08,34
2011-03-09,38
2011-03-10,32
2011-03-11,51
2011-03-12,53
2011-03-13,46
2011-03-14,54
2011-03-15,32
2011-03-16,35
2011-03-17,39
2011-03-18,21
2011-03-19,31
2011-03-20,43
2011-03-21,26
2011-03-22,28
2011-03-23,25
2011-03-24,26
2011-03-25,26
2011-03-26,39
2011-03-27,36
2011-03-28,26
2011-03-29,21
2011-03-30,36
2011-03-31,44
2011-04-01,70
2011-04-02,42
2011-04-03,65
2011-04-04,44
2011-04-05,30
2011-04-06,26
2011-04-07,20
2011-04-08,39
2011-04-09,41
2011-04-10,47
2011-04-11,28
2011-04-12,27
2011-04-13,24
2011-04-14,34
2011-04-15,37
2011-04-16,52
2011-04-17,39
2011-04-18,32
2011-04-19,21
2011-04-20,36
2011-04-21,34
2011-04-22,38
2011-04-23,42
2011-04-24,34
2011-04-25,37
2011-04-26,24
2011-04-27,28
2011-04-28,22
2011-04-29,26
2011-04-30,46
2011-05-01,53
2011-05-02,49
2011-05-03,39
2011-05-04,53
2011-05-05,45
2011-05-06,32
2011-05-07,50
2011-05-08,23
2011-05-09,36
2011-05-10,16
2011-05-11,21
2011-05-12,31
2011-05-13,29
2011-05-14,38
2011-05-15,46
2011-05-16,38
2011-05-17,21
2011-05-18,24
2011-05-19,38
2011-05-20,32
2011-05-21,37
2011-05-22,38
2011-05-23,31
2011-05-24,32
2011-05-25,23
