Date,demand
2011-01-29,33
2011-01-30,28
2011-01-31,17
2011-02-01,15
2011-02-02,11
2011-02-03,19
2011-02-04,24
2011-02-05,40
2011-02-06,15
2011-02-07,12
2011-02-08,19
2011-02-09,26
2011-02-10,17
2011-02-11,36
2011-02-12,62
2011-02-13,39
2011-02-14,11
2011-02-15,11
2011-02-16,18
2011-02-17,13
2011-02-18,19
2011-02-19,33
2011-02-20,37
2011-02-21,30
2011-02-22,15
2011-02-23,13
2011-02-24,13
2011-02-25,15
2011-02-26,44
2011-02-27,24
2011-02-28,18
2011-03-01,33
2011-03-02,21
2011-03-03,19
2011-03-04,28
2011-03-05,54
2011-03-06,30
2011-03-07,10
2011-03-08,17
2011-03-09,22
2011-03-10,16
2011-03-11,31
2011-03-12,42
2011-03-13,41
2011-03-14,22
2011-03-15,19
2011-03-16,24
2011-03-17,20
2011-03-18,15
2011-03-19,21
2011-03-20,25
2011-03-21,15
2011-03-22,24
2011-03-23,15
2011-03-24,12
2011-03-25,23
2011-03-26,38
2011-03-27,42
2011-03-28,22
2011-03-29,26
2011-03-30,20
2011-03-31,30
2011-04-01,27
2011-04-02,33
2011-04-03,45
2011-04-04,36
2011-04-05,14
2011-04-06,24
2011-04-07,13
2011-04-08,21
2011-04-09,26
2011-04-10,38
2011-04-11,1
2011-04-12,22
2011-04-13,15
2011-04-14,21
2011-04-15,33
2011-04-16,52
2011-04-17,42
2011-04-18,22
2011-04-19,23
2011-04-20,14
2011-04-21,26
2011-04-22,33
2011-04-23,48
2011-04-24,23
2011-04-25,19
2011-04-26,28
2011-04-27,20
2011-04-28,20
2011-04-29,23
2011-04-30,39
2011-05-01,43
2011-05-02,20
2011-05-03,25
2011-05-04,23
2011-05-05,29
2011-05-06,29
2011-05-07,46
2011-05-08,36
2011-05-09,13
2011-05-10,27
2011-05-11,11
2011-05-12,25
2011-05-13,13
2011-05-14,27
2011-05-15,35
2011-05-16,16
2011-05-17,9
2011-05-18,9
2011-05-19,22
2011-05-20,19
2011-05-21,32
2011-05-22,30
2011-05-23,20
2011-05-24,13
2011-05-25,19
2011-05-26,20
2011-05-27,37
2011-05-28,31
2011-05-29,27
2011-05-30,19
2011-05-31,32
2011-06-01,19
2011-06-02,20
2011-06-03,13
2011-06-04,36
2011-06-05,36
2011-06-06,18
2011-06-07,14
2011-06-08,24
2011-06-09,21
2011-06-10,35
2011-06-11,35
2011-06-12,42
2011-06-13,28
2011-06-14,28
2011-06-15,14
2011-06-16,20
2011-06-17,24
2011-06-18,46
2011-06-19,65
2011-06-20,36
2011-06-21,39
2011-06-22,24
2011-06-23,23
2011-06-24,27
2011-06-25,37
2011-06-26,50
2011-06-27,18
2011-06-28,14
2011-06-29,19
2011-06-30,30
2011-07-01,35
2011-07-02,70
2011-07-03,70
2011-07-04,29
2011-07-05,21
2011-07-06,24
