Date,demand
2011-01-29,45
2011-01-30,33
2011-01-31,23
2011-02-01,13
2011-02-02,8
2011-02-03,15
2011-02-04,21
2011-02-05,26
2011-02-06,21
2011-02-07,23
2011-02-08,22
2011-02-09,19
2011-02-10,21
2011-02-11,25
2011-02-12,51
2011-02-13,51
2011-02-14,40
2011-02-15,41
2011-02-16,20
2011-02-17,38
2011-02-18,28
2011-02-19,42
2011-02-20,52
2011-02-21,45
2011-02-22,41
2011-02-23,27
2011-02-24,21
2011-02-25,43
2011-02-26,42
2011-02-27,57
2011-02-28,30
2011-03-01,39
2011-03-02,30
2011-03-03,30
2011-03-04,18
2011-03-05,30
2011-03-06,44
2011-03-07,34
2011-03-08,23
2011-03-09,18
2011-03-10,27
2011-03-11,19
2011-03-12,30
2011-03-13,23
2011-03-14,29
2011-03-15,24
2011-03-16,36
2011-03-17,33
2011-03-18,35
2011-03-19,33
2011-03-20,53
2011-03-21,36
2011-03-22,29
2011-03-23,31
2011-03-24,36
2011-03-25,29
2011-03-26,56
2011-03-27,34
2011-03-28,24
2011-03-29,22
2011-03-30,19
2011-03-31,26
2011-04-01,40
2011-04-02,43
2011-04-03,46
2011-04-04,31
2011-04-05,31
2011-04-06,39
2011-04-07,42
2011-04-08,44
2011-04-09,88
2011-04-10,66
2011-04-11,54
2011-04-12,46
2011-04-13,30
2011-04-14,30
2011-04-15,56
2011-04-16,52
2011-04-17,49
2011-04-18,57
2011-04-19,40
2011-04-20,44
2011-04-21,35
2011-04-22,49
2011-04-23,49
2011-04-24,58
2011-04-25,39
2011-04-26,25
2011-04-27,40
2011-04-28,39
2011-04-29,40
2011-04-30,57
2011-05-01,68
2011-05-02,30
2011-05-03,35
2011-05-04,37
2011-05-05,46
2011-05-06,50
2011-05-07,91
2011-05-08,64
2011-05-09,50
2011-05-10,34
2011-05-11,24
2011-05-12,22
2011-05-13,59
2011-05-14,46
2011-05-15,55
2011-05-16,41
2011-05-17,43
2011-05-18,32
2011-05-19,26
2011-05-20,43
2011-05-21,55
2011-05-22,60
2011-05-23,33
2011-05-24,49
2011-05-25,29
2011-05-26,49
2011-05-27,44
2011-05-28,63
2011-05-29,42
2011-05-30,38
2011-05-31,33
2011-06-01,51
2011-06-02,46
2011-06-03,53
2011-06-04,62
2011-06-05,64
