node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,51394,50905,0.9904852706541619
R1,SKU_B,23800,23800,1.0
R1,SKU_C,37760,37760,1.0
R1,SKU_D,22301,22301,1.0
R1,SKU_E,15853,15837,0.9989907273071343
R2,SKU_A,34230,33870,0.9894829097283085
R2,SKU_B,19561,18951,0.9688155002300496
R2,SKU_C,18587,17963,0.9664281487060848
R2,SKU_D,16542,16455,0.994740660137831
R2,SKU_E,16529,16529,1.0
R3,SKU_A,66596,65123,0.9778815544477146
R3,SKU_B,21533,21533,1.0
R3,SKU_C,41348,41348,1.0
R3,SKU_D,33476,31555,0.9426156052097024
R3,SKU_E,28210,19598,0.6947181850407657
