node_id,sku,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
R1,SKU_A,2616.4750000000004,244.5,102.788,0.0,2963.7630000000004
R1,SKU_B,3839.94,0.0,47.6,0.0,3887.54
R1,SKU_C,5303.907,0.0,75.52,0.0,5379.427
R1,SKU_D,4755.8,0.0,44.602000000000004,0.0,4800.402
R1,SKU_E,1496.664,6.4,31.706,0.0,1534.77
R2,SKU_A,1686.95,187.5,68.46000000000001,0.0,1942.91
R2,SKU_B,1695.54,470.4,39.122,0.0,2205.062
R2,SKU_C,1199.502,314.1,37.174,0.0,1550.776
R2,SKU_D,950.628,47.85,33.084,0.0,1031.5620000000001
R2,SKU_E,3071.5879999999997,0.0,33.058,0.0,3104.6459999999997
R3,SKU_A,4683.275000000001,808.5,133.192,0.0,5624.967000000001
R3,SKU_B,3648.96,0.0,43.066,0.0,3692.026
R3,SKU_C,8990.784,0.0,82.696,0.0,9073.48
R3,SKU_D,2349.592,1341.45,66.952,0.0,3757.994
R3,SKU_E,400.738,4260.8,56.42,0.0,4717.9580000000005
Supplier,SKU_A,0.0,0.0,0.0,13388.681821807755,13388.681821807755
Supplier,SKU_B,0.0,0.0,0.0,21964.671173565523,21964.671173565523
Supplier,SKU_C,0.0,0.0,0.0,12811.869986353871,12811.869986353871
Supplier,SKU_D,0.0,0.0,0.0,15991.163650250735,15991.163650250735
Supplier,SKU_E,0.0,0.0,0.0,16083.613368022116,16083.613368022116
W1,SKU_A,2569.845,0.0,4692.608,6264.184910447821,13526.63791044782
W1,SKU_B,1102.5359999999998,0.0,3609.86,12978.067911759874,17690.463911759874
W1,SKU_C,9278.672,0.0,4079.254,5978.623669051892,19336.549669051892
W1,SKU_D,847.45,0.0,3621.509,7175.589725823919,11644.548725823919
W1,SKU_E,5668.592,0.0,3200.064,7459.533782916495,16328.189782916494
W2,SKU_A,856.155,0.0,4540.968,2925.9615512751334,8323.084551275133
W2,SKU_B,3397.2479999999996,0.0,3479.33,3777.1513272815528,10653.729327281553
W2,SKU_C,3026.56,0.0,3963.471,2719.970319185178,9710.001319185178
W2,SKU_D,0.0,0.0,3574.283,3695.607831736721,7269.890831736721
W2,SKU_E,3809.184,0.0,3175.272,3715.3089705214147,10699.764970521415
