Date,demand
2011-01-29,26
2011-01-30,16
2011-01-31,18
2011-02-01,11
2011-02-02,10
2011-02-03,16
2011-02-04,20
2011-02-05,26
2011-02-06,25
2011-02-07,20
2011-02-08,12
2011-02-09,17
2011-02-10,20
2011-02-11,18
2011-02-12,19
2011-02-13,24
2011-02-14,17
2011-02-15,16
2011-02-16,11
2011-02-17,20
2011-02-18,19
2011-02-19,20
2011-02-20,19
2011-02-21,14
2011-02-22,23
2011-02-23,19
2011-02-24,13
2011-02-25,17
2011-02-26,16
2011-02-27,24
2011-02-28,14
2011-03-01,18
2011-03-02,8
2011-03-03,19
2011-03-04,27
2011-03-05,16
2011-03-06,20
2011-03-07,20
2011-03-08,23
2011-03-09,19
2011-03-10,18
2011-03-11,6
2011-03-12,23
2011-03-13,25
2011-03-14,20
2011-03-15,13
2011-03-16,20
2011-03-17,16
2011-03-18,5
2011-03-19,18
2011-03-20,17
2011-03-21,16
2011-03-22,12
2011-03-23,6
2011-03-24,11
2011-03-25,11
2011-03-26,20
2011-03-27,14
2011-03-28,16
2011-03-29,15
2011-03-30,16
2011-03-31,16
2011-04-01,21
2011-04-02,24
2011-04-03,23
2011-04-04,20
2011-04-05,17
2011-04-06,22
2011-04-07,19
2011-04-08,16
2011-04-09,15
2011-04-10,40
2011-04-11,16
2011-04-12,27
2011-04-13,14
2011-04-14,18
2011-04-15,20
2011-04-16,25
2011-04-17,23
2011-04-18,12
2011-04-19,18
2011-04-20,13
2011-04-21,17
2011-04-22,16
2011-04-23,23
2011-04-24,14
2011-04-25,11
2011-04-26,18
2011-04-27,12
2011-04-28,22
2011-04-29,19
2011-04-30,25
2011-05-01,44
2011-05-02,17
2011-05-03,29
2011-05-04,25
2011-05-05,22
2011-05-06,18
2011-05-07,36
2011-05-08,31
2011-05-09,23
2011-05-10,22
2011-05-11,22
2011-05-12,17
2011-05-13,24
2011-05-14,25
2011-05-15,20
2011-05-16,17
2011-05-17,16
2011-05-18,10
2011-05-19,16
2011-05-20,20
2011-05-21,24
2011-05-22,23
2011-05-23,15
2011-05-24,19
2011-05-25,15
2011-05-26,12
2011-05-27,7
2011-05-28,9
2011-05-29,10
2011-05-30,21
2011-05-31,9
2011-06-01,17
2011-06-02,19
2011-06-03,23
2011-06-04,22
2011-06-05,28
2011-06-06,22
2011-06-07,19
2011-06-08,23
2011-06-09,24
2011-06-10,21
2011-06-11,21
2011-06-12,15
2011-06-13,22
2011-06-14,24
2011-06-15,13
2011-06-16,22
2011-06-17,20
2011-06-18,31
2011-06-19,25
2011-06-20,24
2011-06-21,18
2011-06-22,25
2011-06-23,17
2011-06-24,29
2011-06-25,17
2011-06-26,26
2011-06-27,22
2011-06-28,8
2011-06-29,10
2011-06-30,16
2011-07-01,35
2011-07-02,24
2011-07-03,30
2011-07-04,34
2011-07-05,23
2011-07-06,27
2011-07-07,33
2011-07-08,22
2011-07-09,31
2011-07-10,31
2011-07-11,15
2011-07-12,20
2011-07-13,17
2011-07-14,23
2011-07-15,22
2011-07-16,36
2011-07-17,18
2011-07-18,25
2011-07-19,18
2011-07-20,20
2011-07-21,31
2011-07-22,24
2011-07-23,35
2011-07-24,32
2011-07-25,20
2011-07-26,22
2011-07-27,23
2011-07-28,15
2011-07-29,28
2011-07-30,22
2011-07-31,23
2011-08-01,24
2011-08-02,22
2011-08-03,25
2011-08-04,23
2011-08-05,24
2011-08-06,20
2011-08-07,22
2011-08-08,23
2011-08-09,37
2011-08-10,37
2011-08-11,19
2011-08-12,30
2011-08-13,38
2011-08-14,30
2011-08-15,41
2011-08-16,21
2011-08-17,21
2011-08-18,15
2011-08-19,36
2011-08-20,32
2011-08-21,30
2011-08-22,18
2011-08-23,26
2011-08-24,28
2011-08-25,24
2011-08-26,24
2011-08-27,23
2011-08-28,35
2011-08-29,23
2011-08-30,27
2011-08-31,12
2011-09-01,27
2011-09-02,28
2011-09-03,31
2011-09-04,27
2011-09-05,30
2011-09-06,25
2011-09-07,33
2011-09-08,25
2011-09-09,27
2011-09-10,26
2011-09-11,37
2011-09-12,31
2011-09-13,29
2011-09-14,19
2011-09-15,13
2011-09-16,14
2011-09-17,23
2011-09-18,23
2011-09-19,28
2011-09-20,22
2011-09-21,24
2011-09-22,26
2011-09-23,23
2011-09-24,28
2011-09-25,16
2011-09-26,22
2011-09-27,21
2011-09-28,12
2011-09-29,14
2011-09-30,28
2011-10-01,39
2011-10-02,24
2011-10-03,18
2011-10-04,27
2011-10-05,21
2011-10-06,26
2011-10-07,32
2011-10-08,30
2011-10-09,34
2011-10-10,24
2011-10-11,20
2011-10-12,23
2011-10-13,24
2011-10-14,24
2011-10-15,16
2011-10-16,15
2011-10-17,26
2011-10-18,18
2011-10-19,14
2011-10-20,14
2011-10-21,19
2011-10-22,30
2011-10-23,30
2011-10-24,13
2011-10-25,20
2011-10-26,12
2011-10-27,13
2011-10-28,14
2011-10-29,22
2011-10-30,32
2011-10-31,21
2011-11-01,23
2011-11-02,18
2011-11-03,18
2011-11-04,25
2011-11-05,24
2011-11-06,37
2011-11-07,23
2011-11-08,24
2011-11-09,29
2011-11-10,31
2011-11-11,32
2011-11-12,23
2011-11-13,39
2011-11-14,26
2011-11-15,26
2011-11-16,20
2011-11-17,17
2011-11-18,25
2011-11-19,25
2011-11-20,33
2011-11-21,16
2011-11-22,27
2011-11-23,27
2011-11-24,33
2011-11-25,33
2011-11-26,24
2011-11-27,23
2011-11-28,9
2011-11-29,12
2011-11-30,22
2011-12-01,32
2011-12-02,31
2011-12-03,39
2011-12-04,31
2011-12-05,29
2011-12-06,16
2011-12-07,13
2011-12-08,17
2011-12-09,19
2011-12-10,27
2011-12-11,20
2011-12-12,21
2011-12-13,29
2011-12-14,20
2011-12-15,20
2011-12-16,25
2011-12-17,38
2011-12-18,27
2011-12-19,25
2011-12-20,20
2011-12-21,12
2011-12-22,22
2011-12-23,29
2011-12-24,38
2011-12-25,0
2011-12-26,18
2011-12-27,18
2011-12-28,16
2011-12-29,17
2011-12-30,27
2011-12-31,17
2012-01-01,19
2012-01-02,22
2012-01-03,21
2012-01-04,13
2012-01-05,20
2012-01-06,22
2012-01-07,22
2012-01-08,25
2012-01-09,32
2012-01-10,23
2012-01-11,14
2012-01-12,11
2012-01-13,19
2012-01-14,24
2012-01-15,16
2012-01-16,20
2012-01-17,9
2012-01-18,12
2012-01-19,15
2012-01-20,17
2012-01-21,21
2012-01-22,14
2012-01-23,12
2012-01-24,18
2012-01-25,3
2012-01-26,14
2012-01-27,16
2012-01-28,20
2012-01-29,25
2012-01-30,10
2012-01-31,18
2012-02-01,22
2012-02-02,20
2012-02-03,20
2012-02-04,35
2012-02-05,35
2012-02-06,24
2012-02-07,15
2012-02-08,22
2012-02-09,17
2012-02-10,24
2012-02-11,29
2012-02-12,43
2012-02-13,21
2012-02-14,18
2012-02-15,9
2012-02-16,17
2012-02-17,7
2012-02-18,19
2012-02-19,24
2012-02-20,20
2012-02-21,12
2012-02-22,18
2012-02-23,20
2012-02-24,24
2012-02-25,12
2012-02-26,12
2012-02-27,17
2012-02-28,17
2012-02-29,11
2012-03-01,12
2012-03-02,22
2012-03-03,16
2012-03-04,27
2012-03-05,18
2012-03-06,22
2012-03-07,16
2012-03-08,21
2012-03-09,16
2012-03-10,31
2012-03-11,17
2012-03-12,17
2012-03-13,13
2012-03-14,23
2012-03-15,8
2012-03-16,17
2012-03-17,27
2012-03-18,18
2012-03-19,16
2012-03-20,17
2012-03-21,12
2012-03-22,18
2012-03-23,16
2012-03-24,10
2012-03-25,17
2012-03-26,14
2012-03-27,14
2012-03-28,21
2012-03-29,19
2012-03-30,31
2012-03-31,16
2012-04-01,21
2012-04-02,19
2012-04-03,22
2012-04-04,9
2012-04-05,15
2012-04-06,27
2012-04-07,34
2012-04-08,40
2012-04-09,21
2012-04-10,18
2012-04-11,17
2012-04-12,14
2012-04-13,17
2012-04-14,28
2012-04-15,22
2012-04-16,29
2012-04-17,37
