Date,demand
2011-01-29,47
2011-01-30,40
2011-01-31,48
2011-02-01,54
2011-02-02,31
2011-02-03,58
2011-02-04,48
2011-02-05,59
2011-02-06,48
2011-02-07,44
2011-02-08,45
2011-02-09,57
2011-02-10,41
2011-02-11,65
2011-02-12,62
2011-02-13,52
2011-02-14,51
2011-02-15,55
2011-02-16,50
2011-02-17,49
2011-02-18,59
2011-02-19,61
2011-02-20,39
2011-02-21,44
2011-02-22,44
2011-02-23,39
2011-02-24,41
2011-02-25,37
2011-02-26,40
2011-02-27,52
2011-02-28,33
2011-03-01,53
2011-03-02,33
2011-03-03,55
2011-03-04,53
2011-03-05,71
2011-03-06,70
2011-03-07,32
2011-03-08,46
2011-03-09,46
2011-03-10,41
2011-03-11,60
2011-03-12,67
2011-03-13,45
2011-03-14,40
2011-03-15,42
2011-03-16,51
2011-03-17,60
2011-03-18,51
2011-03-19,48
2011-03-20,34
2011-03-21,40
2011-03-22,38
2011-03-23,24
2011-03-24,28
2011-03-25,31
2011-03-26,37
2011-03-27,50
2011-03-28,27
2011-03-29,32
2011-03-30,28
2011-03-31,41
2011-04-01,45
2011-04-02,50
2011-04-03,45
2011-04-04,33
2011-04-05,41
2011-04-06,43
2011-04-07,34
2011-04-08,42
2011-04-09,60
2011-04-10,50
2011-04-11,36
2011-04-12,52
2011-04-13,54
2011-04-14,42
2011-04-15,55
2011-04-16,50
2011-04-17,48
2011-04-18,35
2011-04-19,23
2011-04-20,46
2011-04-21,40
2011-04-22,52
2011-04-23,61
2011-04-24,41
2011-04-25,28
2011-04-26,42
2011-04-27,36
2011-04-28,35
2011-04-29,56
2011-04-30,62
2011-05-01,59
2011-05-02,60
2011-05-03,44
2011-05-04,60
2011-05-05,33
2011-05-06,38
2011-05-07,65
2011-05-08,37
2011-05-09,39
2011-05-10,42
2011-05-11,34
2011-05-12,40
2011-05-13,43
2011-05-14,42
2011-05-15,31
2011-05-16,39
2011-05-17,47
2011-05-18,30
2011-05-19,34
2011-05-20,44
2011-05-21,57
2011-05-22,40
2011-05-23,44
2011-05-24,24
2011-05-25,28
2011-05-26,33
2011-05-27,48
2011-05-28,45
2011-05-29,43
2011-05-30,48
2011-05-31,27
2011-06-01,39
2011-06-02,39
2011-06-03,35
2011-06-04,79
2011-06-05,46
2011-06-06,48
2011-06-07,53
2011-06-08,55
2011-06-09,45
2011-06-10,45
2011-06-11,52
2011-06-12,44
2011-06-13,39
2011-06-14,47
2011-06-15,28
2011-06-16,42
2011-06-17,53
2011-06-18,52
2011-06-19,36
2011-06-20,39
2011-06-21,37
2011-06-22,39
2011-06-23,29
2011-06-24,32
2011-06-25,30
2011-06-26,44
2011-06-27,27
2011-06-28,28
2011-06-29,30
2011-06-30,32
2011-07-01,48
2011-07-02,56
2011-07-03,48
2011-07-04,35
2011-07-05,28
2011-07-06,39
2011-07-07,62
2011-07-08,36
2011-07-09,73
2011-07-10,37
2011-07-11,50
2011-07-12,49
2011-07-13,30
2011-07-14,46
2011-07-15,48
2011-07-16,44
2011-07-17,44
2011-07-18,36
2011-07-19,39
2011-07-20,31
2011-07-21,40
2011-07-22,52
2011-07-23,53
2011-07-24,31
2011-07-25,38
2011-07-26,27
2011-07-27,16
2011-07-28,19
2011-07-29,44
2011-07-30,52
2011-07-31,52
2011-08-01,31
2011-08-02,45
2011-08-03,59
2011-08-04,35
2011-08-05,59
2011-08-06,39
2011-08-07,38
2011-08-08,27
2011-08-09,42
2011-08-10,41
2011-08-11,44
2011-08-12,41
2011-08-13,41
2011-08-14,51
2011-08-15,45
2011-08-16,46
2011-08-17,29
2011-08-18,40
2011-08-19,50
2011-08-20,60
2011-08-21,44
2011-08-22,33
2011-08-23,34
2011-08-24,31
2011-08-25,32
2011-08-26,30
2011-08-27,52
2011-08-28,31
2011-08-29,29
2011-08-30,39
2011-08-31,50
2011-09-01,69
2011-09-02,59
2011-09-03,39
2011-09-04,42
2011-09-05,50
2011-09-06,28
2011-09-07,27
