Date,demand
2011-01-29,23
2011-01-30,23
2011-01-31,9
2011-02-01,18
2011-02-02,10
2011-02-03,19
2011-02-04,14
2011-02-05,32
2011-02-06,24
2011-02-07,16
2011-02-08,15
2011-02-09,10
2011-02-10,14
2011-02-11,20
2011-02-12,33
2011-02-13,32
2011-02-14,15
2011-02-15,23
2011-02-16,14
2011-02-17,22
2011-02-18,15
2011-02-19,35
2011-02-20,27
2011-02-21,16
2011-02-22,19
2011-02-23,15
2011-02-24,19
2011-02-25,21
2011-02-26,27
2011-02-27,23
2011-02-28,11
2011-03-01,18
2011-03-02,10
2011-03-03,23
2011-03-04,16
2011-03-05,18
2011-03-06,28
2011-03-07,24
2011-03-08,18
2011-03-09,27
2011-03-10,19
2011-03-11,17
2011-03-12,32
2011-03-13,16
2011-03-14,13
2011-03-15,20
2011-03-16,15
2011-03-17,22
2011-03-18,19
2011-03-19,22
2011-03-20,26
2011-03-21,19
2011-03-22,14
2011-03-23,21
2011-03-24,17
2011-03-25,13
2011-03-26,16
2011-03-27,17
2011-03-28,10
2011-03-29,14
2011-03-30,9
2011-03-31,20
2011-04-01,27
2011-04-02,24
2011-04-03,19
2011-04-04,14
2011-04-05,17
2011-04-06,15
2011-04-07,19
2011-04-08,9
2011-04-09,24
2011-04-10,32
2011-04-11,23
2011-04-12,24
2011-04-13,14
2011-04-14,21
2011-04-15,24
2011-04-16,25
2011-04-17,29
2011-04-18,12
2011-04-19,15
2011-04-20,19
2011-04-21,13
2011-04-22,34
2011-04-23,20
2011-04-24,20
2011-04-25,15
2011-04-26,13
2011-04-27,14
2011-04-28,21
2011-04-29,24
2011-04-30,8
2011-05-01,27
2011-05-02,16
2011-05-03,14
2011-05-04,17
2011-05-05,20
2011-05-06,30
2011-05-07,32
2011-05-08,26
2011-05-09,12
2011-05-10,31
2011-05-11,24
2011-05-12,20
2011-05-13,28
2011-05-14,23
2011-05-15,21
2011-05-16,27
2011-05-17,19
2011-05-18,19
2011-05-19,25
2011-05-20,17
2011-05-21,23
2011-05-22,24
2011-05-23,13
2011-05-24,20
2011-05-25,26
2011-05-26,16
2011-05-27,21
2011-05-28,25
2011-05-29,22
2011-05-30,18
2011-05-31,20
2011-06-01,20
2011-06-02,22
2011-06-03,22
2011-06-04,27
2011-06-05,26
2011-06-06,28
2011-06-07,19
2011-06-08,25
2011-06-09,24
2011-06-10,15
2011-06-11,33
2011-06-12,25
2011-06-13,15
2011-06-14,22
2011-06-15,22
2011-06-16,25
2011-06-17,30
2011-06-18,22
2011-06-19,26
2011-06-20,28
2011-06-21,16
2011-06-22,11
2011-06-23,29
2011-06-24,20
2011-06-25,22
2011-06-26,23
2011-06-27,22
2011-06-28,21
2011-06-29,16
2011-06-30,14
2011-07-01,27
2011-07-02,23
2011-07-03,22
2011-07-04,20
2011-07-05,21
2011-07-06,25
2011-07-07,21
2011-07-08,19
2011-07-09,33
2011-07-10,31
2011-07-11,16
2011-07-12,20
2011-07-13,38
2011-07-14,27
2011-07-15,23
2011-07-16,29
2011-07-17,32
2011-07-18,20
2011-07-19,25
2011-07-20,26
2011-07-21,26
2011-07-22,29
2011-07-23,34
2011-07-24,36
2011-07-25,20
2011-07-26,31
2011-07-27,25
2011-07-28,22
2011-07-29,20
2011-07-30,35
2011-07-31,30
2011-08-01,30
2011-08-02,28
2011-08-03,18
2011-08-04,28
2011-08-05,48
2011-08-06,36
2011-08-07,33
2011-08-08,23
2011-08-09,29
2011-08-10,18
2011-08-11,16
2011-08-12,27
2011-08-13,39
2011-08-14,30
2011-08-15,29
2011-08-16,19
2011-08-17,18
2011-08-18,24
2011-08-19,40
2011-08-20,35
2011-08-21,35
2011-08-22,23
2011-08-23,24
2011-08-24,16
2011-08-25,23
2011-08-26,15
2011-08-27,20
2011-08-28,31
2011-08-29,16
2011-08-30,17
2011-08-31,19
2011-09-01,30
2011-09-02,28
2011-09-03,31
2011-09-04,22
2011-09-05,20
2011-09-06,24
2011-09-07,27
2011-09-08,23
2011-09-09,26
2011-09-10,31
2011-09-11,29
2011-09-12,21
2011-09-13,21
2011-09-14,24
2011-09-15,31
2011-09-16,27
2011-09-17,25
2011-09-18,21
2011-09-19,22
2011-09-20,25
2011-09-21,12
2011-09-22,24
2011-09-23,15
2011-09-24,36
2011-09-25,31
2011-09-26,24
2011-09-27,13
2011-09-28,18
2011-09-29,18
2011-09-30,25
2011-10-01,19
2011-10-02,20
2011-10-03,18
2011-10-04,17
2011-10-05,25
2011-10-06,16
2011-10-07,28
2011-10-08,16
2011-10-09,24
2011-10-10,26
2011-10-11,20
2011-10-12,18
2011-10-13,33
2011-10-14,22
2011-10-15,24
2011-10-16,38
2011-10-17,28
2011-10-18,24
2011-10-19,22
2011-10-20,19
2011-10-21,23
2011-10-22,27
2011-10-23,32
2011-10-24,18
2011-10-25,29
2011-10-26,23
2011-10-27,19
2011-10-28,16
2011-10-29,35
2011-10-30,27
2011-10-31,22
2011-11-01,16
2011-11-02,21
2011-11-03,20
2011-11-04,8
2011-11-05,22
2011-11-06,23
2011-11-07,18
2011-11-08,22
2011-11-09,14
2011-11-10,16
2011-11-11,10
2011-11-12,24
2011-11-13,21
2011-11-14,21
2011-11-15,30
2011-11-16,20
2011-11-17,32
2011-11-18,29
2011-11-19,20
2011-11-20,24
2011-11-21,27
2011-11-22,14
2011-11-23,27
2011-11-24,25
2011-11-25,24
2011-11-26,4
2011-11-27,25
2011-11-28,19
2011-11-29,10
2011-11-30,10
2011-12-01,21
2011-12-02,23
2011-12-03,22
2011-12-04,12
2011-12-05,16
2011-12-06,21
2011-12-07,22
2011-12-08,20
2011-12-09,19
2011-12-10,31
2011-12-11,31
2011-12-12,19
2011-12-13,23
2011-12-14,27
2011-12-15,33
2011-12-16,30
2011-12-17,20
2011-12-18,24
2011-12-19,14
2011-12-20,22
2011-12-21,22
2011-12-22,24
2011-12-23,24
2011-12-24,25
2011-12-25,0
2011-12-26,17
2011-12-27,10
2011-12-28,18
2011-12-29,20
2011-12-30,19
2011-12-31,17
2012-01-01,12
2012-01-02,18
2012-01-03,16
2012-01-04,20
2012-01-05,14
2012-01-06,17
2012-01-07,20
2012-01-08,20
2012-01-09,6
2012-01-10,14
2012-01-11,16
2012-01-12,12
2012-01-13,14
2012-01-14,19
2012-01-15,14
2012-01-16,21
2012-01-17,17
2012-01-18,22
2012-01-19,15
2012-01-20,10
2012-01-21,12
2012-01-22,16
2012-01-23,16
2012-01-24,19
2012-01-25,3
2012-01-26,16
2012-01-27,11
2012-01-28,21
2012-01-29,19
2012-01-30,16
2012-01-31,8
2012-02-01,20
2012-02-02,15
2012-02-03,22
2012-02-04,17
2012-02-05,26
2012-02-06,18
2012-02-07,14
2012-02-08,24
2012-02-09,14
2012-02-10,20
2012-02-11,31
2012-02-12,15
2012-02-13,20
2012-02-14,21
2012-02-15,14
2012-02-16,20
2012-02-17,17
2012-02-18,0
2012-02-19,0
2012-02-20,0
2012-02-21,13
2012-02-22,18
2012-02-23,20
2012-02-24,16
2012-02-25,19
2012-02-26,10
2012-02-27,16
2012-02-28,11
2012-02-29,15
2012-03-01,24
2012-03-02,36
2012-03-03,20
2012-03-04,21
2012-03-05,8
2012-03-06,18
2012-03-07,16
2012-03-08,17
2012-03-09,18
2012-03-10,21
2012-03-11,17
2012-03-12,18
2012-03-13,10
2012-03-14,16
2012-03-15,13
2012-03-16,13
2012-03-17,28
2012-03-18,27
2012-03-19,12
2012-03-20,11
2012-03-21,10
2012-03-22,10
2012-03-23,22
2012-03-24,23
2012-03-25,20
2012-03-26,11
2012-03-27,14
2012-03-28,13
2012-03-29,14
2012-03-30,24
2012-03-31,17
2012-04-01,33
2012-04-02,14
2012-04-03,16
2012-04-04,7
2012-04-05,20
2012-04-06,27
2012-04-07,29
2012-04-08,25
2012-04-09,23
2012-04-10,13
2012-04-11,16
2012-04-12,20
2012-04-13,20
2012-04-14,16
2012-04-15,21
2012-04-16,12
2012-04-17,18
2012-04-18,14
2012-04-19,13
2012-04-20,21
2012-04-21,19
2012-04-22,13
2012-04-23,11
2012-04-24,14
2012-04-25,11
2012-04-26,10
2012-04-27,19
