Date,demand
2011-01-29,64
2011-01-30,37
2011-01-31,36
2011-02-01,48
2011-02-02,31
2011-02-03,39
2011-02-04,67
2011-02-05,65
2011-02-06,54
2011-02-07,35
2011-02-08,4
2011-02-09,41
2011-02-10,41
2011-02-11,46
2011-02-12,46
2011-02-13,53
2011-02-14,41
2011-02-15,45
2011-02-16,34
2011-02-17,49
2011-02-18,53
2011-02-19,52
2011-02-20,38
2011-02-21,36
2011-02-22,29
2011-02-23,44
2011-02-24,46
2011-02-25,31
2011-02-26,47
2011-02-27,48
2011-02-28,30
2011-03-01,42
2011-03-02,39
2011-03-03,25
2011-03-04,27
2011-03-05,43
2011-03-06,34
2011-03-07,29
2011-03-08,29
2011-03-09,19
2011-03-10,7
2011-03-11,42
2011-03-12,30
2011-03-13,32
2011-03-14,46
2011-03-15,27
2011-03-16,33
2011-03-17,36
2011-03-18,34
2011-03-19,32
2011-03-20,29
2011-03-21,32
2011-03-22,18
2011-03-23,24
2011-03-24,41
2011-03-25,30
2011-03-26,44
2011-03-27,36
2011-03-28,15
2011-03-29,26
2011-03-30,33
2011-03-31,18
2011-04-01,53
2011-04-02,56
2011-04-03,17
2011-04-04,34
2011-04-05,40
2011-04-06,22
2011-04-07,35
2011-04-08,25
2011-04-09,35
2011-04-10,32
2011-04-11,20
2011-04-12,33
2011-04-13,35
2011-04-14,33
2011-04-15,28
2011-04-16,30
2011-04-17,33
2011-04-18,27
2011-04-19,21
2011-04-20,17
2011-04-21,45
2011-04-22,40
2011-04-23,32
2011-04-24,25
2011-04-25,17
2011-04-26,32
2011-04-27,13
2011-04-28,24
2011-04-29,31
2011-04-30,13
2011-05-01,9
2011-05-02,0
2011-05-03,25
2011-05-04,32
2011-05-05,12
2011-05-06,15
2011-05-07,19
2011-05-08,24
2011-05-09,22
2011-05-10,21
2011-05-11,16
2011-05-12,18
2011-05-13,21
2011-05-14,24
2011-05-15,14
2011-05-16,7
2011-05-17,18
2011-05-18,23
2011-05-19,14
2011-05-20,27
2011-05-21,29
2011-05-22,27
2011-05-23,15
2011-05-24,12
2011-05-25,14
2011-05-26,30
2011-05-27,32
2011-05-28,18
2011-05-29,17
2011-05-30,24
2011-05-31,23
2011-06-01,15
2011-06-02,23
2011-06-03,35
2011-06-04,37
2011-06-05,43
2011-06-06,31
2011-06-07,31
2011-06-08,32
2011-06-09,67
2011-06-10,25
2011-06-11,35
2011-06-12,30
2011-06-13,24
2011-06-14,22
2011-06-15,24
2011-06-16,25
2011-06-17,31
2011-06-18,19
2011-06-19,13
2011-06-20,21
2011-06-21,23
2011-06-22,17
2011-06-23,21
2011-06-24,27
2011-06-25,21
2011-06-26,17
2011-06-27,26
2011-06-28,22
2011-06-29,21
2011-06-30,34
2011-07-01,35
2011-07-02,55
2011-07-03,4
2011-07-04,0
2011-07-05,0
2011-07-06,0
2011-07-07,18
2011-07-08,23
2011-07-09,29
2011-07-10,18
2011-07-11,31
2011-07-12,25
2011-07-13,21
2011-07-14,23
2011-07-15,36
2011-07-16,41
2011-07-17,27
2011-07-18,23
2011-07-19,18
2011-07-20,27
2011-07-21,32
2011-07-22,33
2011-07-23,28
2011-07-24,22
2011-07-25,39
2011-07-26,22
2011-07-27,24
2011-07-28,29
2011-07-29,25
2011-07-30,33
2011-07-31,32
2011-08-01,42
2011-08-02,39
2011-08-03,33
2011-08-04,26
2011-08-05,34
2011-08-06,36
2011-08-07,24
2011-08-08,23
2011-08-09,34
2011-08-10,36
2011-08-11,27
2011-08-12,20
2011-08-13,26
2011-08-14,39
2011-08-15,26
2011-08-16,36
2011-08-17,32
2011-08-18,34
2011-08-19,29
2011-08-20,32
2011-08-21,24
2011-08-22,37
2011-08-23,21
2011-08-24,27
2011-08-25,26
2011-08-26,19
2011-08-27,32
2011-08-28,30
2011-08-29,31
2011-08-30,32
2011-08-31,48
2011-09-01,33
2011-09-02,41
2011-09-03,21
2011-09-04,31
2011-09-05,40
2011-09-06,17
2011-09-07,21
2011-09-08,36
2011-09-09,21
2011-09-10,19
2011-09-11,29
2011-09-12,41
2011-09-13,8
2011-09-14,17
2011-09-15,23
2011-09-16,25
2011-09-17,19
2011-09-18,21
2011-09-19,16
2011-09-20,28
2011-09-21,16
2011-09-22,9
2011-09-23,10
2011-09-24,12
2011-09-25,4
2011-09-26,14
2011-09-27,10
2011-09-28,6
2011-09-29,13
2011-09-30,17
2011-10-01,29
2011-10-02,28
2011-10-03,19
2011-10-04,16
2011-10-05,15
2011-10-06,18
2011-10-07,16
2011-10-08,21
2011-10-09,28
2011-10-10,26
2011-10-11,11
2011-10-12,17
2011-10-13,14
2011-10-14,19
2011-10-15,13
2011-10-16,19
2011-10-17,18
2011-10-18,17
2011-10-19,16
2011-10-20,10
2011-10-21,16
2011-10-22,16
2011-10-23,14
2011-10-24,11
2011-10-25,11
2011-10-26,6
2011-10-27,18
2011-10-28,23
2011-10-29,29
2011-10-30,14
2011-10-31,10
2011-11-01,16
2011-11-02,19
2011-11-03,11
2011-11-04,14
2011-11-05,15
2011-11-06,11
2011-11-07,8
2011-11-08,11
2011-11-09,7
2011-11-10,11
2011-11-11,6
2011-11-12,3
2011-11-13,8
2011-11-14,10
2011-11-15,15
2011-11-16,8
2011-11-17,5
2011-11-18,24
2011-11-19,24
2011-11-20,16
2011-11-21,20
2011-11-22,15
2011-11-23,20
2011-11-24,26
2011-11-25,44
2011-11-26,35
2011-11-27,21
2011-11-28,13
2011-11-29,18
2011-11-30,25
2011-12-01,48
2011-12-02,35
2011-12-03,28
2011-12-04,22
2011-12-05,24
2011-12-06,22
2011-12-07,27
2011-12-08,28
2011-12-09,25
2011-12-10,23
2011-12-11,31
2011-12-12,20
2011-12-13,25
2011-12-14,24
2011-12-15,29
2011-12-16,25
2011-12-17,27
2011-12-18,23
2011-12-19,22
2011-12-20,33
2011-12-21,19
2011-12-22,32
2011-12-23,47
2011-12-24,50
2011-12-25,0
2011-12-26,40
2011-12-27,25
2011-12-28,26
2011-12-29,24
2011-12-30,19
2011-12-31,37
2012-01-01,21
2012-01-02,20
2012-01-03,34
2012-01-04,22
2012-01-05,28
2012-01-06,31
2012-01-07,20
2012-01-08,28
2012-01-09,22
2012-01-10,22
2012-01-11,16
2012-01-12,23
2012-01-13,26
2012-01-14,13
2012-01-15,18
2012-01-16,17
2012-01-17,13
2012-01-18,13
2012-01-19,16
2012-01-20,15
2012-01-21,25
2012-01-22,24
2012-01-23,23
2012-01-24,23
2012-01-25,18
2012-01-26,28
2012-01-27,17
2012-01-28,14
2012-01-29,9
2012-01-30,14
2012-01-31,21
2012-02-01,10
2012-02-02,11
2012-02-03,12
2012-02-04,8
2012-02-05,12
2012-02-06,6
2012-02-07,6
2012-02-08,16
2012-02-09,3
2012-02-10,6
2012-02-11,8
2012-02-12,8
2012-02-13,6
2012-02-14,14
2012-02-15,14
2012-02-16,4
2012-02-17,0
2012-02-18,6
2012-02-19,1
2012-02-20,3
2012-02-21,10
2012-02-22,13
2012-02-23,5
2012-02-24,20
