Date,demand
2011-01-29,35
2011-01-30,26
2011-01-31,17
2011-02-01,12
2011-02-02,0
2011-02-03,35
2011-02-04,37
2011-02-05,44
2011-02-06,25
2011-02-07,36
2011-02-08,13
2011-02-09,24
2011-02-10,12
2011-02-11,29
2011-02-12,42
2011-02-13,47
2011-02-14,19
2011-02-15,17
2011-02-16,17
2011-02-17,20
2011-02-18,38
2011-02-19,35
2011-02-20,17
2011-02-21,13
2011-02-22,18
2011-02-23,18
2011-02-24,23
2011-02-25,29
2011-02-26,37
2011-02-27,40
2011-02-28,28
2011-03-01,21
2011-03-02,22
2011-03-03,19
2011-03-04,27
2011-03-05,34
2011-03-06,31
2011-03-07,20
2011-03-08,33
2011-03-09,14
2011-03-10,12
2011-03-11,16
2011-03-12,33
2011-03-13,27
2011-03-14,29
2011-03-15,18
2011-03-16,17
2011-03-17,18
2011-03-18,21
2011-03-19,42
2011-03-20,26
2011-03-21,16
2011-03-22,13
2011-03-23,14
2011-03-24,13
2011-03-25,15
2011-03-26,24
2011-03-27,30
2011-03-28,22
2011-03-29,24
2011-03-30,19
2011-03-31,26
2011-04-01,33
2011-04-02,41
2011-04-03,31
2011-04-04,15
2011-04-05,13
2011-04-06,20
2011-04-07,15
2011-04-08,21
2011-04-09,35
2011-04-10,26
2011-04-11,19
2011-04-12,18
2011-04-13,13
2011-04-14,22
2011-04-15,19
2011-04-16,28
2011-04-17,21
2011-04-18,17
2011-04-19,12
2011-04-20,25
2011-04-21,19
2011-04-22,23
2011-04-23,31
2011-04-24,26
2011-04-25,18
2011-04-26,12
2011-04-27,8
2011-04-28,23
2011-04-29,29
2011-04-30,48
2011-05-01,22
2011-05-02,15
2011-05-03,26
2011-05-04,14
2011-05-05,15
2011-05-06,18
2011-05-07,24
2011-05-08,29
2011-05-09,19
2011-05-10,17
2011-05-11,19
2011-05-12,18
2011-05-13,31
2011-05-14,28
2011-05-15,27
2011-05-16,20
2011-05-17,17
2011-05-18,17
2011-05-19,21
2011-05-20,21
2011-05-21,33
2011-05-22,30
2011-05-23,18
2011-05-24,14
2011-05-25,15
2011-05-26,24
2011-05-27,14
2011-05-28,30
2011-05-29,20
2011-05-30,25
2011-05-31,19
2011-06-01,16
2011-06-02,20
2011-06-03,29
2011-06-04,23
2011-06-05,24
2011-06-06,24
2011-06-07,13
2011-06-08,16
2011-06-09,18
2011-06-10,15
2011-06-11,27
2011-06-12,32
2011-06-13,19
2011-06-14,20
2011-06-15,19
2011-06-16,20
2011-06-17,14
2011-06-18,36
2011-06-19,22
2011-06-20,12
2011-06-21,19
2011-06-22,11
2011-06-23,15
2011-06-24,29
2011-06-25,32
2011-06-26,31
2011-06-27,19
2011-06-28,14
2011-06-29,24
2011-06-30,20
2011-07-01,30
2011-07-02,32
2011-07-03,34
2011-07-04,29
2011-07-05,18
2011-07-06,23
2011-07-07,29
2011-07-08,28
2011-07-09,31
2011-07-10,22
2011-07-11,20
2011-07-12,16
2011-07-13,17
2011-07-14,24
2011-07-15,29
2011-07-16,30
2011-07-17,42
2011-07-18,26
2011-07-19,23
2011-07-20,26
2011-07-21,28
2011-07-22,29
2011-07-23,22
2011-07-24,24
2011-07-25,10
2011-07-26,17
2011-07-27,19
2011-07-28,16
2011-07-29,17
2011-07-30,30
2011-07-31,22
2011-08-01,17
2011-08-02,24
2011-08-03,31
2011-08-04,19
2011-08-05,25
2011-08-06,33
2011-08-07,29
2011-08-08,11
2011-08-09,13
2011-08-10,17
2011-08-11,20
2011-08-12,17
2011-08-13,22
2011-08-14,27
2011-08-15,21
2011-08-16,17
2011-08-17,19
2011-08-18,23
2011-08-19,28
2011-08-20,31
2011-08-21,22
2011-08-22,26
2011-08-23,24
2011-08-24,21
2011-08-25,18
2011-08-26,23
2011-08-27,24
2011-08-28,30
2011-08-29,23
2011-08-30,21
2011-08-31,24
2011-09-01,40
2011-09-02,29
2011-09-03,24
2011-09-04,20
2011-09-05,15
2011-09-06,13
2011-09-07,11
2011-09-08,14
2011-09-09,18
2011-09-10,24
2011-09-11,28
2011-09-12,18
2011-09-13,17
2011-09-14,13
2011-09-15,22
2011-09-16,24
2011-09-17,29
2011-09-18,13
2011-09-19,16
2011-09-20,13
2011-09-21,12
2011-09-22,20
2011-09-23,16
2011-09-24,25
2011-09-25,19
2011-09-26,7
2011-09-27,25
2011-09-28,15
2011-09-29,15
2011-09-30,26
2011-10-01,7
2011-10-02,26
2011-10-03,15
2011-10-04,8
2011-10-05,14
2011-10-06,13
2011-10-07,15
2011-10-08,17
2011-10-09,11
2011-10-10,7
2011-10-11,9
2011-10-12,7
2011-10-13,7
2011-10-14,21
2011-10-15,10
2011-10-16,25
2011-10-17,6
2011-10-18,19
2011-10-19,11
2011-10-20,7
2011-10-21,20
2011-10-22,14
2011-10-23,15
2011-10-24,14
2011-10-25,11
2011-10-26,9
2011-10-27,12
2011-10-28,21
2011-10-29,22
2011-10-30,14
2011-10-31,12
2011-11-01,13
2011-11-02,9
2011-11-03,13
2011-11-04,22
2011-11-05,25
2011-11-06,23
2011-11-07,10
2011-11-08,16
2011-11-09,9
2011-11-10,17
2011-11-11,22
2011-11-12,27
2011-11-13,31
2011-11-14,9
2011-11-15,17
2011-11-16,22
2011-11-17,15
2011-11-18,21
2011-11-19,20
2011-11-20,22
2011-11-21,13
2011-11-22,16
2011-11-23,14
2011-11-24,22
2011-11-25,74
2011-11-26,51
2011-11-27,22
2011-11-28,13
2011-11-29,11
2011-11-30,16
2011-12-01,40
2011-12-02,21
2011-12-03,34
2011-12-04,20
2011-12-05,24
2011-12-06,19
2011-12-07,21
2011-12-08,15
2011-12-09,17
2011-12-10,27
2011-12-11,24
2011-12-12,21
2011-12-13,17
2011-12-14,20
2011-12-15,20
2011-12-16,26
2011-12-17,34
2011-12-18,30
2011-12-19,22
2011-12-20,17
2011-12-21,22
2011-12-22,21
2011-12-23,36
2011-12-24,36
2011-12-25,0
2011-12-26,42
2011-12-27,23
2011-12-28,22
2011-12-29,19
2011-12-30,11
2011-12-31,28
2012-01-01,15
2012-01-02,19
2012-01-03,25
2012-01-04,15
2012-01-05,16
2012-01-06,14
2012-01-07,29
2012-01-08,27
2012-01-09,11
2012-01-10,8
2012-01-11,13
2012-01-12,11
2012-01-13,17
2012-01-14,13
2012-01-15,21
2012-01-16,15
2012-01-17,8
2012-01-18,14
2012-01-19,9
2012-01-20,17
2012-01-21,22
2012-01-22,24
2012-01-23,8
2012-01-24,11
2012-01-25,12
2012-01-26,20
2012-01-27,20
2012-01-28,11
2012-01-29,18
2012-01-30,16
2012-01-31,12
2012-02-01,16
2012-02-02,23
2012-02-03,25
2012-02-04,38
2012-02-05,26
2012-02-06,9
2012-02-07,7
2012-02-08,18
2012-02-09,12
2012-02-10,18
2012-02-11,19
2012-02-12,21
2012-02-13,16
2012-02-14,21
