node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,51394,51394,1.0
R1,SKU_B,23800,23492,0.9870588235294118
R1,SKU_C,37760,37760,1.0
R1,SKU_D,22301,22301,1.0
R1,SKU_E,15853,15814,0.9975398978111398
R2,SKU_A,34230,34230,1.0
R2,SKU_B,19561,19538,0.9988241909922806
R2,SKU_C,18587,17378,0.9349545381180395
R2,SKU_D,16542,16542,1.0
R2,SKU_E,16529,15734,0.951902716437776
R3,SKU_A,66596,66567,0.9995645384107154
R3,SKU_B,21533,21533,1.0
R3,SKU_C,41348,41147,0.995138821708426
R3,SKU_D,33476,33408,0.997968693989724
R3,SKU_E,28210,28210,1.0
