date,quantity
0,97
1,75
2,50
3,36
4,27
5,47
6,61
7,109
8,61
9,53
10,55
11,56
12,50
13,74
14,146
15,121
16,59
17,70
18,51
19,59
20,60
21,95
22,112
23,91
24,63
25,56
26,40
27,64
28,102
29,97
30,54
31,86
32,69
33,63
34,64
35,127
36,98
37,59
38,52
39,54
40,62
41,64
42,98
43,89
44,64
45,59
46,72
47,67
48,61
49,83
50,99
51,69
52,66
53,55
54,52
55,75
56,128
57,114
58,57
59,65
60,61
61,83
62,99
63,117
64,132
65,84
66,74
67,82
68,78
69,92
70,146
71,148
72,70
73,79
74,63
75,78
76,127
77,137
78,142
79,99
80,74
81,78
82,78
83,118
84,151
85,114
86,67
87,65
88,71
89,81
90,80
91,133
92,163
93,69
94,84
95,93
96,100
97,105
98,192
99,129
100,87
101,71
102,56
103,66
104,95
105,106
106,126
107,72
108,59
109,64
110,68
111,95
112,145
113,118
114,71
115,76
116,59
117,87
118,99
119,128
120,124
121,80
122,80
123,85
124,97
125,95
126,138
127,139
128,92
129,71
130,75
131,88
132,104
133,150
134,140
135,123
136,99
137,111
138,81
139,116
140,163
141,207
142,123
143,119
144,79
145,71
146,98
147,149
148,160
149,70
150,48
151,84
152,95
153,167
154,220
155,227
156,110
157,115
158,98
159,108
160,113
161,131
162,116
163,110
164,71
165,85
166,77
167,72
168,129
169,145
170,110
171,77
172,113
173,96
174,133
175,125
176,150
177,93
178,79
179,81
180,78
181,90
182,145
183,128
184,95
185,101
186,95
187,108
188,137
189,184
190,176
191,123
192,123
193,100
194,108
195,148
196,182
197,195
198,131
199,109
200,89
201,122
202,167
203,216
204,185
205,114
206,108
207,84
208,74
209,93
210,171
211,170
212,90
213,62
214,88
215,90
216,108
217,156
218,90
219,124
220,95
221,92
222,57
223,93
224,156
225,122
226,88
227,72
228,69
229,88
230,86
231,111
232,125
233,89
234,89
235,76
236,81
237,106
238,130
239,128
240,83
241,71
242,82
243,58
244,81
245,130
246,130
247,62
248,77
249,47
250,64
251,87
252,119
253,119
254,73
255,78
256,74
257,67
258,83
259,125
260,125
261,73
262,64
263,50
264,62
265,66
266,121
267,116
268,77
269,46
270,66
271,68
272,81
273,141
274,133
275,64
276,65
277,69
278,52
279,79
280,104
281,112
282,50
283,48
284,45
285,63
286,80
287,108
288,109
289,63
290,51
291,71
292,48
293,48
294,110
295,85
296,61
297,75
298,64
299,93
300,176
301,73
302,60
303,38
304,48
305,43
306,62
307,75
308,112
309,98
310,56
311,61
312,45
313,49
314,67
315,115
316,89
317,69
318,44
319,56
320,59
321,65
322,132
323,110
324,69
325,75
326,82
327,97
328,141
329,83
330,0
331,68
332,56
333,45
334,54
335,86
336,65
337,42
338,57
339,36
340,43
341,60
342,72
343,79
344,74
345,50
346,51
347,51
348,44
349,59
350,78
351,78
352,46
353,40
354,54
355,42
356,55
357,94
358,69
359,37
360,35
361,40
362,42
363,49
364,91
365,76
366,40
367,34
368,36
369,53
370,59
371,73
372,78
373,57
374,45
375,43
376,43
377,53
378,86
379,98
380,32
381,43
382,42
383,41
384,53
385,90
386,77
387,53
388,48
389,64
390,69
391,70
392,100
393,71
394,41
395,34
396,53
397,62
398,66
399,91
400,94
401,41
402,47
403,50
404,59
405,71
406,107
407,90
408,40
409,41
410,36
411,38
412,57
413,77
414,75
415,50
416,54
417,59
418,42
419,53
420,93
421,82
422,38
423,53
424,46
425,49
426,80
427,89
428,90
429,53
430,67
431,57
432,86
433,111
434,132
435,97
436,70
437,50
438,66
439,72
440,76
441,107
442,130
443,61
444,54
445,57
446,69
447,93
448,170
449,99
450,60
451,66
452,58
453,50
454,80
455,125
456,98
457,85
458,67
459,74
460,82
461,87
462,143
463,145
464,82
465,101
466,90
467,102
468,140
469,159
470,126
471,78
472,87
473,103
474,90
475,108
476,145
477,176
478,84
479,75
480,93
481,100
482,97
483,162
484,143
485,117
486,82
487,90
488,106
489,123
490,153
491,156
492,61
493,112
494,111
495,99
496,119
497,119
498,183
499,123
500,109
501,87
502,102
503,129
504,196
505,182
506,67
507,69
508,87
509,69
510,136
511,146
512,150
513,113
514,91
515,110
516,86
517,106
518,131
519,128
520,110
521,99
522,109
523,85
524,112
525,138
526,116
527,75
528,95
529,77
530,98
531,111
532,157
533,160
534,106
535,103
536,91
537,124
538,172
539,220
540,171
541,87
542,71
543,85
544,80
545,97
546,143
547,131
548,102
549,109
550,110
551,107
552,121
553,186
554,136
555,127
556,102
557,99
558,123
559,143
560,236
561,196
562,134
563,113
564,106
565,107
566,135
567,183
568,186
569,120
570,113
571,78
572,90
573,115
574,138
575,189
576,123
577,87
578,93
579,93
580,113
581,156
582,165
583,167
584,104
585,74
586,91
587,101
588,154
589,133
590,71
591,86
592,80
593,90
594,99
595,172
596,142
597,107
598,78
599,70
600,108
601,109
602,175
603,161
604,86
605,85
606,72
607,74
608,108
609,126
610,162
611,129
612,123
613,105
614,97
615,102
616,157
617,126
618,85
619,79
620,78
621,73
622,112
623,123
624,119
625,103
626,86
627,99
628,82
629,105
630,130
631,123
632,74
633,97
634,82
635,68
636,110
637,160
638,140
639,76
640,69
641,54
642,73
643,87
644,133
645,133
646,62
647,82
648,65
649,71
650,75
651,128
652,125
653,75
654,75
655,58
656,75
657,76
658,141
659,125
660,67
661,79
662,100
663,135
664,187
665,111
666,107
667,55
668,68
669,49
670,47
671,81
672,155
673,96
674,75
675,90
676,63
677,75
678,74
679,159
680,136
681,70
682,80
683,73
684,77
685,106
686,148
687,134
688,90
689,88
690,90
691,95
692,105
693,149
694,142
695,112
696,0
697,76
698,67
699,79
700,61
701,74
702,54
703,63
704,47
705,53
706,60
707,76
708,84
709,50
710,61
711,44
712,45
713,64
714,96
715,89
716,64
717,45
718,58
719,57
720,84
721,106
722,88
723,69
724,46
725,48
726,54
727,76
728,98
729,109
730,49
731,32
732,46
733,64
734,78
735,119
736,86
737,61
738,59
739,59
740,48
741,64
742,106
743,111
744,79
745,64
746,93
747,74
748,88
749,141
750,114
751,84
752,56
753,53
754,61
755,80
756,103
757,125
758,61
759,50
760,63
761,59
762,70
763,133
764,119
765,67
766,58
767,67
768,66
769,76
770,141
771,111
772,57
773,71
774,84
775,80
776,99
777,96
778,101
779,84
780,43
781,54
782,54
783,75
784,123
785,109
786,75
787,75
788,74
789,64
790,118
791,148
792,123
793,60
794,77
795,97
796,55
797,102
798,123
799,120
800,87
801,62
802,42
803,78
804,89
805,155
806,106
807,76
808,56
809,45
810,58
811,108
812,116
813,88
814,42
815,82
816,58
817,88
818,98
819,79
820,100
821,61
822,92
823,81
824,81
825,119
826,157
827,117
828,67
829,81
830,63
831,90
832,108
833,154
834,131
835,88
836,81
837,63
838,91
839,97
840,147
841,154
842,87
843,71
844,83
845,88
846,95
847,98
848,123
849,103
850,76
851,64
852,71
853,81
854,142
855,122
856,60
857,91
858,96
859,73
860,127
861,157
862,159
863,121
864,108
865,123
866,134
867,160
868,171
869,151
870,101
871,76
872,97
873,123
874,136
875,186
876,151
877,77
878,89
879,114
880,155
881,192
882,236
883,211
884,132
885,132
886,143
887,160
888,123
889,122
890,142
891,113
892,117
893,88
894,115
895,164
896,191
897,146
898,105
899,78
900,86
901,100
902,118
903,170
904,179
905,97
906,99
907,122
908,112
909,137
910,186
911,150
912,76
913,100
914,123
915,141
916,136
917,191
918,125
919,80
920,78
921,104
922,111
923,122
924,191
925,202
926,108
927,96
928,123
929,136
930,151
931,217
932,224
933,127
934,113
935,95
936,128
937,132
938,189
939,228
940,75
941,117
942,98
943,85
944,140
945,253
946,176
947,127
948,83
949,93
950,88
951,136
952,205
953,157
954,89
955,78
956,90
957,96
958,128
959,159
960,167
961,102
962,74
963,104
964,85
965,85
966,129
967,145
968,85
969,67
970,70
971,70
972,116
973,149
974,128
975,76
976,92
977,67
978,70
979,111
980,160
981,105
982,61
983,51
984,71
985,90
986,98
987,159
988,137
989,103
990,70
991,76
992,71
993,96
994,161
995,150
996,75
997,64
998,66
999,51
1000,105
1001,136
1002,110
1003,74
1004,86
1005,103
1006,83
1007,111
1008,153
1009,134
1010,67
1011,81
1012,77
1013,89
1014,87
1015,136
1016,150
1017,126
1018,56
1019,65
1020,68
1021,100
1022,125
1023,127
1024,87
1025,52
1026,65
1027,76
1028,96
1029,140
1030,128
1031,97
1032,91
1033,92
1034,202
1035,149
1036,120
1037,116
1038,66
1039,67
1040,62
1041,74
1042,91
1043,104
1044,107
1045,63
1046,72
1047,74
1048,78
1049,97
1050,130
1051,161
1052,83
1053,85
1054,96
1055,105
1056,104
1057,178
1058,190
1059,125
1060,97
1061,0
1062,101
1063,69
1064,107
1065,96
1066,65
1067,86
1068,60
1069,60
1070,91
1071,92
1072,78
1073,51
1074,53
1075,59
1076,69
1077,66
1078,94
1079,93
1080,52
1081,45
1082,53
1083,69
1084,84
1085,94
1086,84
1087,68
1088,41
1089,42
1090,64
1091,64
1092,113
1093,111
1094,38
1095,62
1096,40
1097,56
1098,91
1099,94
1100,71
1101,56
1102,39
1103,52
1104,41
1105,54
1106,113
1107,129
1108,55
1109,60
1110,73
1111,97
1112,88
1113,111
1114,126
1115,89
1116,51
1117,74
1118,73
1119,94
1120,116
1121,115
1122,43
1123,65
1124,36
1125,64
1126,72
1127,156
1128,122
1129,55
1130,53
1131,66
1132,80
1133,77
1134,100
1135,109
1136,67
1137,92
1138,85
1139,68
1140,90
1141,144
1142,137
1143,73
1144,60
1145,75
1146,74
1147,91
1148,141
1149,95
1150,67
1151,70
1152,57
1153,61
1154,92
1155,136
1156,139
1157,69
1158,54
1159,70
1160,87
1161,78
1162,125
1163,128
1164,110
1165,85
1166,90
1167,101
1168,78
1169,145
1170,119
1171,79
1172,85
1173,109
1174,91
1175,68
1176,164
1177,113
1178,63
1179,55
1180,39
1181,38
1182,38
1183,114
1184,103
1185,80
1186,83
1187,78
1188,127
1189,139
1190,144
1191,132
1192,89
1193,74
1194,84
1195,65
1196,114
1197,155
1198,137
1199,100
1200,134
1201,99
1202,117
1203,117
1204,142
1205,103
1206,65
1207,86
1208,88
1209,73
1210,108
1211,158
1212,149
1213,122
1214,82
1215,63
1216,97
1217,100
1218,120
1219,144
1220,120
1221,86
1222,115
1223,84
1224,131
1225,140
1226,201
1227,120
1228,101
1229,104
1230,102
1231,115
1232,137
1233,111
1234,104
1235,68
1236,107
1237,103
1238,138
1239,137
1240,124
1241,77
1242,79
1243,71
1244,73
1245,90
1246,129
1247,146
1248,78
1249,112
1250,98
1251,124
1252,119
1253,88
1254,112
1255,52
1256,54
1257,139
1258,126
1259,126
1260,162
1261,153
1262,85
1263,132
1264,87
1265,77
1266,111
1267,155
1268,176
1269,105
1270,95
1271,106
1272,117
1273,153
1274,202
1275,151
1276,91
1277,91
1278,95
1279,118
1280,132
1281,168
1282,160
1283,100
1284,104
1285,126
1286,120
1287,139
1288,152
1289,173
1290,118
1291,121
1292,112
1293,111
1294,126
1295,180
1296,222
1297,121
1298,85
1299,87
1300,108
1301,142
1302,181
1303,158
1304,82
1305,103
1306,89
1307,109
1308,97
1309,187
1310,129
1311,177
1312,109
1313,78
1314,87
1315,100
1316,154
1317,128
1318,84
1319,104
1320,109
1321,94
1322,130
1323,141
1324,120
1325,96
1326,84
1327,81
1328,65
1329,102
1330,123
1331,149
1332,95
1333,86
1334,66
1335,68
1336,118
1337,127
1338,129
1339,82
1340,77
1341,106
1342,112
1343,127
1344,204
1345,179
1346,110
1347,85
1348,95
1349,107
1350,121
1351,169
1352,164
1353,74
1354,82
1355,81
1356,79
1357,119
1358,161
1359,121
1360,85
1361,75
1362,72
1363,104
1364,90
1365,141
1366,122
1367,82
1368,71
1369,86
1370,83
1371,80
1372,121
1373,111
1374,83
1375,64
1376,47
1377,79
1378,80
1379,148
1380,143
1381,85
1382,71
1383,61
1384,58
1385,81
1386,136
1387,121
1388,65
1389,64
1390,62
1391,71
1392,93
1393,116
1394,128
1395,56
1396,88
1397,70
1398,160
1399,147
1400,97
1401,97
1402,82
1403,71
1404,74
1405,64
1406,94
1407,155
1408,136
1409,89
1410,84
1411,88
1412,76
1413,95
1414,134
1415,98
1416,83
1417,85
1418,83
1419,111
1420,136
1421,148
1422,151
1423,114
1424,137
1425,97
1426,1
1427,112
1428,113
1429,82
1430,84
1431,57
1432,77
1433,65
1434,117
1435,70
1436,65
1437,63
1438,71
1439,69
1440,58
1441,54
1442,107
1443,98
1444,69
1445,61
1446,68
1447,74
1448,88
1449,103
1450,102
1451,88
1452,54
1453,39
1454,43
1455,61
1456,87
1457,89
1458,37
1459,32
1460,40
1461,42
1462,76
1463,102
1464,81
1465,48
1466,69
1467,53
1468,50
1469,70
1470,106
1471,92
1472,69
1473,60
1474,79
1475,58
1476,94
1477,101
1478,111
1479,80
1480,53
1481,58
1482,94
1483,93
1484,103
1485,107
1486,49
1487,54
1488,60
1489,71
1490,66
1491,108
1492,106
1493,42
1494,65
1495,55
1496,48
1497,63
1498,100
1499,113
1500,74
1501,61
1502,67
1503,54
1504,83
1505,140
1506,147
1507,76
1508,61
1509,88
1510,68
1511,102
1512,86
1513,121
1514,68
1515,68
1516,71
1517,93
1518,81
1519,111
1520,123
1521,54
1522,59
1523,53
1524,76
1525,126
1526,137
1527,112
1528,82
1529,63
1530,67
1531,73
1532,81
1533,129
1534,111
1535,89
1536,64
1537,66
1538,82
1539,97
1540,108
1541,135
1542,53
1543,51
1544,64
1545,58
1546,92
1547,115
1548,89
1549,66
1550,58
1551,64
1552,81
1553,108
1554,115
1555,122
1556,61
1557,48
1558,81
1559,64
1560,71
1561,102
1562,94
1563,76
1564,53
1565,66
1566,63
1567,82
1568,102
1569,101
1570,56
1571,63
1572,65
1573,61
1574,90
1575,126
1576,101
1577,98
1578,60
1579,59
1580,79
1581,104
1582,147
1583,121
1584,93
1585,87
1586,74
1587,81
1588,105
1589,147
1590,161
1591,137
1592,83
1593,65
1594,87
1595,152
1596,172
1597,135
1598,91
1599,77
1600,86
1601,117
1602,139
1603,202
1604,141
1605,91
1606,79
1607,114
1608,106
1609,151
1610,159
1611,157
1612,88
1613,70
1614,103
1615,98
1616,184
1617,146
1618,144
1619,101
1620,111
1621,106
1622,117
1623,109
1624,173
1625,171
1626,110
1627,124
1628,132
1629,113
1630,145
1631,178
1632,220
1633,143
1634,108
1635,104
1636,145
1637,173
1638,173
