date,quantity
0,136
1,139
2,79
3,77
4,57
5,91
6,108
7,124
8,118
9,89
10,80
11,61
12,93
13,105
14,193
15,208
16,139
17,127
18,98
19,113
20,156
21,191
22,143
23,128
24,103
25,91
26,101
27,139
28,154
29,168
30,150
31,126
32,125
33,105
34,133
35,118
36,146
37,84
38,108
39,98
40,90
41,123
42,190
43,140
44,94
45,104
46,114
47,131
48,130
49,169
50,168
51,100
52,94
53,116
54,99
55,105
56,153
57,159
58,86
59,83
60,87
61,107
62,160
63,169
64,137
65,86
66,105
67,99
68,87
69,112
70,165
71,155
72,113
73,118
74,98
75,82
76,102
77,160
78,186
79,114
80,121
81,107
82,100
83,139
84,206
85,173
86,108
87,93
88,102
89,121
90,147
91,184
92,190
93,82
94,102
95,102
96,105
97,130
98,207
99,221
100,149
101,134
102,96
103,91
104,156
105,160
106,157
107,132
108,104
109,81
110,93
111,119
112,195
113,188
114,113
115,114
116,105
117,133
118,158
119,197
120,141
121,198
122,121
123,162
124,148
125,193
126,224
127,211
128,184
129,179
130,132
131,132
132,143
133,197
134,202
135,138
136,157
137,174
138,117
139,168
140,240
141,162
142,105
143,106
144,88
145,128
146,144
147,179
148,191
149,152
150,125
151,118
152,124
153,199
154,309
155,238
156,141
157,177
158,114
159,154
160,173
161,231
162,216
163,174
164,111
165,129
166,138
167,185
168,208
169,232
170,138
171,109
172,169
173,155
174,148
175,217
176,202
177,158
178,114
179,105
180,126
181,123
182,268
183,263
184,205
185,209
186,178
187,135
188,201
189,305
190,261
191,181
192,172
193,155
194,180
195,212
196,275
197,232
198,199
199,174
200,198
201,197
202,282
203,362
204,311
205,232
206,149
207,143
208,148
209,187
210,245
211,330
212,184
213,133
214,165
215,239
216,210
217,240
218,137
219,170
220,138
221,135
222,144
223,159
224,231
225,205
226,186
227,159
228,179
229,164
230,164
231,198
232,172
233,124
234,150
235,139
236,105
237,163
238,231
239,197
240,148
241,113
242,131
243,136
244,191
245,210
246,190
247,104
248,122
249,117
250,147
251,166
252,186
253,133
254,98
255,131
256,139
257,118
258,169
259,238
260,210
261,147
262,109
263,100
264,118
265,156
266,217
267,201
268,124
269,113
270,97
271,113
272,126
273,176
274,142
275,110
276,121
277,107
278,76
279,123
280,183
281,142
282,89
283,85
284,86
285,117
286,133
287,174
288,150
289,122
290,112
291,104
292,115
293,148
294,178
295,194
296,130
297,95
298,167
299,186
300,268
301,109
302,111
303,97
304,83
305,81
306,106
307,113
308,149
309,130
310,89
311,73
312,87
313,99
314,135
315,167
316,162
317,87
318,89
319,100
320,111
321,127
322,224
323,171
324,134
325,112
326,130
327,137
328,191
329,143
330,0
331,117
332,107
333,98
334,94
335,145
336,139
337,89
338,103
339,112
340,96
341,101
342,114
343,135
344,117
345,85
346,66
