trial,cost,fill_rate,best_cost
0,23706248.300068,0.68820808722932,23706248.300068
1,16672611.134338291,0.7588111781166171,16672611.134338291
2,20950846.002876848,0.7156077821912316,16672611.134338291
3,24672258.566174578,0.6782736828182543,16672611.134338291
4,14663168.000414241,0.7786283205958576,14663168.000414241
5,12678140.395463586,0.7979783993353642,12678140.395463586
6,13354705.800864633,0.7922806350413537,12678140.395463586
7,5314910.923225189,0.8706812103977482,5314910.923225189
8,10439942.179351285,0.8202383265064872,5314910.923225189
9,30730102.166571304,0.618446124404287,5314910.923225189
10,41214213.40544566,0.5137246473255435,5314910.923225189
11,5702781.251827564,0.8675853631317244,5314910.923225189
12,13190929.78060984,0.7935557603839016,5314910.923225189
13,352529.669,0.9591009229675495,352529.669
14,315725.749,0.9953148960266516,315725.749
15,4801639.833104664,0.8760214435989534,315725.749
16,9126168.519212823,0.8324088502378718,315725.749
17,2763457.8814233034,0.896059718025767,315725.749
18,671839.7073999523,0.9173958509860005,315725.749
19,306142.136,0.9562737406845584,306142.136
20,13508574.023105787,0.7885916581589422,306142.136
21,379211.379,0.9281217837701551,306142.136
22,330298.493,0.9905181927526587,306142.136
23,309079.622,0.9879472755304066,306142.136
24,2838761.024159611,0.8948486589484039,306142.136
25,9361570.905454302,0.830900193025457,306142.136
26,327494.935,0.9472031975266288,306142.136
27,288701.303,0.9638108267854855,288701.303
28,12953392.937919933,0.7944940211708007,288701.303
29,7476300.963112844,0.8483613502688716,288701.303
30,11380879.013380103,0.810181989526199,288701.303
31,310865.61,0.9794512621054241,288701.303
32,345253.48099999997,0.9311659646932879,288701.303
33,321169.379,0.9818837135287286,288701.303
34,636041.3125799627,0.9168275212142004,288701.303
35,10693857.395165011,0.8169688803283499,288701.303
36,7526671.7303280365,0.8485659489867197,288701.303
37,16190983.04545363,0.7631656174954637,288701.303
38,3169069.7055648323,0.8917094119543517,288701.303
39,11809613.84372826,0.8057304174227174,288701.303
40,15492463.301284065,0.7701302405171594,288701.303
41,309325.511,0.991785051480344,288701.303
42,351936.432,0.9964019558810765,288701.303
43,317018.768,0.9917912514414909,288701.303
44,395904.319,0.9247159384467857,288701.303
45,334691.682,0.9292522433526084,288701.303
46,310988.566,0.9986091420493765,288701.303
47,314221.989,0.9828157743544808,288701.303
48,4949971.634625778,0.8746057858037423,288701.303
49,18190940.20134546,0.7434042746665455,288701.303
50,10294353.20485469,0.8208417893914531,288701.303
51,310662.211,0.9992746045458115,288701.303
52,322238.718,0.9998904673530713,288701.303
53,349262.372,0.9999400670422466,288701.303
54,317638.768,0.9972968169399472,288701.303
55,328396.28,0.9249804701223873,288701.303
56,348105.961,0.952208632825901,288701.303
57,368885.987,0.9446446802266706,288701.303
58,287138.096,0.9856078235243059,287138.096
59,318234.181,0.9851779595514535,287138.096
60,7582935.549196191,0.8479604194480381,287138.096
61,297624.993,0.9755886863108991,287138.096
62,285239.032,0.9878687426892124,285239.032
63,287480.45,0.9773866750435031,285239.032
64,309197.835,0.9308208335227766,285239.032
65,286601.013,0.9849340944130084,285239.032
66,306530.713,0.9316330284330219,285239.032
67,1645171.1584807963,0.9065438523251921,285239.032
68,2496888.1730520665,0.8982421043494794,285239.032
69,15188545.084844537,0.7720460285115547,285239.032
70,302931.715,0.9786452671563258,285239.032
71,302462.727,0.9767067459710586,285239.032
72,307352.535,0.9611923765277738,285239.032
73,307304.32,0.9709159822598445,285239.032
74,315430.628,0.938793983557703,285239.032
75,313322.503,0.9349252078020311,285239.032
76,315949.787,0.9265449269851243,285239.032
77,358424.124,0.9807780537908629,285239.032
78,5163883.752905967,0.8720679350409404,285239.032
79,1796981.254450339,0.9056985909554967,285239.032
80,715177.7238338676,0.9160029263816614,285239.032
81,3407077.6042706827,0.8896530915072932,285239.032
82,2466646.820377226,0.8985128359862278,285239.032
83,298944.745,0.9857710891678412,285239.032
84,312153.554,0.9663321443185623,285239.032
85,296022.703,0.982449976646813,285239.032
86,368079.517,0.9345408102109227,285239.032
87,322053.819,0.9462587367785829,285239.032
88,924338.5779842967,0.9141388047301571,285239.032
89,314659.555,0.9804122560831953,285239.032
90,311841.189,0.9475937950788842,285239.032
91,305529.398,0.9445806139614858,285239.032
92,325571.057,0.9444400815088225,285239.032
93,808863.7512763597,0.9149158665272364,285239.032
94,307372.46,0.9685971967909001,285239.032
95,322031.782,0.9251892021476665,285239.032
96,327487.217,0.9575777991791251,285239.032
97,5528903.801642827,0.8682260257835718,285239.032
98,292034.835,0.9744024270781236,285239.032
99,338184.309,0.953750356497766,285239.032
