node_id,sku,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
R1,SKU_A,490.175,22684.0,102.788,0.0,23276.963
R1,SKU_B,1547.8799999999999,611.4,47.6,0.0,2206.88
R1,SKU_C,3995.649,305.1,75.52,0.0,4376.269
R1,SKU_D,245.056,7247.35,44.602000000000004,0.0,7537.008000000001
R1,SKU_E,309.94599999999997,1416.8000000000002,31.706,0.0,1758.452
R2,SKU_A,7733.975,0.0,68.46000000000001,0.0,7802.435
R2,SKU_B,4042.83,0.0,39.122,0.0,4081.9519999999998
R2,SKU_C,5058.18,246.60000000000002,37.174,0.0,5341.954
R2,SKU_D,14.896,34354.100000000006,33.084,0.0,34402.08
R2,SKU_E,3019.328,0.0,33.058,0.0,3052.386
R3,SKU_A,4349.400000000001,235.5,133.192,0.0,4718.092000000001
R3,SKU_B,4029.2999999999997,0.0,43.066,0.0,4072.366
R3,SKU_C,2650.428,2319.3,82.696,0.0,5052.424
R3,SKU_D,3386.768,40.7,66.952,0.0,3494.42
R3,SKU_E,5232.396,0.0,56.42,0.0,5288.816
Supplier,SKU_A,0.0,0.0,0.0,13388.681821807755,13388.681821807755
Supplier,SKU_B,0.0,0.0,0.0,21964.671173565523,21964.671173565523
Supplier,SKU_C,0.0,0.0,0.0,12811.869986353871,12811.869986353871
Supplier,SKU_D,0.0,0.0,0.0,15991.163650250735,15991.163650250735
Supplier,SKU_E,0.0,0.0,0.0,16083.613368022116,16083.613368022116
W1,SKU_A,117.0,0.0,4692.608,6315.014234512891,11124.62223451289
W1,SKU_B,2642.256,0.0,3609.86,13117.233843806589,19369.349843806587
W1,SKU_C,105.072,0.0,4079.254,6022.608708967394,10206.934708967394
W1,SKU_D,0.0,0.0,3621.509,7198.7727154299555,10820.281715429956
W1,SKU_E,9661.792,0.0,3200.064,7542.370497283171,20404.226497283173
W2,SKU_A,17972.01,0.0,4540.968,3224.01793727992,25736.99593727992
W2,SKU_B,1400.184,0.0,3479.33,4146.585746302216,9026.099746302216
W2,SKU_C,6540.176,0.0,3963.471,3007.9023570973827,13511.549357097383
W2,SKU_D,433.56800000000004,0.0,3574.283,4040.9092113160027,8048.760211316003
W2,SKU_E,5041.984,0.0,3175.272,4086.5847480044795,12303.840748004479
