node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,51394,25223,0.4907771335175312
R1,SKU_B,23800,22894,0.9619327731092437
R1,SKU_C,37760,37082,0.9820444915254237
R1,SKU_D,22301,13324,0.5974619972198556
R1,SKU_E,15853,12795,0.8071027565760424
R2,SKU_A,34230,34230,1.0
R2,SKU_B,19561,19561,1.0
R2,SKU_C,18587,18276,0.9832678753967827
R2,SKU_D,16542,881,0.053258372627251846
R2,SKU_E,16529,16529,1.0
R3,SKU_A,66596,66125,0.9929275031533425
R3,SKU_B,21533,21533,1.0
R3,SKU_C,41348,37376,0.9039373125665087
R3,SKU_D,33476,33402,0.9977894611064644
R3,SKU_E,28210,28210,1.0
