node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,51394,39807,0.7745456668093552
R1,SKU_B,23800,23507,0.9876890756302521
R1,SKU_C,37760,37719,0.9989141949152542
R1,SKU_D,22301,20640,0.9255190350208511
R1,SKU_E,15853,13551,0.8547908913139469
R2,SKU_A,34230,34230,1.0
R2,SKU_B,19561,19561,1.0
R2,SKU_C,18587,18306,0.9848819067089901
R2,SKU_D,16542,3988,0.24108330310724216
R2,SKU_E,16529,16529,1.0
R3,SKU_A,66596,65865,0.9890233647666526
R3,SKU_B,21533,21533,1.0
R3,SKU_C,41348,40420,0.9775563509722357
R3,SKU_D,33476,33352,0.9962958537459673
R3,SKU_E,28210,28210,1.0
