node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,51394,51394,1.0
R1,SKU_B,23800,23772,0.9988235294117647
R1,SKU_C,37760,37464,0.9921610169491526
R1,SKU_D,22301,21551,0.966369221111161
R1,SKU_E,15853,15087,0.9516810698290544
R2,SKU_A,34230,32445,0.9478527607361963
R2,SKU_B,19561,19402,0.9918715812075047
R2,SKU_C,18587,18587,1.0
R2,SKU_D,16542,13794,0.8338774029742474
R2,SKU_E,16529,16529,1.0
R3,SKU_A,66596,66579,0.9997447294131779
R3,SKU_B,21533,11492,0.5336924720196907
R3,SKU_C,41348,41348,1.0
R3,SKU_D,33476,33476,1.0
R3,SKU_E,28210,28210,1.0
