node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,295680,294053,0.9944974296536796
R1,SKU_B,149389,149382,0.9999531424669822
R1,SKU_C,188593,187382,0.9935787648534145
R1,SKU_D,138388,136669,0.9875784027516836
R1,SKU_E,106855,105939,0.9914276355809274
R2,SKU_A,195525,195525,1.0
R2,SKU_B,105823,105113,0.9932906834998063
R2,SKU_C,104873,81078,0.7731065193138368
R2,SKU_D,88288,65000,0.7362268938021022
R2,SKU_E,101694,100207,0.9853777017326489
R3,SKU_A,429037,352573,0.8217776089241721
R3,SKU_B,140960,140952,0.9999432463110102
R3,SKU_C,238006,234641,0.9858617009655218
R3,SKU_D,233138,233138,1.0
R3,SKU_E,153607,152937,0.9956382196123874
