node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,51394,43809,0.8524146787562751
R1,SKU_B,23800,23627,0.9927310924369748
R1,SKU_C,37760,34959,0.9258209745762712
R1,SKU_D,22301,22301,1.0
R1,SKU_E,15853,15853,1.0
R2,SKU_A,34230,34230,1.0
R2,SKU_B,19561,12761,0.6523695107612085
R2,SKU_C,18587,17114,0.9207510625706139
R2,SKU_D,16542,16542,1.0
R2,SKU_E,16529,6309,0.3816927823824793
R3,SKU_A,66596,66596,1.0
R3,SKU_B,21533,21533,1.0
R3,SKU_C,41348,41348,1.0
R3,SKU_D,33476,33476,1.0
R3,SKU_E,28210,28210,1.0
