node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,51394,47767,0.9294275596373117
R1,SKU_B,23800,13925,0.5850840336134454
R1,SKU_C,37760,37760,1.0
R1,SKU_D,22301,22002,0.9865925294829828
R1,SKU_E,15853,2569,0.16205134674824953
R2,SKU_A,34230,34137,0.9972830850131463
R2,SKU_B,19561,19561,1.0
R2,SKU_C,18587,16917,0.9101522569537849
R2,SKU_D,16542,16542,1.0
R2,SKU_E,16529,16529,1.0
R3,SKU_A,66596,66596,1.0
R3,SKU_B,21533,21533,1.0
R3,SKU_C,41348,41348,1.0
R3,SKU_D,33476,33476,1.0
R3,SKU_E,28210,26148,0.9269053527118043
