node_id,sku,demand_sum,fulfilled_sum,fill_rate
R1,SKU_A,51394,50364,0.9799587500486439
R1,SKU_B,23800,23732,0.9971428571428571
R1,SKU_C,37760,37760,1.0
R1,SKU_D,22301,22275,0.9988341329985202
R1,SKU_E,15853,14554,0.9180596732479657
R2,SKU_A,34230,34230,1.0
R2,SKU_B,19561,19561,1.0
R2,SKU_C,18587,18352,0.9873567547210416
R2,SKU_D,16542,12655,0.7650223673074598
R2,SKU_E,16529,16529,1.0
R3,SKU_A,66596,65080,0.9772358700222236
R3,SKU_B,21533,21533,1.0
R3,SKU_C,41348,41348,1.0
R3,SKU_D,33476,32944,0.9841080176843111
R3,SKU_E,28210,28210,1.0
